sentence,options,answer,difficulty,question_type,audio_url
"Dr Novak describes space junk as being a result of our own _______(1) negligence.\nGovernment agencies are now joined by _______(2) enterprises in space exploration.\nDiscarded spacecraft and equipment constitute a kind of _______(3) time capsule.\nIn the 1960s, one astronaut _______(4) _______(5) _______(6) on his camera in orbit.\nIn space, the paint on spacecraft has a _______(7) _______(8) _______(9).\nGiven time, _______(10) _______(11) _______(12) or are hit and penetrated by debris.\nWhen explosions in space become less frequent, spacecraft will start being destroyed _______(13) _______(14).\nThe number of pieces of debris will _______(15) _______(16) once cascading begins.\nSustainable development must not affect the ability of our descendants to _______(17) _______(18) _______(19).",,"1:environmental | 2:commercial | 3:orbital | 4:lost | 5:his | 6:grip | 7:tendency | 8:to | 9:erode | 10:fuel | 11:tanks | 12:deteriorate | 13:by | 14:debris | 15:gradually | 16:increase | 17:meet | 18:their | 19:needs",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774624935/13_Unit_10._Ex_22b_p.220_kd1e82.mp3
"If you want your child's party to be a success, it requires _______(1).\nEnjoyment is more important than _______(2).\nBefore buying partyware you and your child need to choose a _______(3).\nSend out invitations _______(4) _______(5) before the party.\nCater for the same number of guests as invitations and allow for _______(6) _______(7) _______(8).\nPrepare enough food for _______(9) portions for each guest.\nIt's best to serve birthday cake _______(10) in napkins.\nParty games shouldn't be _______(11) _______(12).\nYour child should be the _______(13) _______(14) _______(15).",,"1:planning | 2:perfection | 3:theme | 4:a | 5:month | 6:a | 7:couple | 8:extra | 9:1.5 | 10:wrapped | 11:too | 12:competitive | 13:centre | 14:of | 15:attention",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774625716/UpAWB-01L_j83kga.mp3
"Job in London: _______(1)\nMoved to Samothraki: _______(2)\nHouse took _______(3) _______(4) to build.\nMoved in after _______(5) was complete.\nRains quite frequently from _______(6) - _______(7).\nNearest source of drinking water _______(8) _______(9) away.\nFriday, anticipating arrival of:\n(a) water purification system\n(b) _______(10) _______(11)\nDoesn't have to pay for:\n(a) electricity\n(b) _______(12)\n(c) water",,"1:mechanic | 2:1976 | 3:5 | 4:years | 5:roof | 6:November | 7:April | 8:2 | 9:km | 10:solar | 11:panels | 12:gas",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774626500/UpAWB-02L_ydpnfg.mp3
"Evelyn's first _______(1) did not reveal why so many modern marriages fail.\nEvelyn found her daughter's attitude to one of the _______(2) _______(3) very significant.\nPaul agrees that not many couples believe that marriage is a _______(4) _______(5).\nPaul accepts that people shouldn't _______(6) with very bad marriages.\nEvelyn believes that _______(7) _______(8) are only part of the problem.\nEvelyn thinks that people no longer _______(9) with each other.\nPaul refers to two modern _______(10) to getting married.\nThe previous generation would have found these arrangements _______(11).\nEvelyn feels that deep down, people are still _______(12).",,"1:investigation | 2:marriage | 3:vows | 4:lifetime | 5:commitment | 6:persevere | 7:unrealistic | 8:expectations | 9:communicate | 10:alternatives | 11:unacceptable | 12:romantics",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774626562/UpAWB-03L_pgzsqd.mp3
"LIGHTING:\nLighting constitutes _______(1) - _______(2) of electricity bills\n• Use energy-efficient light bulbs\n• Replace 100 watt bulbs with _______(3) watt bulbs\n• Turn lights off when not in use\n\nHEATING:\nTo increase efficiency of system, check that air filters aren't _______(4) or _______(5)\n\nWATER:\nInstalling low-flow shower head reduces water usage by _______(6) _______(7)\n\nKITCHEN:\nWhen cooking:\n• choose the right size pan\n• put pan on the right size _______(8)\n• cover pans\n• cook on the lowest heat possible\n\nREFRIGERATORS AND FREEZERS\n• limit time door is open\n• _______(9) food items and keep them in same part of refrigerator\n• Don't put hot food into fridge\n• Don't allow freezer to become _______(10) _______(11)",,"1:5 | 2:10% | 3:75 | 4:dirty | 5:blocked | 6:two | 7:thirds | 8:burner | 9:label | 10:nearly | 11:empty",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774626560/UpAWB-05L_e1l18v.mp3
Jane says that despite her _______(1) she faced great financial difficulties.\nShe was surprised that _______(2) _______(3) _______(4) proved to be such a challenge.\nJane complains that her job in a _______(5) was poorly paid and tiring.\nNeil feels it is the responsibility of _______(6) _______(7) to financially support students.\nJane disagrees with Neil that some kinds of employment can be considered _______(8).\nNeil claims that some students _______(9) because working doesn't leave them enough time for studying.\nNeil denies that he and his fellow students waste money on _______(10).\nNeil regards students as important _______(11).\nJane accuses Neil of not _______(12) _______(13).,,"1:scholarship | 2:getting | 3:a | 4:job | 5:hotel | 6:the | 7:government | 8:menial | 9:fail | 10:clubbing | 11:resources | 12:facing | 13:reality",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774626636/UpAWB-06L_lsrrdj.mp3
"The presenter suggests that the results of Glen's survey are _______(1)\nThe majority of students questioned _______(2) that they had played truant.\nTruancy is not related to a student's gender, ethnic background or _______(3) _______(4)\nGlen's conclusion is that the _______(5) _______(6) is responsible for encouraging truancy.\nStudents are more likely to avoid lessons that do not require their _______(7) or _______(8)\nModern students are more _______(9) than those of the past.\nDecision-making is a useful _______(10) - _______(11)\nStudents would be more _______(12) to go to school if they were consulted about their lessons.\nTruancy can show which teachers and teaching methods are _______(13)",,"1:controversial | 2:admitted | 3:economic | 4:class | 5:consumer | 6:class | 7:engagement | 8:input | 9:sophisticated | 10:life | 11:skill | 12:willing | 13:ineffective",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774626637/UpAWB-08L_xnfims.mp3
"Before fans were used as personal decoration, their function was _______(1)\nIn ancient cultures fans weren't carried about by their owners and _______(2) was invented much later.\nIn the beginning, the folding fans made in Japan were constructed of _______(3) and _______(4)\nPeople believe that the original design of a fan came from how bats _______(5) _______(6) _______(7)\nIt was women in Italy who initially used the fan as _______(8) _______(9) _______(10)\nA lady's _______(11) _______(12) was best displayed when she carried a decorated fan.\nPublishing houses produced _______(13) _______(14) in order to interpret what the movement of a woman's fan meant.\nFans went out of fashion because they were seen by 20th century women as _______(15) _______(16) of their weakness.",,"1:practical | 2:fan | 3:bone | 4:ivory | 5:fold | 6:their | 7:wings | 8:a | 9:fashion | 10:accessory | 11:good | 12:taste | 13:phrase | 14:books | 15:a | 16:symbol",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774626690/UpAWB-PT-01_z3mu5p.mp3
"Leaks:\n1) Ensure controls are turned to _______(1) _______(2)\n2) Before connecting to gas, place barbecue in _______(3) _______(4)\n3) When the barbecue is connected to the gas, use a mixture of _______(5) and _______(6) to check for leaks.\n4) For serious leaks contact a trained _______(7)\n\nTubes and Hoses\n5) Beware of _______(8) in tubing.\n6) Read handbook for details about insect _______(9)\n\nGeneral Safety\n7) When barbecue is in use, keep it well away from _______(10) _______(11) \n8) After use, _______(12) and store barbecue in a cool place.",,"1:off | 2:position | 3:open | 4:area | 5:soap | 6:water | 7:repairman | 8:nests | 9:guards | 10:the | 11:house | 12:cover",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774626692/UpAWB-PT-02_xzvsi2.mp3
1 Always _______(1) _______(2) _______(3) when other people doubt you.\n2 Block out _______(4) _______(5) and keep going.\n3 Channel your efforts in the right direction and don't get _______(6).\n4 _______(7) _______(8) _______(9) _______(10) _______(11) in different ways.\n5 Practise being _______(12) _______(13) _______(14) until it becomes second nature.\n6 Be organised and _______(15).\n7 Never _______(16) _______(17) and believe you are as good as everyone else.,,"1:believe | 2:in | 3:yourself | 4:negative | 5:thoughts | 6:distracted | 7:Remind | 8:yourself | 9:of | 10:your | 11:target | 12:focused | 13:and | 14:positive | 15:disciplined | 16:underestimate | 17:yourself",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627889/01_Track_1_pirwx0.mp3
'Kids Eat Free' is offered at all Astor Group locations in the\n_______(1) and _______(2)\nThe 'Kids Eat Free' package does not cover food ordered through\n_______(3) _______(4)\nThe 'Fun' package is only offered between the months of\n_______(5) and _______(6)\nOn the day of arrival guests get _______(7)\noff all refreshments.\n_______(8) _______(9) watch the children while\nthey are participating in water sports.\n\n'Kid-Suites' rooms are specially designed so children have a\nseparate play _______(10)\nYoung guests will love the:\n• _______(11) _______(12)\n• television and VCR\n• stereo system\n• wide selection of toys\n\nReservations must be made in _______(13),,"1:UK | 2:Europe | 3:room | 4:service | 5:May | 6:September | 7:20% | 8:qualified | 9:staff | 10:room | 11:bunk | 12:beds | 13:advance",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627891/08_Track_8_tzhnbk.mp3
"During a tandem jump, an inexperienced skydiver makes the jump _______(1) _______(2) an instructor.\nMike suffered from depression for _______(3) _______(4)\nHe was diagnosed at the age of _______(5)\nMike believed his 21st birthday present was _______(6) _______(7)\nMike says that, as he was about to jump for the first time, he felt _______(8)\nDuring the dive, Mike felt happy and _______(9)\nHe says it is possible that the _______(10) of the jump was what pushed him to snap out of his depression.\nMike says that sky-diving is not a certain _______(11) _______(12) depression.",,"1:with | 2:to | 3:five | 4:years | 5:sixteen | 6:a | 7:joke | 8:terrified | 9:serene | 10:sheer | 11:cure | 12:for",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627897/11_Track_11_arhioy.mp3
The telephone helpline is one of _______(1) _______(2) that aim to help care-givers.\nThe helpline is available at no cost and is accessible _______(3) hours a day.\nMost people taking advantage of the service have never voiced their _______(4) before.\n_______(5) of experienced people form the foundation for helpline.\nParentline Plus is in need of male volunteers from non-English _______(6)\nHelpline operators must spend _______(7) _______(8) or more each week giving advice over the phone.\nThere are _______(9) call centres situated outside of England's capital.\nParentline Plus publishes a _______(10) containing information about their helpline.,,"1:several | 2:programmes | 3:twenty-four | 4:concern | 5:hundreds | 6:cultures | 7:four | 8:hours | 9:six | 10:leaflet",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627928/07_Track_7_qzmfjn.mp3
"Steven points out that, according to _______(1) _______(2) approximately a third of accidents occur because of speeding.\nMost crashes that involve bicycles or people on foot are caused by violations of the _______(3) limit.\nAndrew is generally opposed to _______(4) _______(5) when it comes to punishing drivers for speeding.\nHe argues that existing signs directing drivers to slow down to less than 30mph are _______(6)\nStephen suggests that drivers should go to jail for _______(7) _______(8)\nAndrew suggests that, rather than introducing new legislation, the _______(9) _______(10) should be improved.\nStephen states that the number of traffic police _______(11) _______(12) in the last ten years.\nAndrew argues that, in order to sensitise drivers, the speed limits should be _______(13)",,"1:government | 2:research | 3:speed | 4:prison | 5:penalties | 6:inadequate | 7:excessive | 8:speeding | 9:existing | 10:law | 11:has | 12:halved | 13:reasonable",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627938/08_Track_8_e9rngv.mp3
The proposed opening of the new Burger World has provoked _______(1) in the local community.\nMr Brownlea thinks it will harm the young people and the _______(2) _______(3)\nHe would prefer a new restaurant offering _______(4) _______(5) _______(6)\nHe admits that Burger World prices are _______(7)\nHe believes that fast food chains are causing the disappearance of _______(8) _______(9) around the world.\nMrs Masters argues that preventing the new outlet's opening in Manley will not _______(10) _______(11) _______(12) of changing food habits worldwide.\nMr Brownlea is worried that the new fast food restaurant will increase the problem of _______(13)\nThis will make older residents feel _______(14)\nMrs Masters feels that it will be beneficial for young people to use Burger World as a _______(15) _______(16)\nShe believes the new restaurant will boost _______(17) _______(18) of the town.,,"1:opposition | 2:local | 3:environment | 4:good | 5:quality | 6:food | 7:reasonable | 8:food | 9:cultures | 10:reverse | 11:the | 12:trend | 13:loitering | 14:scared | 15:meeting | 16:point | 17:the | 18:economy",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627956/02_Track_2_efyvku.mp3
"'Investors in People' is a scheme which promotes staff training and _______(1)\nRuth admits that the real reason why some companies want the IIP badge is that it is a _______(2) _______(3)\nCompanies who wish to be part of the 'Investors in People' scheme must provide evidence of _______(4) _______(5) to the IIP authority.\nChris claims that some companies, in spite of following the required _______(6), were not truly interested in improving conditions.\nThe IIP authority investigates every complaint, even the _______(7) ones.\nRuth argues that it isn't easy to _______(8) IIP standards compliance.\nChris mentions one law firm where staff training went on for only _______(9) _______(10) _______(11)\nChris suggests _______(12) _______(13) in order for IIP to rebuild its reputation.\nRuth points out that employees can follow the _______(14) _______(15) if they feel that IIP standards are not upheld by their company.",,"1:development | 2:status | 3:symbol | 4:new | 5:skills | 6:procedures | 7:anonymous | 8:fake | 9:a | 10:few | 11:days | 12:spot | 13:checks | 14:complaints | 15:procedure",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627956/06_Track_6_emhiud.mp3
"University applicants can choose from tens of thousands of _______(1)\nStudents may take either A-levels or _______(2) _______(3) _______(4), or a mixture of both.\nOthers may study full-time for _______(5) _______(6) to obtain an HND.\nStudents with poor A-level results may do a _______(7) _______(8) _______(9)\nThe new Hospitality degree combines academic study with _______(10) _______(11)\n_______(12) students should contact admissions staff directly.\nReturn-to-study courses are available at _______(13) _______(14) education colleges.\n_______(15) is a way of obtaining funding for university study and opportunities for work experience.",,"1:courses | 2:Advanced | 3:Vocational | 4:Qualifications | 5:two | 6:years | 7:one-year | 8:foundation | 9:course | 10:work-based | 11:training | 12:mature | 13:further | 14:education | 15:sponsorship",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627994/09_Track_9_bye23b.mp3
"Dramatic Arts – course code changes:\neg course: _______(1) _______(2) :\nOld code: DA 170\nNew code: _______(3)\nPaper-based class schedule – error on p. _______(4)\nProfessor Connolly, not Punter, teaches _______(5) _______(6) .\nNo grades by post from next Autumn – refer to University _______(7) .\nSee your _______(8) _______(9) for general transcript info.\nCost of permit for parking on _______(10) :\n1 month – £8,\n9 months – _______(11) .",,"1:Beginning | 2:Acting | 3:T170 | 4:17 | 5:African | 6:Studies | 7:website | 8:academic | 9:advisor | 10:campus | 11:£60",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627988/10_Track_10_xalri5.mp3
Total number of lectures Dr Sullivan will give: _______(1)\nDr Sullivan claims to be able to remember over _______(2) names.\nGood memory reduces need to refer to:\n a) _______(3) _______(4)\n b) computer\nOther improvements:\n a) concentration levels\n b) making informed/intelligent decisions\n c) _______(5) _______(6)\nCan also help to:\n a) combat dementia\n b) _______(7) _______(8)\nBrain: most amazing and _______(9) human organ.\nFunction of long term memory: _______(10) _______(11),,"1:4 | 2:10,000 | 3:personal | 4:organiser | 5:conversational | 6:skills | 7:prolong | 8:life | 9:underused | 10:store | 11:information",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774627987/12_Track_12_ezvqcf.mp3
"Geoff started in the jewellery business in _______(1)\nOriginally he wanted to be a _______(2)\nHe got his first job because the _______(3) _______(4) attended the same school that he had.\nOne of his bosses went _______(5)\nIn the past trainees spent some time observing before being allowed to _______(6) _______(7) .\nAccording to Geoff, jewellery is an _______(8) _______(9) business.\nThe most important thing for assistants is to _______(10) the customer.\nAssistants should not _______(11) customers.\nIn the past jewellery shops gave potential customers a feeling of _______(12)",,"1:1960 | 2:drummer | 3:boss's | 4:sons | 5:bankrupt | 6:serve | 7:customers | 8:traditional, | 9:old-fashioned | 10:respect | 11:pressurise | 12:awe",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774628007/Upstream_Advanced_-_06_ibwynk.mp3
"It is still _______(1) on which day of the year Turner was born.\nAt school he concentrated on drawing because he was a bad _______(2) .\nThe picture Fishermen at Sea was his first _______(3) _______(4) to be shown at the Royal Academy.\nThe RA was a stronghold of _______(5) artistic values.\nHe travelled throughout Europe looking for _______(6) .\nEven though his style was changing, he still painted _______(7) subjects.\nHis paintings became more a mixture of _______(8) and _______(9) .\nHis new work made his viewers work harder by suggesting rather than _______(10) his subjects.\nThis new style of art tried to create a(n) _______(11) , not an idealisation.",,"1:unclear | 2:student | 3:oil | 4:painting | 5:traditional | 6:inspiration | 7:conventional | 8:light | 9:colour | 10:depicting | 11:impression",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774628003/Upstream_Advanced_-_09_kv5h3x.mp3
