sentence,options,answer,difficulty,question_type
Whoever is appointed to this position must be ........... enough to deal with our most demanding clients.,"asserted|assertive|asserting|assertable",assertive,hard,VOCAB
"Josh can be quite ........... at times, it's almost as if he were a stranger.","far-away|longing|isolated|distant",distant,hard,VOCAB
You can trust Janet to look after the children. She's very ........... .,"dependent|dependable|depending|depended",dependable,hard,VOCAB
"He's quite scary looking, with bushy eyebrows and long bushy ........... that go all the way down his cheeks.","moustaches|sideburns|fringes|beards",sideburns,hard,VOCAB
How can she wear a woolly ........... in this heat?,"jumper|shirt|tank-top|jersey",jumper,hard,VOCAB
"If you apply ........... mousse to your hair before blow-drying it, it will hold the style for longer.","stylish|styled|styling|styler",styling,hard,VOCAB
When I asked him if I could photograph him he simply ........... his head in agreement.,"shook|bowed|nodded|shrugged",nodded,hard,VOCAB
The company’s share prices fell dramatically following the untimely ........... of its founder.,"miss|demise|ruin|collapse",demise,hard,VOCAB
Jim Carrey’s latest film is a ........... comedy in which he once again plays the the loveable clown.,"farce|charade|slapstick|prank",slapstick,hard,VOCAB
The sound ........... can't have been doing his job properly because the guitars were so loud that we couldn't hear the lead singer.,"engineer|mechanic|constructor|builder",engineer,hard,VOCAB
It’s amazing how a talented make-up ........... can make the most plain person look attractive on screen.,"technician|artist|carer|beautician",artist,hard,VOCAB
Patrick Swayze stars in this ........... movie that has us accompany him on an uninspiring journey of self-discovery.,"street|highway|motorway|road",road,hard,VOCAB
The magnificently restored Winter Gardens give you a ........... of the city’s previous splendour.,"feeling|significance|comprehension|sense",sense,hard,VOCAB
"Despite having no money, the Joneses were determined to keep up ........... .","looks|impressions|countenances|appearances",appearances,hard,VOCAB
It’s only ........... sense to take out a private pension these days.,"common|frequent|general|practical",common,hard,VOCAB
The director and the producer don't see ........... on certain aspects of production.,"face to face|heart to heart|eye to eye|mind to mind",eye to eye,hard,VOCAB
Marie ........... a face when I told her we were having cabbage for dinner.,"pulled|dragged|gave|fixed",pulled,hard,VOCAB
The kind of exercises you can do depends on your ........... of fitness.,"stage|level|step|phase",level,hard,VOCAB
When will advertisers realise that most people find radio ........... just plain irritating?,"tinkles|rattles|clinks|jingles",jingles,hard,VOCAB
The ........... performance of the current computer system is affecting productivity.,"substandard|unseemly|improper|uncouth",substandard,hard,VOCAB
Some advertisements work by transmitting ........... messages to the consumer.,"subconscious|subliminal|underhanded|devious",subliminal,hard,VOCAB
"Having been in the entertainment industry for over twenty years, Madonna has become a pop ........... .","image|symbol|icon|emblem",icon,hard,VOCAB
Multinational corporations owe their continued success to ........... marketing.,"offensive|attacking|aggressive|coercing",aggressive,hard,VOCAB
Any budget review will require a government ........... .,"authorisation|appreciation|agreement|endorsement",endorsement,hard,VOCAB
"Many ........... products, such as washing powder, are harmful to the environment.","household|housing|home-based|homing",household,hard,VOCAB
After paying our rent and bills we barely have enough left to make ends ........... .,"join|attach|merge|meet",meet,hard,VOCAB
It's hard to keep my head ........... on what I earn.,"in the sand|above water|in the clouds|above the rest",above water,hard,VOCAB
The business was set up purely as a front for ........... money.,"laundering|washing|cleaning|rinsing",laundering,hard,VOCAB
When Ruth feels depressed she goes on a shopping ........... .,"rage|spree|binge|bender",spree,hard,VOCAB
"I can't afford to go on holiday this year, I've got a bit of a cash ........... problem.","run|rush|flux|flow",flow,hard,VOCAB
Hugo Boss has just launched a big advertising ........... to promote their new fragrance.,"strategy|campaign|run|operation",campaign,hard,VOCAB
"Now there's only one wage coming in, we'll all have to tighten our ........... .","belts|pockets|waists|hats",belts,hard,VOCAB
We paid for the television and video in monthly ........... .,"stages|instalments|dosages|chunks",instalments,hard,VOCAB
Advertisers deny that advertisements contain ........... messages.,"concealed|jumbled|coded|mixed",coded,hard,VOCAB
"Now that most people can afford brand new goods, ........... markets are few and far between.","small|trinket|public|flea",flea,hard,VOCAB
"A huge neon ........... in the window read ""All you can eat for £5.99.""","signal|message|hoarding|sign",sign,hard,VOCAB
A two-page ........... in the local paper advertised the opening of the new hypermarket.,"spread|splodge|splash|coverage",spread,hard,VOCAB
We had a ........... sale to sell off all the stuff we found in the attic.,"parking|garage|station|garden",garage,hard,VOCAB
Sandra's unpleasant ........... suggested that she knew about Amanda's terrible secret.,"grimace|smirk|wince|snort",smirk,hard,VOCAB
The news that his job was in jeopardy caused James to ........... with concern.,"frown|beam|grimace|howl",frown,hard,VOCAB
The student's rude interruption brought a sharp ........... from his teacher.,"retort|recoup|repeat|report",retort,hard,VOCAB
Their discussion quickly developed into a ........... argument over who should receive the money.,"hot|burning|heated|scorching",heated,hard,VOCAB
It was ........... of Harry to arrive late and then try to dominate the meeting.,"common|usual|ordinary|typical",typical,hard,VOCAB
The salesman demonstrated how a push of the button would cause the aerial to ........... .,"rebound|retreat|recoil|retract",retract,hard,VOCAB
Tom was able to ........... a pretty picture of the situation and impress his manager.,"paint|draw|present|make",paint,hard,VOCAB
"During their first date, Jane had nervously peppered the conversation with ........... talk.","unimportant|tiny|small|trivial",small,hard,VOCAB
"In the director's opinion, it was high time the actress began to ........... her age.","be|reach|act|perform",act,hard,VOCAB
"Because of the panic around him, the radio ........... had difficulty transmitting the information.","conductor|operator|user|director",operator,hard,VOCAB
"Gossip was ........... among the workers, who were ever anxious to know each other's business.","commonplace|regular|ordinary|average",commonplace,hard,VOCAB
"As a matter of ........... , Robbie never left home without an umbrella during the rainy season.","prudence|protection|prevention|preclusion",prudence,hard,VOCAB
The winds changed and it seemed our sailing team might ........... out on top.,"float|come|reach|get",come,hard,VOCAB
I knew Sam was looking for the right tool from the ........... of sounds which came from the shed.,"sputter|clatter|mutter|flutter",clatter,hard,VOCAB
"Furiously, she banged down the ........... and immediately dialled the complaints department.","headset|handle|recipient|receiver",receiver,hard,VOCAB
"A pair of ........... trousers, over-used and over-large, did little to improve the boy's appearance.","wide|flowing|baggy|windy",baggy,hard,VOCAB
Pat's ........... of dress frequently harks back to the days when Parisian couture was all the rage.,"tone|method|mode|design",mode,hard,VOCAB
Botanists remain baffled by the plant's extraordinary ........... of growth.,"pace|rhythm|haste|step",pace,hard,VOCAB
"When he saw the damage to his car, he ........... into a rage.","flew|drove|jumped|rushed",flew,hard,VOCAB
It was some time before she came to ........... with the fact that she had lost.,"catches|holds|grips|grabs",grips,hard,VOCAB
The ........... told the candidates to turn over the question paper and begin.,"inspector|invigilator|tester|assessor",invigilator,hard,VOCAB
"With your application, you should provide the name of an academic ........... .","evaluator|sponsor|referee|arbitrator",referee,hard,VOCAB
"""Great news! I've been made ........... of Department!""","Leader|Chief|Supervisor|Head",Head,hard,VOCAB
The successful ........... will hold a good degree in Economics and have at least two years' experience.,"applicant|entrant|contestant|contender",applicant,hard,VOCAB
Books taken from the short ........... section are due to be returned the next day.,"borrowing|credit|loan|return",loan,hard,VOCAB
"For books on accounting and ........... , go to the third floor of the library.","fiscal|finance|monetary|economic",finance,hard,VOCAB
Next year our three-year-old will be starting ........... school.,"nursery|nursing|infancy|toddler",nursery,hard,VOCAB
In my first year at university I lived in the halls of ........... .,"residence|abode|dwelling|accommodation",residence,hard,VOCAB
Jerry has been burning the midnight ........... over the last few days; his final exam is soon.,"lamp|light|candle|oil",oil,hard,VOCAB
You are bound to find information on the stockmarket crash of 1987 in the newspaper ........... .,"files|archives|records|collections",archives,hard,VOCAB
"As soon as he read the letter, tears ........... in his eyes.","filled in|soaked up|welled up|weighed down",welled up,hard,VOCAB
It is a ........... conclusion that figures are going to be worse than last year's.,"foregone|foretold|prearranged|pre-planned",foregone,hard,VOCAB
For seven years my father was a(n) ........... plumber.,"pupil|student|assistant|apprentice",apprentice,hard,VOCAB
I recently started to study History by ........... course.,"distance|mail|postal|correspondence",correspondence,hard,VOCAB
The accused confidently ........... that he was innocent.,"preserved|maintained|conserved|defended",maintained,hard,VOCAB
State pensions are currently at the centre of a(n) ........... debate.,"scorching|exploded|fiery|flamed",fiery,hard,VOCAB
"At the start of the course, everyone is assigned a ........... of studies.","advisor|consultant|counsellor|guide",advisor,hard,VOCAB
"Fortunately, the number of students ........... out of school is lower.","falling|plummeting|dripping|dropping",dropping,hard,VOCAB
The newspaper's ........... has been falling for a number of years.,"audience|readership|reputation|status",readership,hard,VOCAB
I prefer ........... newspapers to tabloids.,"broadsheet|widespread|expansive|extensive",broadsheet,hard,VOCAB
He was one of the BBC's best-known war ........... .,"reporters|journalists|followers|correspondents",correspondents,hard,VOCAB
The advertising space that is divided into sections is generally known as the ........... ads.,"small|confidential|classified|small print",classified,hard,VOCAB
The Prime Minister is considering a cabinet ........... .,"reorganisation|rearrangement|reshuffle|reconstruction",reshuffle,hard,VOCAB
I subscribe to a ........... literary journal.,"three-monthly|quarterly|quartered|seasonal",quarterly,hard,VOCAB
They want to erect a huge satellite ........... right opposite my house.,"plate|record|platter|dish",dish,hard,VOCAB
"I can't give you that information, you will have to speak with the press ........... .","officer|official|executive|administrator",officer,hard,VOCAB
We'll take a short ........... break and we'll be right back.,"commercial|advertising|promotional|publicity",commercial,hard,VOCAB
"To find out what's on TV, just look in the TV & radio ........... .","programmes|schedules|listings|records",listings,hard,VOCAB
"The match will be screened on ITV, with ........... commentary by Andy Gray.","lively|live|alive|living",live,hard,VOCAB
There will be ........... coverage of the games on most channels.,"complete|general|widespread|extensive",extensive,hard,VOCAB
His supporters did everything they could to ........... him on in the race.,"push|spur|drive|prod",spur,hard,VOCAB
One of the guests stood up to ........... the virtues of the fine food.,"worship|admire|appreciate|extol",extol,hard,VOCAB
He didn't mean to be offensive; it was quite an ........... remark.,"innocuous|inaugural|integral|insidious",innocuous,hard,VOCAB
The job creation scheme is still in its ........... .,"childhood|babyhood|opening|infancy",infancy,hard,VOCAB
The Prime Minister gave an ........... response to the question.,"evading|invasive|evasive|invading",evasive,hard,VOCAB
She had a(n) ........... interest in holding a separate bank account.,"vested|invested|shadowed|implied",vested,hard,VOCAB
I assure you that I ........... no hostile feelings towards you.,"shelter|harbour|embrace|cover",harbour,hard,VOCAB
I am sick of hearing the same old ........... in meetings.,"plenitudes|placidities|pliabilities|platitudes",platitudes,hard,VOCAB
The passenger cabins which were on the upper ........... were renovated last year.,"floor|deck|level|ground",deck,hard,VOCAB
A note in the Captain's log stated that it was the roughest ........... he had ever experienced.,"passage|crossing|crossroad|passing",crossing,hard,VOCAB
Enormous swells roused by ferocious winds made it impossible to ........... the ship to safety.,"direct|control|steer|drive",steer,hard,VOCAB
The stricken vessel ran ........... on a large reef.,"aside|ashore|aground|around",aground,hard,VOCAB
"Of those on ..........., few survived to relate the tragedy of the Pacific Queen.","board|side|hand|aboard",board,hard,VOCAB
"Without delay, she booked a(n) ........... flight to Manila so as to be in time for the meeting.","instant|direct|straight|even",direct,hard,VOCAB
Poor ........... led to the pilot's decision to request a landing at an alternative airport.,"sight|clarity|visibility|vision",visibility,hard,VOCAB
Julia preferred to sleep rather than partake of the ........... entertainment.,"flying|flight|in-flight|in-flying",in-flight,hard,VOCAB
She was rudely awakened by a sudden bout of ........... turbulence.,"stern|somber|weighty|heavy",heavy,hard,VOCAB
Their ........... from the airport to the hotel was speedily arranged.,"transfer|translocation|move|relocation",transfer,hard,VOCAB
She failed to see how the area had ever become such a popular holiday ........... .,"objective|destination|goal|target",destination,hard,VOCAB
"While in Jamaica, she was able to ........... in some of her favourite activities.","enjoy|rejoice|involve|indulge",indulge,hard,VOCAB
The cabin ........... were dressed in very bright orange suits.,"workforce|attendants|personnel|crew",crew,hard,VOCAB
"When I remembered I had forgotten Julie's present, I was already in the departure ........... .","room|salon|lounge|lobby",lounge,hard,VOCAB
"She was very frustrated by his behaviour, but didn't say anything because she didn't want to ........... the boat.","shake|rattle|rock|roll",rock,hard,VOCAB
Ben thought it pointless to swim against the ........... as the vast majority of guests clearly wanted to go to the party.,"tide|flow|wind|drift",tide,hard,VOCAB
"The engine was making a very strange sound, so it seemed prudent to pull onto the hard ........... .","place|line|shoulder|lane",shoulder,hard,VOCAB
Turning on his ........... lights would have alerted other drivers to his presence at the roadside.,"danger|risk|hazard|peril",hazard,hard,VOCAB
"By ........... speed restrictions on motorways, the government has endangered every careful driver on the road.","heightening|lifting|rising|elevating",lifting,hard,VOCAB
"Whenever he watched detective films, his imagination ran ........... .","raging|riot|unchecked|furious",riot,hard,VOCAB
Since moving that furniture I have this dull ........... in my back.,"ache|pinch|pain|sore",ache,hard,VOCAB
You should see a doctor; after such a blow to the head you may be suffering from ........... .,"condition|percussion|concussion|perfusion",concussion,hard,VOCAB
"After swimming a lot, I often get ........... in one leg.","stitch|cramp|spasm|clot",cramp,hard,VOCAB
It's not unusual to suffer some slight ........... after visiting the dentist's.,"distension|distortion|discordance|discomfort",discomfort,hard,VOCAB
"Close to complete ..........., the marathon runner entered the stadium.","exhaustion|collapse|tiredness|depletion",exhaustion,hard,VOCAB
The nurse dressed the ........... on his leg and gave him an injection.,"hurt|cutting|slit|wound",wound,hard,VOCAB
David has a(n) ........... to fainting at the sight of blood.,"inclination|predilection|predisposition|penchant",predisposition,hard,VOCAB
I still ........... in the morning even though I gave up smoking a month ago.,"whistle|wheeze|whirl|whip",wheeze,hard,VOCAB
I am subjected to ........... smoking in the office and at home.,"passive|inactive|involuntary|inert",passive,hard,VOCAB
You are advised not to engage in ........... activity during very hot weather.,"strenuous|strained|stringent|stern",strenuous,hard,VOCAB
"After the crash, he was taken to hospital suffering from ........... injuries.","manifold|variable|diverse|multiple",multiple,hard,VOCAB
All Jane's friends visited her in hospital to wish her a ........... recovery.,"hastened|speedy|quickened|rushing",speedy,hard,VOCAB
Some of the cattle were placed in quarantine for fear of the disease being ........... .,"contractual|contagious|congenital|contentious",contagious,hard,VOCAB
Don't be so concerned; it's only a(n) ........... wound.,"skin|shallow|exterior|flesh",flesh,hard,VOCAB
The doctor told me to increase my vitamin D ........... .,"reception|content|intake|ingestion",intake,hard,VOCAB
The surgeon made a small ........... behind the patient's ear.,"incision|notch|slit|precision",incision,hard,VOCAB
The footballer had a ........... injury to his hamstring.,"repeating|regular|replicating|recurring",recurring,hard,VOCAB
My father is suffering from a ........... infection.,"respiration|respiratory|breathing|breath",respiratory,hard,VOCAB
Travelling by sea makes me suffer from ........... .,"vertigo|vomit|nausea|disgust",nausea,hard,VOCAB
"After a series of tests, the doctor was able to make a(n) ........... .","diagnosis|conclusion|result|opinion",diagnosis,hard,VOCAB
........... are kindly requested to observe the no-smoking policy in this restaurant.,"Eaters|Diners|Consumers|Punters",Diners,hard,VOCAB
The fact that no music at all came from the speakers suggested a problem with the ........... .,"magnifier|augmenter|amplifier|enforcer",amplifier,hard,VOCAB
Monsoon Wedding was described as a cinematic jewel when it hit the ........... screen.,"silver|gold|ruby|diamond",silver,hard,VOCAB
George had a(n) ........... and enduring affection for the garrulous old man.,"unabashed|crude|forward|shameless",unabashed,hard,VOCAB
Barker was already a(n) ........... writer by the time his third novel was published in 1989.,"achieved|realised|accomplished|completed",accomplished,hard,VOCAB
Ford's career truly began after he was awarded an Oscar for best ........... actor.,"supporting|sustaining|substitute|subsequent",supporting,hard,VOCAB
James could no longer bear the ........... surroundings of the decrepit old house.,"oppressive|pressing|domineering|overbearing",oppressive,hard,VOCAB
Critics agree that Trevor Richmond gave a particularly ........... performance as King Lear.,"holding|arresting|apprehensive|detaining",arresting,hard,VOCAB
"Toby loathed popular music, a ........... orchestra being far more to his taste.","hall|chamber|room|foyer",chamber,hard,VOCAB
"When the curtain fell, the leading lady rushed to the ........... room in floods of tears.","preparing|retiring|costume|dressing",dressing,hard,VOCAB
She found the novel absolutely ........... and impossible to put down.,"riveting|pinning|enfastening|nailing",riveting,hard,VOCAB
The young director was thrilled to discover that his play had attracted a ........... audience.,"sized|sizeable|sizing|resized",sizeable,hard,VOCAB
The opera ........... took 2 years to build and is one of the most beautiful buildings in this city.,"court|mansion|home|house",house,hard,VOCAB
The sound ........... had toured with the band on numerous occasions in the past.,"assistant|mechanic|engineer|artist",engineer,hard,VOCAB
"""This thriller is in a class of its own. A well-crafted and ........... first novel.""","grasping|grabbing|gripping|gruelling",gripping,hard,VOCAB
Her love of the Orient inspired this most recent anthology of ........... poems and short stories.,"evocative|provocative|suggestive|stimulating",evocative,hard,VOCAB
The ........... statue seemed incongruous among the rough surfaces of the modern exhibits.,"charcoal|marble|limestone|rock",marble,hard,VOCAB
Every room in the hotel was characterized by shabby furniture and ........... lighting.,"morose|negative|sullen|glum",glum,hard,VOCAB
The ........... audience included individuals who were well versed in Greek tragedy.,"requesting|trying|challenged|demanding",demanding,hard,VOCAB
It was the young artist's intention to convert the attic into an art ........... .,"room|flat|studio|lab",studio,hard,VOCAB
All efforts to calm the situation down only ........... the situation.,"exacerbated|exaggerated|exasperated|extrapolated",exacerbated,hard,VOCAB
Most people who win a lot of money usually ........... it on unnecessary things.,"consume|give|squander|throw",squander,hard,VOCAB
"Working in a noisy environment for a prolonged period of time may, in some cases, ........... one's hearing.","dilute|impair|dwindle|diminish",impair,hard,VOCAB
The football ........... nearly lost his voice from shouting so loudly.,"speaker|descriptor|analyst|commentator",commentator,hard,VOCAB
The ........... for this year's local athletics championship is a well-known sportswear manufacturer.,"sponsor|backer|supporter|promoter",sponsor,hard,VOCAB
The football ........... was badly waterlogged and the match was postponed.,"stadium|court|arena|pitch",pitch,hard,VOCAB
There are plans to build an ice ........... in our town.,"ring|pool|rink|floor",rink,hard,VOCAB
He holds the 1500m record for ........... athletics.,"interior|covered|inside|indoor",indoor,hard,VOCAB
Over a million ........... are expected to watch the FA Cup final on TV this coming Saturday.,"viewers|spectators|fans|supporters",viewers,hard,VOCAB
Capriati has won all three major ........... this year.,"tournaments|leagues|groups|pools",tournaments,hard,VOCAB
A talent ........... for Leeds discovered him when he was only 16.,"watcher|researcher|scout|spy",scout,hard,VOCAB
The player was ........... for the remainder of the season.,"expelled|suspended|excluded|omitted",suspended,hard,VOCAB
"Liverpool beat local ........... , Everton, by two goals to one last Saturday.","rivals|opponents|enemies|foes",rivals,hard,VOCAB
Brian is competing in the 110m ........... in the school's sports tournament.,"obstacles|obstructions|barriers|hurdles",hurdles,hard,VOCAB
The current title ........... is under threat of being stripped of it.,"keeper|owner|holder|possessor",holder,hard,VOCAB
Last week's ........... was a blow to their chances of reaching the finals.,"losing|miss|defeat|reverse",defeat,hard,VOCAB
"Having beaten all six challengers, he is now the ........... champion of the world.","undisputed|unchallenged|unquestioned|unaccosted",undisputed,hard,VOCAB
"Three of their players were out injured, but there's still no excuse for such a ........... performance.","walking|strolling|pedestrian|striding",pedestrian,hard,VOCAB
"In basketball, Sheffield ........... defeated London 86 - 85.","tightly|narrowly|finely|thinly",narrowly,hard,VOCAB
"Not only did they not win the trophy, but they were knocked out in the ........... round.","qualifying|introductory|initial|pre-seasonal",qualifying,hard,VOCAB
........... police were called to the scene when violent protesters posed a threat to the public.,"Trouble|Riot|Crowd|Mutiny",Riot,hard,VOCAB
The protesters were ordered to ........... and calm was restored to the area.,"dissolve|scatter|disperse|dislocate",disperse,hard,VOCAB
The Chief of Police was criticized for contributing to the social ........... of a minority group.,"expulsion|extraction|exclusion|suspension",exclusion,hard,VOCAB
Factory workers have threatened ........... action if their demands are not met in the next two days.,"industrial|working|manufacturing|business",industrial,hard,VOCAB
There has been a sharp increase in the number of people claiming job-seeker's ........... .,"payment|allowance|wage|compensation",allowance,hard,VOCAB
Rescuers cast a ........... to the drowning man and hauled him out of the sea.,"lifeguard|lifeboat|lifeline|lifesaver",lifeline,hard,VOCAB
"A new programme will run ........... the existing campaign, according to councillor Black.","sideways|beside|alongside|next",alongside,hard,VOCAB
Some employers impose a(n) ........... working regime on under-aged employees.,"abusive|exploitative|manipulative|oppressive",exploitative,hard,VOCAB
"In terms of loss of human life, the cost of a third world war is ........... .","absurd|bizarre|uncanny|unthinkable",unthinkable,hard,VOCAB
Dr. Chen advised me to use this remedy in ........... as it is extremely potent.,"restraint|moderation|control|regulation",moderation,hard,VOCAB
The ........... sentenced the shoplifter to three months' community service.,"barrister|solicitor|lawyer|magistrate",magistrate,hard,VOCAB
The Prime Minister called for a ........... meeting to discuss the serious issue.,"cabinet|council|board|committee",cabinet,hard,VOCAB
Disagreements among party members have led to a major political ........... .,"tussle|wrangle|scrap|squabble",wrangle,hard,VOCAB
Angry MPs have accused Atkinson of sitting back and twiddling his ........... .,"hands|fingers|thumbs|arms",thumbs,hard,VOCAB
Fewer supporters attended the political ........... than had been expected.,"gathering|assembly|rally|convention",rally,hard,VOCAB
........... between the two back-benchers increased in the heat of the debate.,"Hostility|Contrast|Variance|Warfare",Hostility,hard,VOCAB
Attempts were made to ease political ........... between the neighbouring countries.,"apprehension|nervousness|anxiety|tension",tension,hard,VOCAB
I was ........... when I heard that the MP for Burnham had been arrested for fraud.,"leveled|floored|hurled|heaved",floored,hard,VOCAB
"Despite his apparent commitment to the policy, Burns clearly had a hidden ........... .","program|plan|agenda|memo",agenda,hard,VOCAB
Trent's theory rested on such a dubious scientific ........... that most rejected it outright.,"footing|grip|balance|traction",footing,hard,VOCAB
Louise was assigned a(n) ........... officer following her release from prison.,"invigilation|inspection|probation|surveillance",probation,hard,VOCAB
There was no ........... to buy the product after the offer of free items with each purchase was withdrawn.,"motive|incentive|attraction|spur",incentive,hard,VOCAB
"Ian resigned from the company, certain that he could make more money as a(n) ........... worker.","external|freelance|open|casual",freelance,hard,VOCAB
"Once we were equipped with the latest technology, ........... rose rapidly.","productivity|effectiveness|efficacy|usefulness",productivity,hard,VOCAB
"Having sacked three employees, the boss was obliged to provide each with ........... pay.","retirement|unemployment|dismissal|severance",severance,hard,VOCAB
Their decision on whether I get the job or not will be based mostly on my academic ........... .,"reputation|credits|credentials|standing",credentials,hard,VOCAB
The post comes with an attractive ........... package.,"compensation|profit|remuneration|salary",remuneration,hard,VOCAB
Feelings among the staff in the typing ........... were running high following the wage cuts.,"pool|hall|well|lounge",pool,hard,VOCAB
"A vast ........... contained the bulk of the company's stock, much of which was now out of date.","stockroom|warehouse|attic|loft",warehouse,hard,VOCAB
"McLean certainly worked for the government, but he never referred to himself as a ........... servant.","civic|common|community|civil",civil,hard,VOCAB
"You must ........... work, otherwise you'll end up with an unmanageable backlog of tasks.","portion|delegate|entrust|assign",delegate,hard,VOCAB
The annual general meeting was scheduled to take place in the ........... room the following day.,"discussion|symposium|conference|forum",conference,hard,VOCAB
Frank has been claiming unemployment ........... for over ten months.,"allowance|payment|subsidy|benefit",benefit,hard,VOCAB
"For years, Stella had been unaware that she was entitled to a ........... pension.","state|national|communal|civil",state,hard,VOCAB
"When the stress of working in the stockmarket proved too much, he started considering a less ........... but more easy-going career.","lucrative|prosperous|wealthy|well-off",lucrative,hard,VOCAB
"Theresa handed in her ........... this morning, and it'll be hard to find someone to replace her.","warning|notice|notification|forewarning",notice,hard,VOCAB
"My ..........., Mr. Duke, will arrive at 2pm to discuss his court case tomorrow.","customer|punter|purchaser|client",client,hard,VOCAB
Brian enjoyed working for the business and got a reasonable ........... for every car he sold.,"proportion|commission|charge|compensation",commission,hard,VOCAB
"Michael holds quite an important post in the company, and is a member of the ........... of directors.","club|board|group|team",board,hard,VOCAB
One of the ........... benefits of Paula's job was having access to the university's superb library.,"supporting|secondary|auxiliary|fringe",fringe,hard,VOCAB
The oil tanker spilled out tons of ........... oil after the collision.,"crude|rude|rough|coarse",crude,hard,VOCAB
"The local people lived at ........... level, growing their own food.","survival|continuation|living|subsistence",subsistence,hard,VOCAB
The greenhouse ........... has changed the global climate for the worse.,"result|effect|impact|influence",effect,hard,VOCAB
Carbon dioxide ........... are mainly responsible for the depletion of ozone in the atmosphere.,"remissions|broadcasts|emissions|exhalations",emissions,hard,VOCAB
The ozone ........... protects the planet from harmful solar radiation.,"belt|layer|stretch|zone",layer,hard,VOCAB
We must learn to utilise ........... energy sources if we are to save the planet.,"renewable|restorable|mendable|replenishable",renewable,hard,VOCAB
Oil ........... claim the lives of thousands of sea birds and devastate the coastline.,"overflows|spills|drips|losses",spills,hard,VOCAB
Wildlife ........... organisations are constantly lobbying for an end to the exploitation of the rainforests.,"upkeep|maintenance|survival|conservation",conservation,hard,VOCAB
The recent ........... in Africa led to widespread loss of life.,"starvation|malnutrition|famine|hunger",famine,hard,VOCAB
No wonder she's only 50 kilos. She eats like a(n) ........... .,"worm|bird|insect|cat",bird,hard,VOCAB
My heart was ........... as I skimmed the examination results table looking for my name.,"pounding|skipping|bursting|shivering",pounding,hard,VOCAB
I'm determined to catch the culprit using any means within my ........... .,"hold|availability|grasp|scope",grasp,hard,VOCAB
The new warehouses outside the town really are a(n) ........... .,"headache|eyesore|dizziness|blemish",eyesore,hard,VOCAB
"When Eric's mother could no longer stand his ........... , she bought him the toy car.","crowing|squirreling|wolfing|badgering",badgering,hard,VOCAB
The burning of ........... fuels cannot be allowed to continue unchecked.,"remnant|fossil|vestige|burnt",fossil,hard,VOCAB
........... is the chemical product of car exhaust gases interacting with sunlight.,"Smog|Gas|Fume|Cloud",Smog,hard,VOCAB
"........... foods may cost more but they are much tastier, in my opinion.","Refined|Pure|Organic|Fertilized",Organic,hard,VOCAB
The rapid ........... of the earth's resources is a major cause for concern.,"completion|finishing|extinction|depletion",depletion,hard,VOCAB
"........... rain causes slow but considerable damage to forests, lakes and rivers.","Noxious|Acid|Poisonous|Lethal",Acid,hard,VOCAB
"After the fire, the government pledged to implement a programme of ........... all over the devastated national park.","reforestation|replenishment|rebuilding|reconstruction",reforestation,hard,VOCAB
"As she told me the story, tears ........... up in her eyes.","raised|mounted|welled|filled",welled,hard,VOCAB
The news of the attack left us completely ........... .,"stunned|stirred|moved|upset",stunned,hard,VOCAB
His mother ........... into a rage when she heard what he'd done.,"rushed|soared|flew|fell",flew,hard,VOCAB
His educational theories are hotly ........... .,"contested|perceived|received|disapproved",contested,hard,VOCAB
The new teacher soon ........... to grips with the discipline problem in class.,"went|set|put|came",came,hard,VOCAB
"Fiona didn't lie, but she did give rather a ........... picture of the situation.","defaced|disfigured|disguised|distorted",distorted,hard,VOCAB
It's a ........... conclusion that Sally will get into university.,"guaranteed|foregone|foolproof|granted",foregone,hard,VOCAB
"The speech was proving rather ........... , and the audience were yawning.","strenuous|tedious|loquacious|arduous",tedious,hard,VOCAB
"Thanks to generous support from parents, the threat of the college being closed down has now ........... .","retreated|revised|retired|receded",receded,hard,VOCAB
A full-sized tripod is far too ……… to carry around. I find this pocket-sized one is much handier.,"overweight|inept|unwieldy|outsize",unwieldy,hard,VOCAB
Many diseases that used to be considered ……… of mankind are now easily treatable with antibiotics.,"scourges|tortures|blights|thorns",scourges,hard,VOCAB
"She knows she needs exercise, but finds going to the gym a ……… .","job|toil|work|chore",chore,hard,VOCAB
"The special effects were quite good, but that's more than could be ……… for the acting.","mentioned|spoken|said|told",said,hard,VOCAB
There has been a great deal of ……… surrounding the closure of the hospital.,"discrepancy|combat|disparity|controversy",controversy,hard,VOCAB
There are a ……… of reasons why a patient might decide not to consult a doctor.,"crowd|multitude|deluge|horde",multitude,hard,VOCAB
There are some safety ……… in connection with the new building that still need to be addressed.,"worries|cares|troubles|concerns",concerns,hard,VOCAB
"If you don't eat enough fruit and vegetables, you may suffer from a vitamin ……… .","shortage|insufficiency|deficiency|defect",deficiency,hard,VOCAB
He always suffers from stage ……… before every performance.,"fright|fear|anxiety|panic",fright,hard,VOCAB
"After the earthquake, the entrance hall was turned into a ……… casualty ward.","mainstay|makeshift|piecework|wayside",makeshift,hard,VOCAB
Our local team seems to have ……… its focus. We've been beaten three times in a row.,"missed|removed|lost|misplaced",lost,hard,VOCAB
He's prejudiced against foreigners and strongly ……… a law against immigration.,"argues|advocates|counsels|commands",advocates,hard,VOCAB
Blokeston Athletic are on the ……… of being relegated to the Fourth Division.,"edge|verge|rim|ledge",verge,hard,VOCAB
