sentence,options,answer,difficulty,question_type
burglar,MATCHING_PAIR,someone who enters a building illegally in order to steal things,medium,MATCHING
thief,MATCHING_PAIR,someone who steals something,medium,MATCHING
vandal,MATCHING_PAIR,"someone who deliberately damages or destroys things, especially public property",medium,MATCHING
hooligan,MATCHING_PAIR,someone who is noisy or violent in public places,medium,MATCHING
sentence,MATCHING_PAIR,"if a judge sentences someone, they officially say what that person's punishment will be",medium,MATCHING
imprison,MATCHING_PAIR,"to put someone in a prison, or to keep them in a place that they cannot escape from",medium,MATCHING
innocent,MATCHING_PAIR,not guilty of a crime or anything bad,medium,MATCHING
guilty,MATCHING_PAIR,someone who is guilty has committed a crime or has done something wrong,medium,MATCHING
witness,MATCHING_PAIR,"someone who sees a crime, accident or other event happen",medium,MATCHING
bystander,MATCHING_PAIR,"someone who sees an event happen, but who is not directly involved in it",medium,MATCHING
lawyer,MATCHING_PAIR,someone whose profession is to provide people with legal advice and services,medium,MATCHING
solicitor,MATCHING_PAIR,"in the UK, a lawyer who gives legal advice, writes legal contracts, and represents people in the lower courts of law",medium,MATCHING
prescription,MATCHING_PAIR,a piece of paper that a doctor gives you that says what type of medicine you need,medium,MATCHING
recipe,MATCHING_PAIR,a set of instructions for cooking or preparing a particular food,medium,MATCHING
operation,MATCHING_PAIR,the process of cutting into someone's body for medical reasons,medium,MATCHING
surgery,MATCHING_PAIR,medical treatment in which a doctor cuts open someone's body,medium,MATCHING
sore,MATCHING_PAIR,"painful and uncomfortable, usually as a result of an injury, infection or too much exercise",medium,MATCHING
pain,MATCHING_PAIR,a bad feeling in part of your body when you are hurt or become ill,medium,MATCHING
illness,MATCHING_PAIR,"a particular disease, or a period of being ill",medium,MATCHING
disease,MATCHING_PAIR,"an illness that affects people, animals or plants",medium,MATCHING
injured,MATCHING_PAIR,hurt in an accident or attack,medium,MATCHING
damaged,MATCHING_PAIR,harmed physically,medium,MATCHING
thin,MATCHING_PAIR,someone who is thin has very little fat on their body,medium,MATCHING
slim,MATCHING_PAIR,thin in an attractive way,medium,MATCHING
remedy,MATCHING_PAIR,a cure for pain or for a minor illness,medium,MATCHING
therapy,MATCHING_PAIR,a form of treatment for an illness or medical condition,medium,MATCHING
fit,MATCHING_PAIR,"healthy, strong and able to do physical exercise",medium,MATCHING
examine,MATCHING_PAIR,to look at something or someone carefully,medium,MATCHING
pollution,MATCHING_PAIR,"chemicals and other substances that have a harmful effect on air, water or land",medium,MATCHING
plaster,MATCHING_PAIR,a thin piece of cloth or plastic that sticks to your skin to cover a cut,medium,MATCHING
bandage,MATCHING_PAIR,a long thin piece of cloth that you wrap around an injured part of your body,medium,MATCHING
ward,MATCHING_PAIR,a large room in a hospital with beds for people to stay in,medium,MATCHING
clinic,MATCHING_PAIR,a place where people go to receive a particular type of medical treatment or advice,medium,MATCHING
dose,MATCHING_PAIR,a particular amount of a drug or medicine that has been measured so that you can take it,medium,MATCHING
fever,MATCHING_PAIR,a medical condition in which the temperature of your body is very high,medium,MATCHING
rash,MATCHING_PAIR,an area of small red spots on your skin that is caused by an illness or a reaction to something,medium,MATCHING
grate,MATCHING_PAIR,to rub food against a grater in order to cut it into small pieces,medium,MATCHING
bake,MATCHING_PAIR,to cook food such as bread and cakes in an oven,medium,MATCHING
grill (v),MATCHING_PAIR,to cook something by putting it close to great heat above or below it,medium,MATCHING
fry,MATCHING_PAIR,"to cook food in hot oil or fat, or to be cooked in this way",medium,MATCHING
roast,MATCHING_PAIR,to cook meat or vegetables in an oven,medium,MATCHING
boil,MATCHING_PAIR,"to cook something in boiling water, or to be cooked in this way",medium,MATCHING
cook (n),MATCHING_PAIR,"someone who cooks food, either as their job or for pleasure",medium,MATCHING
cooker,MATCHING_PAIR,a large piece of kitchen equipment that you use for cooking food,medium,MATCHING
chef,MATCHING_PAIR,someone whose job is to cook food in a restaurant,medium,MATCHING
oven,MATCHING_PAIR,a large piece of equipment in a kitchen that you cook food in,medium,MATCHING
grill (n),MATCHING_PAIR,the part of a cooker where food is cooked under great heat,medium,MATCHING
hob,MATCHING_PAIR,the top part of a cooker that you put pans on,medium,MATCHING
kitchen,MATCHING_PAIR,"a room where you prepare and cook food, and wash dishes",medium,MATCHING
cuisine,MATCHING_PAIR,a particular style of cooking,medium,MATCHING
lunch,MATCHING_PAIR,a meal that you eat in the middle of the day,medium,MATCHING
dinner,MATCHING_PAIR,"the main meal of the day, usually eaten in the evening",medium,MATCHING
plate,MATCHING_PAIR,a flat round dish that you put food on,medium,MATCHING
bowl,MATCHING_PAIR,"a round container that you use for eating, serving or preparing food",medium,MATCHING
saucer,MATCHING_PAIR,a small round flat dish that you put a cup on,medium,MATCHING
dish,MATCHING_PAIR,food that has been prepared and cooked in a particular way,medium,MATCHING
vegetable,MATCHING_PAIR,"a part of a plant used as food, for example a potato, bean or cabbage",medium,MATCHING
vegetarian,MATCHING_PAIR,someone who chooses not to eat meat or fish,medium,MATCHING
vegan,MATCHING_PAIR,"someone who chooses not to eat anything made from animals or fish, including eggs, milk and cheese",medium,MATCHING
fast food,MATCHING_PAIR,"food that is made and served very quickly, and that you can take away with you",medium,MATCHING
takeaway,MATCHING_PAIR,a meal that you buy in a restaurant and take home to eat,medium,MATCHING
kettle,MATCHING_PAIR,a container that is used for boiling water,medium,MATCHING
teapot,MATCHING_PAIR,a container with a handle and a spout that you use for making and pouring tea,medium,MATCHING
freezer,MATCHING_PAIR,a large piece of electrical equipment that is used for freezing food,medium,MATCHING
fridge,MATCHING_PAIR,a piece of equipment that is used for storing food at low temperatures,medium,MATCHING
frozen,MATCHING_PAIR,preserved by being made extremely cold and stored at a very low temperature,medium,MATCHING
mix,MATCHING_PAIR,to combine two or more substances so that they become a single substance,medium,MATCHING
whisk,MATCHING_PAIR,to mix something such as eggs or cream using a whisk or a fork,medium,MATCHING
soft drink,MATCHING_PAIR,a cold drink that does not contain any alcohol,medium,MATCHING
fizzy drink,MATCHING_PAIR,a sweet drink without alcohol that has bubbles,medium,MATCHING
menu,MATCHING_PAIR,a list of the food that is available in a restaurant,medium,MATCHING
read,MATCHING_PAIR,"to look at and understand words in a letter, book, newspaper, etc",medium,MATCHING
study,MATCHING_PAIR,to do work such as reading and homework,medium,MATCHING
test,MATCHING_PAIR,a set of written or spoken questions that is used for finding out how much someone knows about a subject,medium,MATCHING
exam,MATCHING_PAIR,"an important test of your knowledge, especially one that you take at school or university",medium,MATCHING
primary,MATCHING_PAIR,relating to the education of children between the ages of about five and eleven,medium,MATCHING
secondary,MATCHING_PAIR,relating to the education of children between the ages of 11 and 16 or 18,medium,MATCHING
high school,MATCHING_PAIR,"in the UK, a school for children between 11-18; in the US, between 14-18",medium,MATCHING
classmate,MATCHING_PAIR,someone who is in your class at school,medium,MATCHING
prefect,MATCHING_PAIR,"in some schools in the UK, an older student who controls activities of younger students and helps them obey rules",medium,MATCHING
pupil,MATCHING_PAIR,someone who goes to school or who has lessons in a particular subject,medium,MATCHING
student,MATCHING_PAIR,"someone who goes to a university, college or school",medium,MATCHING
qualifications,MATCHING_PAIR,something such as a degree or a diploma that you get when you successfully finish a course of study,medium,MATCHING
qualities,MATCHING_PAIR,positive features of a person's character,medium,MATCHING
count,MATCHING_PAIR,to calculate how many people or things there are in a group,medium,MATCHING
measure,MATCHING_PAIR,"to find the exact size, amount, speed or rate of something",medium,MATCHING
certificate,MATCHING_PAIR,an official document that proves that you have passed an examination or have successfully completed a course,medium,MATCHING
results,MATCHING_PAIR,the mark that a student gets in an examination,medium,MATCHING
speak,MATCHING_PAIR,to be able to talk in a particular language,medium,MATCHING
talk,MATCHING_PAIR,"to speak, or to have a conversation",medium,MATCHING
lesson,MATCHING_PAIR,a period of time in which students are taught about a subject in school,medium,MATCHING
task,MATCHING_PAIR,"something that you have to do, often something that is difficult or unpleasant",medium,MATCHING
effort,MATCHING_PAIR,physical or mental energy needed to do something,medium,MATCHING
know,MATCHING_PAIR,to be familiar with someone or something,medium,MATCHING
teach,MATCHING_PAIR,"to help students to learn something in a school, college or university by giving lessons",medium,MATCHING
learn,MATCHING_PAIR,"to gain knowledge or experience of something, for example by being taught",medium,MATCHING
urban,MATCHING_PAIR,relating to towns and cities,medium,MATCHING
suburb,MATCHING_PAIR,an area where people live that is outside the centre of a city,medium,MATCHING
rural,MATCHING_PAIR,"relating to the countryside, or typical of the countryside",medium,MATCHING
city,MATCHING_PAIR,a large/important town,medium,MATCHING
town,MATCHING_PAIR,"a place where people live and work, which is larger than a village but smaller than a city",medium,MATCHING
village,MATCHING_PAIR,a very small town in the countryside,medium,MATCHING
work,MATCHING_PAIR,"to have a job, or to spend time and effort doing something",medium,MATCHING
job,MATCHING_PAIR,work that you do regularly to earn money,medium,MATCHING
workshop,MATCHING_PAIR,a room or building where things are made or repaired using machines and/or tools,medium,MATCHING
employer,MATCHING_PAIR,a person or organisation that pays people to work for them,medium,MATCHING
employee,MATCHING_PAIR,someone who is paid to work for a person or organisation,medium,MATCHING
manage,MATCHING_PAIR,"to be in control of an office, shop, team, etc",medium,MATCHING
wage,MATCHING_PAIR,"an amount of money that you receive for each hour, day or week that you work",medium,MATCHING
pay (n),MATCHING_PAIR,money that you receive for doing your job,medium,MATCHING
bonus,MATCHING_PAIR,extra money that you are paid in addition to your usual salary,medium,MATCHING
perk,MATCHING_PAIR,an extra payment or benefit that you get in addition to your salary,medium,MATCHING
commute,MATCHING_PAIR,to travel regularly to and from work,medium,MATCHING
deliver,MATCHING_PAIR,to take something to a person or place,medium,MATCHING
resign,MATCHING_PAIR,to state formally that you are leaving your job,medium,MATCHING
fire,MATCHING_PAIR,"to make someone leave their job, sometimes as a punishment",medium,MATCHING
sack,MATCHING_PAIR,to force someone to leave their job,medium,MATCHING
make redundant,MATCHING_PAIR,"if someone is made redundant, they have to leave their job because there is no more work for them",medium,MATCHING
overtime,MATCHING_PAIR,extra time that you work after your usual working hours,medium,MATCHING
promotion,MATCHING_PAIR,a move to a higher level in a company,medium,MATCHING
firm,MATCHING_PAIR,"a business, especially one involving a few people",medium,MATCHING
business,MATCHING_PAIR,an organisation that buys or sells products or services,medium,MATCHING
union,MATCHING_PAIR,an organisation that represents the interests of workers,medium,MATCHING
scenery,MATCHING_PAIR,the furniture and painted background on a theatre stage,medium,MATCHING
stage,MATCHING_PAIR,the part of a theatre where the actors or musicians perform,medium,MATCHING
band,MATCHING_PAIR,a group of musicians who play popular music,medium,MATCHING
orchestra,MATCHING_PAIR,a large group of musicians who use many different instruments in order to play mostly classical music,medium,MATCHING
review,MATCHING_PAIR,"an article in which someone gives their opinion of a play, book, exhibition, etc",medium,MATCHING
criticism,MATCHING_PAIR,a comment or comments that show that you think something is wrong or bad,medium,MATCHING
novel,MATCHING_PAIR,a long written story about imaginary characters and events,medium,MATCHING
fiction,MATCHING_PAIR,books and stories about imaginary events and people,medium,MATCHING
comic,MATCHING_PAIR,a magazine that contains stories told in a series of drawings,medium,MATCHING
cartoon,MATCHING_PAIR,a film or TV programme made by photographing a series of drawings so that things in them seem to move; a humorous drawing or series of drawings in a newspaper or magazine,medium,MATCHING
comedian,MATCHING_PAIR,someone whose job is to entertain people by making them laugh,medium,MATCHING
watch,MATCHING_PAIR,to look at someone or something for a period of time,medium,MATCHING
see,MATCHING_PAIR,to watch something such as a film or television programme,medium,MATCHING
look,MATCHING_PAIR,to direct your eyes towards someone or something so that you can see them,medium,MATCHING
listen,MATCHING_PAIR,"to pay attention to a sound, or to try to hear a sound",medium,MATCHING
hear,MATCHING_PAIR,to realise that someone or something is making a sound,medium,MATCHING
wear,MATCHING_PAIR,"to have something on your body as clothing, decoration or protection",medium,MATCHING
costume,MATCHING_PAIR,clothes that the actors wear in a play or film,medium,MATCHING
suit (n),MATCHING_PAIR,"a set of clothes made from the same cloth, usually a jacket with trousers or a skirt",medium,MATCHING
dye,MATCHING_PAIR,to change the colour of something such as cloth or hair using dye,medium,MATCHING
paint,MATCHING_PAIR,to put paint onto something in order to change its colour,medium,MATCHING
suit (v),MATCHING_PAIR,"if a style or something you wear suits you, it makes you look good",medium,MATCHING
cloth,MATCHING_PAIR,material used for making things such as clothes and curtains,medium,MATCHING
clothing,MATCHING_PAIR,clothes,medium,MATCHING
blouse,MATCHING_PAIR,a shirt for women,medium,MATCHING
top,MATCHING_PAIR,a piece of clothing that covers the upper part of your body,medium,MATCHING
manufacture,MATCHING_PAIR,to make goods in large quantities in a factory,medium,MATCHING
current,MATCHING_PAIR,happening or existing now,medium,MATCHING
appearance,MATCHING_PAIR,the way that someone or something looks,medium,MATCHING
produce,MATCHING_PAIR,to make or grow something,medium,MATCHING
glimpse,MATCHING_PAIR,to see someone or something for a moment or not completely,medium,MATCHING
glance,MATCHING_PAIR,to look somewhere quickly and then look away,medium,MATCHING
average,MATCHING_PAIR,the typical amount or level,medium,MATCHING
everyday,MATCHING_PAIR,very common or completely normal,medium,MATCHING
gain,MATCHING_PAIR,"to get more of something, usually as a result of a gradual process",medium,MATCHING
raise,MATCHING_PAIR,an increase in the amount that you are paid for work,medium,MATCHING
rise,MATCHING_PAIR,"an increase in size, amount, quality or strength",medium,MATCHING
wage(s),MATCHING_PAIR,a regular amount of money that you earn for working,medium,MATCHING
pay,MATCHING_PAIR,money that you receive for doing your job,medium,MATCHING
My uncle's invited me,MATCHING_PAIR,to go fishing with him next weekend.,medium,MATCHING
I've been thinking,MATCHING_PAIR,of taking up golf.,medium,MATCHING
Dave's competing,MATCHING_PAIR,in the school tennis tournament.,medium,MATCHING
I just had my turn so it's,MATCHING_PAIR,your go now.,medium,MATCHING
We took it in,MATCHING_PAIR,turns to use the skateboard.,medium,MATCHING
I regret not,MATCHING_PAIR,learning to swim when I had the chance.,medium,MATCHING
We always listen,MATCHING_PAIR,to what our coach tells us.,medium,MATCHING
brush up (on),MATCHING_PAIR,practise and improve your skills or knowledge of something,hard,MATCHING
figure out,MATCHING_PAIR,be able to understand something or solve a problem; understand what someone is like and why they behave in the way they do,hard,MATCHING
hit upon,MATCHING_PAIR,suddenly have an idea; discover something by chance,hard,MATCHING
mull over,MATCHING_PAIR,think carefully about something over a period of time,hard,MATCHING
piece together,MATCHING_PAIR,learn the truth about something by considering all the separate bits of information you have,hard,MATCHING
puzzle out,MATCHING_PAIR,solve a confusing or complicated problem by thinking carefully about it,hard,MATCHING
read up (on/about),MATCHING_PAIR,get information on a particular subject by reading a lot about it,hard,MATCHING
swot up (on),MATCHING_PAIR,"study something very hard, especially for an examination",hard,MATCHING
think through,MATCHING_PAIR,consider the facts about something in an organised and thorough way,hard,MATCHING
think up,MATCHING_PAIR,"invent or imagine something, especially an excuse",hard,MATCHING
go to your head,MATCHING_PAIR,"if success goes to your head, it makes you think that you are better or more important than you really are",hard,MATCHING
have your wits about you,MATCHING_PAIR,be able to think quickly and make sensible decisions,hard,MATCHING
in the dark (about),MATCHING_PAIR,"not knowing very much about something, because other people are keeping it secret from you",hard,MATCHING
know what’s what,MATCHING_PAIR,know the important facts about a situation,hard,MATCHING
not have a leg to stand on,MATCHING_PAIR,not have any way of proving that you are right about something,hard,MATCHING
not see the wood for the trees,MATCHING_PAIR,used for saying that someone cannot understand what is important in a situation because they are thinking too much about small details,hard,MATCHING
put two and two together,MATCHING_PAIR,guess what is happening or what something means based on what you have seen or heard,hard,MATCHING
quick/slow on the uptake,MATCHING_PAIR,taking a very short/long time to understand or realise something,hard,MATCHING
ring a bell,MATCHING_PAIR,"something that rings a bell sounds familiar to you, although you cannot remember the exact details",hard,MATCHING
round the bend,MATCHING_PAIR,crazy,hard,MATCHING
split hairs,MATCHING_PAIR,argue or worry about very small details or differences that are not important,hard,MATCHING
take stock (of),MATCHING_PAIR,spend some time thinking about the situation you are in before you decide what to do next,hard,MATCHING
I'm going to have to mull this,MATCHING_PAIR,over for a while before I make a final decision.,hard,MATCHING
Detectives are still trying to piece,MATCHING_PAIR,together exactly what happened that evening.,hard,MATCHING
It took him a very long time to take,MATCHING_PAIR,in the fact that he'd never see her again.,hard,MATCHING
Tell us how you hit,MATCHING_PAIR,upon such a great idea for a website.,hard,MATCHING
It took us ages to figure,MATCHING_PAIR,out how to get everyone to the sports centre without Phil knowing.,hard,MATCHING
I've just thought,MATCHING_PAIR,up a brilliant excuse to tell Rachel.,hard,MATCHING
I'm not sure we've thought,MATCHING_PAIR,this through properly yet.,hard,MATCHING
back up,MATCHING_PAIR,make a copy of information on your computer; give support to someone by telling other people that you agree with them backup (n),hard,MATCHING
change around,MATCHING_PAIR,move things so that they are in different places or positions,hard,MATCHING
change into,MATCHING_PAIR,"stop being in one state, condition or form and start being in another, or make something do this; take off the clothes or a piece of clothing you are wearing and put on different ones",hard,MATCHING
change out of,MATCHING_PAIR,take off the clothes or a piece of clothing you are wearing and put on different ones,hard,MATCHING
fade away,MATCHING_PAIR,disappear slowly,hard,MATCHING
key in,MATCHING_PAIR,put information into a computer or other electronic machine using keys or a keyboard,hard,MATCHING
make into,MATCHING_PAIR,change someone or something so that they become something else,hard,MATCHING
mix up,MATCHING_PAIR,put things together without any order; think that one person or thing is another person or thing mix-up (n),hard,MATCHING
switch on/off,MATCHING_PAIR,start/stop a machine/light/etc working,hard,MATCHING
take apart,MATCHING_PAIR,separate an object into pieces,hard,MATCHING
test out,MATCHING_PAIR,try using something such as a machine or product to find out whether it works correctly or is satisfactory,hard,MATCHING
use up,MATCHING_PAIR,use all of a supply of something,hard,MATCHING
a leopard can’t change its spots,MATCHING_PAIR,used for saying that someone will never change their behaviour or character,hard,MATCHING
all mod cons,MATCHING_PAIR,"all modern conveniences, the machines and pieces of equipment in your house that make life easy and comfortable",hard,MATCHING
break the mould,MATCHING_PAIR,change a situation by doing something that is very different from what most people usually do or have done in the past,hard,MATCHING
change your tune,MATCHING_PAIR,change your opinion or attitude,hard,MATCHING
have a change of heart,MATCHING_PAIR,change your opinion about something or decide not to do something you were planning to do,hard,MATCHING
know sth inside out,MATCHING_PAIR,be very familiar with,hard,MATCHING
reinvent the wheel,MATCHING_PAIR,waste time and effort trying to do something that someone else has already done well,hard,MATCHING
stick to your guns,MATCHING_PAIR,refuse to change what you are saying or doing despite the opposition or criticism of other people,hard,MATCHING
the tools of the trade,MATCHING_PAIR,the skills and equipment that you need in order to do your job,hard,MATCHING
turn over a new leaf,MATCHING_PAIR,change your life by starting to be a better person or stopping a bad habit,hard,MATCHING
crop up,MATCHING_PAIR,appear or happen suddenly or unexpectedly,hard,MATCHING
dive in,MATCHING_PAIR,start doing something in a very enthusiastic way,hard,MATCHING
end up,MATCHING_PAIR,be in a particular place or state after doing something or because of doing it,hard,MATCHING
kick off (with),MATCHING_PAIR,begin (with),hard,MATCHING
knock off,MATCHING_PAIR,stop working,hard,MATCHING
knuckle down,MATCHING_PAIR,"start working hard, especially when you should have done this earlier",hard,MATCHING
lay off,MATCHING_PAIR,"end someone's employment, especially temporarily, because there is not enough work for them; stop doing or using something, especially for a short period of time",hard,MATCHING
lie ahead,MATCHING_PAIR,"if something lies ahead, it is going to happen to you in the future",hard,MATCHING
press ahead/on (with),MATCHING_PAIR,"continue doing something in a determined way, despite difficulties, opposition or interruptions",hard,MATCHING
snow under,MATCHING_PAIR,"if you are snowed under, you have too much of sth to deal with",hard,MATCHING
tide over,MATCHING_PAIR,"help someone to get to the end of a difficult period of time, especially by giving them money until they can get some more",hard,MATCHING
while away,MATCHING_PAIR,spend time in a relaxed way when you have nothing else to do,hard,MATCHING
wind down,MATCHING_PAIR,end or finish something gradually; gradually reduce work before stopping completely; relax after a period of excitement or worry,hard,MATCHING
a stitch in time (saves nine),MATCHING_PAIR,"used for saying that it is better to solve a problem now, rather than leave it until later when it may be more difficult to deal with",hard,MATCHING
all in good time,MATCHING_PAIR,used for telling someone to wait for something and not try to make you hurry,hard,MATCHING
at the drop of a hat,MATCHING_PAIR,immediately or in a way that shows that you have no doubts about doing something,hard,MATCHING
before your time,MATCHING_PAIR,used for saying that something happened or existed before you were born or before you lived or worked somewhere,hard,MATCHING
for good,MATCHING_PAIR,"permanently, without the possibility of change in the future",hard,MATCHING
for the time being,MATCHING_PAIR,for now,hard,MATCHING
from time to time,MATCHING_PAIR,"sometimes, but not often",hard,MATCHING
in/for donkey's years,MATCHING_PAIR,an extremely long time,hard,MATCHING
in the nick of time,MATCHING_PAIR,just in time to prevent something bad happening,hard,MATCHING
once in a blue moon,MATCHING_PAIR,very rarely,hard,MATCHING
on the spur of the moment,MATCHING_PAIR,"if you do something on the spur of the moment, you do it suddenly and do not take time to plan it or think carefully about it",hard,MATCHING
the other day,MATCHING_PAIR,recently,hard,MATCHING
cordon off,MATCHING_PAIR,stop people from entering an area by putting something such as a rope around it,hard,MATCHING
creep up on,MATCHING_PAIR,"move towards someone quietly and slowly, especially because you want to surprise them",hard,MATCHING
fall behind,MATCHING_PAIR,move more slowly than other people so that you are behind them; make less progress or be less successful than other people who are doing a similar job or activity,hard,MATCHING
go astray,MATCHING_PAIR,become lost or go to the wrong place,hard,MATCHING
head off,MATCHING_PAIR,prevent someone from going somewhere by getting in front of them; prevent something from taking place,hard,MATCHING
hold back,MATCHING_PAIR,stop someone or something from moving forwards,hard,MATCHING
move in (with),MATCHING_PAIR,start living in a different house or flat (with),hard,MATCHING
move on,MATCHING_PAIR,leave one place and travel to another; stop discussing or doing something and begin discussing or doing something different,hard,MATCHING
move out,MATCHING_PAIR,permanently leave the house or flat where you live or the place where you have your business,hard,MATCHING
move over,MATCHING_PAIR,change your position in order to make space for someone or something,hard,MATCHING
pull over,MATCHING_PAIR,stop by the side of the road in a car or other vehicle,hard,MATCHING
slip away,MATCHING_PAIR,leave secretly,hard,MATCHING
step aside,MATCHING_PAIR,move so that sb can pass you; leave a job so that sb else can take over,hard,MATCHING
stop off,MATCHING_PAIR,visit somewhere before continuing to another place,hard,MATCHING
tip up,MATCHING_PAIR,"(of an object) have one end move upwards, especially because something heavy has been put at the other end; turn a container upside down so that the things inside it come out",hard,MATCHING
walk out,MATCHING_PAIR,"leave a meeting, performance, etc before the end, usually because you are angry or bored; suddenly leave a relationship, your family, your job, etc",hard,MATCHING
a stone’s throw (away/from),MATCHING_PAIR,very close (to),hard,MATCHING
as the crow flies,MATCHING_PAIR,in a straight line (used for measuring distance),hard,MATCHING
follow your nose,MATCHING_PAIR,"go straight forward, without turning; do what you feel is right in a particular situation, although you are not certain",hard,MATCHING
in the middle of nowhere,MATCHING_PAIR,a long way from any town or city,hard,MATCHING
lose your bearings,MATCHING_PAIR,become confused about where you are and where other things are,hard,MATCHING
make a beeline for,MATCHING_PAIR,go towards someone or something in the quickest and most direct way,hard,MATCHING
off the beaten track,MATCHING_PAIR,away from populated areas or areas popular with tourists,hard,MATCHING
stop dead in your tracks,MATCHING_PAIR,"suddenly stop, for example because you are surprised",hard,MATCHING
take a short cut to,MATCHING_PAIR,follow a path that is quicker and shorter than the usual way,hard,MATCHING
take the scenic route,MATCHING_PAIR,follow a longer path than the usual one because it is more attractive,hard,MATCHING
blurt out,MATCHING_PAIR,"say something suddenly and without thinking about the effect it will have, usually because you are nervous or excited",hard,MATCHING
come out with,MATCHING_PAIR,"say something suddenly, usually something that surprises or shocks people",hard,MATCHING
dry up,MATCHING_PAIR,stop talking because you have forgotten what you were going to say,hard,MATCHING
get across,MATCHING_PAIR,make people understand something,hard,MATCHING
get (a)round,MATCHING_PAIR,"if news gets (a)round, a lot of people hear it",hard,MATCHING
get through (to),MATCHING_PAIR,be connected to a place by telephone; make someone understand what you are trying to say,hard,MATCHING
let on,MATCHING_PAIR,talk about something that is intended to be a secret,hard,MATCHING
pass on,MATCHING_PAIR,"give someone something, for example a message, that someone else has given you",hard,MATCHING
put across/over,MATCHING_PAIR,"explain an idea, belief, etc in a way that is easy to understand",hard,MATCHING
set down,MATCHING_PAIR,write something on a piece of paper so that it will not be forgotten and can be looked at later; state officially how something should be done,hard,MATCHING
shout down,MATCHING_PAIR,make it difficult to hear what someone says by shouting while they are speaking,hard,MATCHING
speak out,MATCHING_PAIR,"state your opinion firmly and publicly about something, especially in order to protest against or defend something",hard,MATCHING
talk over,MATCHING_PAIR,discuss a problem or a plan,hard,MATCHING
talk round to,MATCHING_PAIR,succeed in persuading someone to agree something; discuss something in a general way and without dealing with the most important issues,hard,MATCHING
big mouth,MATCHING_PAIR,used as a criticism of someone when they say things they should not,hard,MATCHING
come clean (about sth),MATCHING_PAIR,tell the truth about something that you have kept secret,hard,MATCHING
get/catch sb's drift,MATCHING_PAIR,understand the basic meaning,hard,MATCHING
get sth off your chest,MATCHING_PAIR,"talk to someone about something that has been worrying you, so that you feel better about it",hard,MATCHING
get the wrong end of the stick,MATCHING_PAIR,understand something completely wrongly,hard,MATCHING
give sb your word,MATCHING_PAIR,promise to do something,hard,MATCHING
(hear sth) on/through the grapevine,MATCHING_PAIR,the way in which information spreads quickly from one person to another through conversation,hard,MATCHING
keep sb posted,MATCHING_PAIR,"regularly give someone information about something they are interested in, for example how a situation is changing or developing",hard,MATCHING
keep sth under your hat,MATCHING_PAIR,keep something secret,hard,MATCHING
lay/put your cards on the table,MATCHING_PAIR,tell people exactly what you are thinking or what you are intending to do,hard,MATCHING
speak volumes,MATCHING_PAIR,"provide a lot of information, especially in an indirect way",hard,MATCHING
tell tales,MATCHING_PAIR,"tell someone in authority about bad things that someone else has done, because you want them to be punished",hard,MATCHING
"If you stay with us for three days,",MATCHING_PAIR,we'll have enough time to see a few sights.,hard,MATCHING
"If you decide not to vote in the election,",MATCHING_PAIR,you can't really complain about the government.,hard,MATCHING
"If you didn't eat your lunch so fast,",MATCHING_PAIR,"you wouldn't get hiccups, would you?",hard,MATCHING
"If there were a few more people working,",MATCHING_PAIR,we might get served a bit more quickly.,hard,MATCHING
"If you forget to take your passport,",MATCHING_PAIR,I'm pretty sure they won't let you check in.,hard,MATCHING
"If the hire car isn't there when you arrive,",MATCHING_PAIR,give us a call and we'll come to pick you up.,hard,MATCHING
"If the city continues to expand,",MATCHING_PAIR,more areas of natural beauty will be destroyed.,hard,MATCHING
"If the police didn't fine people,",MATCHING_PAIR,very few people would obey the law.,hard,MATCHING
"If you did decide to leave the company,",MATCHING_PAIR,we'd be happy to give you a good reference.,hard,MATCHING
"If MPs wish to resign,",MATCHING_PAIR,they have to go through a complicated procedure.,hard,MATCHING
chance upon,MATCHING_PAIR,find or see someone or something when you did not expect to,hard,MATCHING
cool down,MATCHING_PAIR,"become cooler, or make something cooler",hard,MATCHING
cut back (on),MATCHING_PAIR,"reduce the amount of something, especially money that you spend",hard,MATCHING
die out,MATCHING_PAIR,become weaker or less common and then disappear completely,hard,MATCHING
dig up,MATCHING_PAIR,remove something from under the ground by digging; dig holes in an area of land; find information by searching carefully,hard,MATCHING
heat up,MATCHING_PAIR,make something hot; become hot,hard,MATCHING
kill off,MATCHING_PAIR,destroy living things so that most or all of them are dead,hard,MATCHING
slip up,MATCHING_PAIR,make a careless mistake slip-up (n),hard,MATCHING
spring up,MATCHING_PAIR,appear or be produced suddenly and quickly,hard,MATCHING
store up,MATCHING_PAIR,keep a lot of something so that you can use it later; do something that will cause problems in the future,hard,MATCHING
throw out,MATCHING_PAIR,"get rid of something that you no longer want, for example by putting it in a dustbin; force someone to leave a place or group; if someone in authority throws out a plan, proposal, etc they refuse to accept it",hard,MATCHING
throw up,MATCHING_PAIR,produce something new or unexpected; cause something such as dust or water to rise into the air,hard,MATCHING
an act of God,MATCHING_PAIR,"an event such as a flood, lightning or an earthquake that is produced by natural forces, and that people have no control over",hard,MATCHING
come rain or shine,MATCHING_PAIR,used for saying that something always happens or someone always does something despite bad weather or difficult conditions,hard,MATCHING
down on your luck,MATCHING_PAIR,having a long period of difficulty finding work and earning money,hard,MATCHING
draw the short straw,MATCHING_PAIR,be chosen to do something unpleasant,hard,MATCHING
