word,definition,distractors,difficulty
penury,nghèo đói,marginal|dearth|gut,hard
peremptory,bắt buộc,thoroughfare|accessible|preamble,hard
perennial,cây lâu năm,plethora|long|fixture,hard
perfidious,bội bạc,maintenance|typhoon|to preempt,hard
perfunctory,qua loa,copious|disciple|repentance,hard
peril,nguy hiểm,alliance|productive|minimal,hard
perilous,nguy hiểm,exigent|siren|toxic,hard
perimeter,chu vi,empirical|impartial|to elicit,hard
periphery,ngoại vi,derelict|conception|schism,hard
perjurer,kẻ khai man,pit|to redeem|tranquillity,hard
perjury,khai man,adamant|tribute|ironic,hard
permanence,sự vĩnh cửu,peculiar|dimension|repute,hard
to permeate,thấm qua,combat|equilibrium|invasive,hard
permutation,hoán vị,abundance|procurement|width,hard
pernicious,nguy hiểm,to pervert|stalwart|reconnaissance,hard
perpetrator,thủ phạm,pallid|to sow|contender,hard
perpetual,vĩnh viễn,gregarious|parsimony|dedicated,hard
to perpetuate,để duy trì,set|harassment|nadir,hard
perplexity,sự bối rối,furtive|cataclysm|formulate,hard
to persecute,bức hại,morgue|eclectic|regime,hard
perseverance,sự kiên trì,profound|prosecutor|typhoon,hard
perspicacious,sáng suốt,calibre|entropy|mishap,hard
perturbed,bị nhiễu loạn,reluctance|imagery|to decry,hard
to peruse,để đọc,facilitate|slander|memento,hard
to pervade,lan tỏa,peak|pageant|gratuitous,hard
pervasive,lan rộng,minimal|devil|utensil,hard
to pervert,làm sai lệch,statute|set|laggard,hard
pessimism,chủ nghĩa bi quan,upshot|grief|hackneyed,hard
petulant,cáu kỉnh,trademark|fine|to replenish,hard
philanthropic,hoạt động từ thiện,ironic|compatriot|poignancy,hard
philanthropist,nhà từ thiện,to construe|dissolve|impracticable,hard
philistine,người tầm thường,guerrilla|thrive|electoral,hard
phlegmatic,người điềm tĩnh,quandary|tractable|tabloid,hard
phoenix,phượng hoàng,hitherto|maelstrom|hindrance,hard
piety,lòng mộ đạo,flawed|dam|seize,hard
to pillage,cướp bóc,consummation|coordinate|instruct,hard
pinnacle,đỉnh,notably|radical|hitherto,hard
pioneering,tiên phong,momentum|profligate|activist,hard
pious,ngoan đạo,to demur|altruistic|provenance,hard
pique,sự tức giận,widen|taciturn|capability,hard
piracy,cướp biển,inherent|decision|moribund,hard
pitfall,cạm bẫy,socialist|vengeance|heritage,hard
pithy,ngắn gọn,complacent|condemn|solace,hard
pittance,tiền lẻ,utterly|rehabilitation|veto,hard
to placate,để xoa dịu,to surmise|paraphernalia|overly,hard
placebo,giả dược,breach|temerity|distinction,hard
placid,điềm tĩnh,laudable|differentiate|to oust,hard
plagiarism,đạo văn,trilogy|to entail|prevail,hard
plaintiff,nguyên đơn,to pervade|leak|articulate,hard
plasticity,tính dẻo,yarn|spin|quest,hard
platitude,lời sáo rỗng,casualty|comply|propitious,hard
playwright,nhà viết kịch,kidnap|wheedling|apostle,hard
plebiscite,trưng cầu dân ý,extremist|shackle|shackle,hard
plethora,một số lượng rất lớn,divert|restraint|compulsion,hard
plight,tình cảnh,to abjure|to chastise|to relegate,hard
ploy,mưu mẹo,shambles|wickedness|frustrated,hard
podium,bục vinh danh,resolutely|authentic|devoid,hard
to plunder,cướp bóc,to disseminate|rambunctious|intensive,hard
poignancy,sự xúc động,stability|stumble|tobacco,hard
poignant,xúc động,acumen|to spawn|brusque,hard
poise,sự cân bằng,pedigree|vintage|neighbouring,hard
polemic,tranh luận,hostage|conserve|palatable,hard
polyglot,đa ngôn,assertion|span|synergy,hard
pomp,sự phồng,integral|indignation|sanctimonious,hard
pompous,kiêu căng,credibility|delicate|savagery,hard
to ponder,để suy ngẫm,embassy|revolutionary|to espouse,hard
ponderous,nặng nề,magnate|diaphanous|horn,hard
to pontificate,thuyết giảng,probity|structural|militant,hard
populace,dân số,scathing|to reproach|squalor,hard
populism,chủ nghĩa dân túy,grind|genesis|correlation,hard
to portend,để báo trước,to engender|parliamentary|ideologue,hard
portent,điềm báo,toxic|spam|to wield,hard
portentous,điềm báo,gravity|apathetic|surfeit,hard
posterity,hậu thế,echelon|retrospection|crypt,hard
posthumous,sau khi mất,ostensible|introspection|complement,hard
postmortem,khám nghiệm tử thi,to validate|commissioner|pungent,hard
to postulate,để đưa ra giả thuyết,eclectic|ravage|unprecedented,hard
pragmatism,chủ nghĩa thực dụng,to accede|apathetic|burial,hard
pragmatist,người thực dụng,loop|imperative|consecutive,hard
preamble,lời mở đầu,to abate|relegation|supple,hard
precarious,bấp bênh,underling|sacrifice|forerunner,hard
precedence,thứ tự ưu tiên,classification|ballast|erotic,hard
precipice,vách đá,courtesy|seizure|untenable,hard
to precipitate,kết tủa,handy|histrionic|to elucidate,hard
precipitous,dốc đứng,spy|workmanship|pregnancy,hard
to preclude,để loại trừ,permutation|fluid|transgression,hard
precocious,sớm phát triển,severity|epicentre|discretion,hard
precursor,tiền thân,reverential|cooperate|emblem,hard
predilection,sự ưa thích,integration|contrition|epidemic,hard
predominance,sự chiếm ưu thế,incomprehensible|paucity|amendment,hard
preeminent,nổi bật,subsistence|imperative|erudition,hard
to preempt,để ngăn chặn,differentiate|timidity|to burgeon,hard
prelude,khúc dạo đầu,stampede|to hasten|truism,hard
premonition,điềm báo trước,pageant|ratio|youngster,hard
preponderance,sự chiếm ưu thế,suffrage|sexuality|purveyor,hard
preposterous,vô lý,envoy|dichotomy|lugubrious,hard
prerequisite,điều kiện tiên quyết,halcyon|solely|tentative,hard
prerogative,đặc quyền,balm|availability|terminal,hard
presumption,giả định,evoke|heighten|compel,hard
presumptuous,kiêu ngạo,deleterious|practitioner|sanguine,hard
pretence,sự giả vờ,to jeopardise|scaffold|paltry,hard
pretender,kẻ giả mạo,meagre|ethereal|benchmark,hard
pretentious,giả tạo,unwitting|contempt|delineation,hard
pretext,lý do,terrain|stalwart|troubled,hard
prevalent,phổ biến,incendiary|lawn|emblem,hard
to prevaricate,nói dối,vanity|shrug|renown,hard
primacy,ưu tiên,trauma|bravura|copyright,hard
primeval,nguyên thủy,exchequer|exaltation|minutiae,hard
pristine,nguyên sơ,humanity|respective|polyglot,hard
privation,sự thiếu thốn,dominance|to vacillate|wharf,hard
probity,tính liêm chính,tenet|cantankerous|endorse,hard
proclamation,tuyên bố,authentic|memento|tacit,hard
proclivity,khuynh hướng,concede|precipice|usurpation,hard
to procrastinate,trì hoãn,figment|discrepancy|upkeep,hard
to procure,để mua,to accredit|steadfastness|bonus,hard
procurement,mua sắm,redemption|substantial|conceive,hard
prodigal,người hoang phí,arbiter|elusive|ambivalent,hard
prodigious,phi thường,to encroach|undaunted|allege,hard
prodigy,thần đồng,fervour|immortal|burst,hard
profane,tục tĩu,perturbed|deficit|superficial,hard
profanity,lời chửi thề,fickle|infamy|pedagogy,hard
to profess,tuyên bố,to disseminate|precarious|plug,hard
to proffer,để đề nghị,complication|morgue|dissent,hard
proficiency,trình độ,ideological|oracle|suburban,hard
profligate,phung phí,specification|loquacious|worthwhile,hard
profusion,sự dồi dào,innocuous|vacuous|lucid,hard
progeny,con cháu,larceny|resilience|adjustment,hard
prognosis,tiên lượng,align|sue|pastor,hard
prohibitive,cấm đoán,to beguile|eager|to abscond,hard
proliferation,sự tăng sinh,tariff|ambassador|noble,hard
prolific,năng suất cao,adulation|duo|deployment,hard
prologue,lời mở đầu,pinnacle|intransigence|prolific,hard
promiscuity,sự phóng túng,compile|pandemonium|luminous,hard
propagandist,người tuyên truyền,lampoon|suck|to confiscate,hard
propensity,khuynh hướng,notably|solitude|exponent,hard
prophecy,lời tiên tri,presidency|to elicit|ignominy,hard
propitious,thuận lợi,mire|arm|to proffer,hard
proponent,người ủng hộ,outrage|spontaneity|substantially,hard
proprietor,chủ sở hữu,counterpart|prodigy|cultivate,hard
propriety,sự đúng đắn,to deign|fervid|conserve,hard
prosaic,văn xuôi,to dawdle|repugnant|to espouse,hard
to proscribe,cấm đoán,to pervade|void|to surmount,hard
protagonist,nhân vật chính,dubious|zigzag|premium,hard
prototype,nguyên mẫu,hedonistic|uproar|effrontery,hard
to protract,kéo dài,beneficiary|imperceptibly|sanctuary,hard
protégé,người được bảo trợ,flotsam|gear|cabinet,hard
provenance,nguồn gốc,ostentatious|indomitable|rectitude,hard
proverb,tục ngữ,pensive|to abstain|beneficiary,hard
providence,sự quan phòng,albeit|virtuosity|sumptuous,hard
proviso,điều khoản,dumb|velvet|oligarchy,hard
prowess,năng lực,behemoth|entity|poll,hard
proximity,sự gần gũi,clandestine|lacklustre|victor,hard
proxy,máy chủ proxy,eager|cognitive|expediency,hard
prudence,sự thận trọng,sprawl|utilitarianism|accusation,hard
prudent,khôn ngoan,condescension|proviso|hospice,hard
pseudonym,bút danh,to revere|ebullient|ideologue,hard
psyche,tâm lý,onerous|communist|optimism,hard
puerile,trẻ con,ignorance|gear|genial,hard
pugnacious,hung hăng,voyeur|solemnity|passing,hard
pulpit,bục giảng,substantially|usurpation|quarry,hard
punctilious,tỉ mỉ,buffer|utopia|tremendous,hard
pundit,chuyên gia,permanence|tirade|turnover,hard
pungency,vị cay nồng,to exonerate|dictate|frustrating,hard
pungent,nồng,thrive|inter alia|to portend,hard
purge,thanh lọc,memoir|confirmation|caustic,hard
purist,người theo chủ nghĩa thuần túy,zeal|allegedly|fissure,hard
to purport,nhằm mục đích,disingenuous|dichotomy|inadvertent,hard
purveyor,nhà cung cấp,semblance|bureaucracy|misogyny,hard
pusillanimous,hèn nhát,montage|dispose|apathetic,hard
quack,lang băm,ostensible|torrid|devise,hard
quadrant,góc phần tư,encompass|vendetta|coercion,hard
quagmire,đầm lầy,hatred|empirical|restraint,hard
quaint,cổ kính,impracticable|apparatus|volley,hard
qualm,lo lắng,to exude|presently|to imbue,hard
quandary,tình thế khó xử,trademark|obituary|rotation,hard
quarantine,cách ly,precedence|memorabilia|warehouse,hard
quarry,mỏ đá,placid|martyrdom|assembly,hard
quartet,tứ tấu,decorum|manifest|zeal,hard
to quash,để dập tắt,famine|dictator|enormity,hard
quaver,rung động,liberty|thrive|outing,hard
querulous,hay than van,guidance|regulatory|screw,hard
to quell,để dập tắt,aloof|diagnose|sue,hard
quibble,không phân minh,listing|administrator|hopeful,hard
quicksand,cát lún,trickery|squalor|retrospection,hard
quiescent,yên,to conjure|large|layout,hard
quintessence,tinh túy,refinery|detention|flimsy,hard
quintessential,tinh túy,ray|dictator|loom,hard
quintet,ngũ tấu,to substantiate|coordination|cabinet,hard
quip,câu nói đùa,pariah|revelation|plebiscite,hard
quiver,run,disdain|productivity|blessing,hard
quixotic,lãng mạn,to peruse|abyss|bigotry,hard
quorum,số lượng thành viên tối thiểu,partially|servile|successor,hard
rabble,đám đông hỗn loạn,ensue|diplomat|timorous,hard
radiance,sự rạng rỡ,memorabilia|philosophical|ravage,hard
radicalism,chủ nghĩa cực đoan,bless|zealotry|symbiosis,hard
rambunctious,ồn ào,moderate|dispensation|hubris,hard
ramification,sự phân nhánh,vent|classification|sainthood,hard
rancour,sự thù hận,underworld|refinery|epitaph,hard
ransom,tiền chuộc,boon|ponderous|unpretentious (adj),hard
rapacious,tham lam,establishment|glib|vandalism,hard
rapacity,sự tham lam,symposium|yardstick|refuge,hard
rapport,mối quan hệ,summons|parsimony|pugnacious,hard
rapture,sự say mê,oblivion|rebellion|reside,hard
rascal,tên lưu manh,largesse|applaud|malleable,hard
rashness,phát ban,detection|tokenism|impunity,hard
ratification,phê chuẩn,desktop|thrift|detention,hard
to ratify,phê chuẩn,to embellish|intensive|documentation,hard
rationale,lý do,truculent|mob|grandeur,hard
rationalism,chủ nghĩa duy lý,ovation|pallor|anachronistic,hard
raucous,ồn ào,configuration|vulnerable|quintet,hard
ravage,tàn phá,administrative|rental|exclusion,hard
ravine,khe núi,immensity|calibre|inscrutable,hard
to rebuff,bác bỏ,profanity|austere|generic,hard
to rebuke,khiển trách,bass|ambrosial|accordance,hard
rebuttal,phản bác,cooperate|rotate|annum,hard
recalcitrance,sự ngoan cố,splendour|velocity|despondent,hard
recalcitrant,cứng đầu,mayhem|troubled|to augment,hard
to recant,rút lại,spark|provision|vacillation,hard
recidivism,tái phạm,frustrated|to abjure|exquisite,hard
reciprocal,tương hỗ,to exacerbate|sketch|incredulous,hard
to reciprocate,để đáp lại,sheer|siege|magical,hard
reciprocity,sự tương hỗ,equality|depravity|accountability,hard
recklessness,liều lĩnh,proceeds|to burgeon|tribunal,hard
reclamation,cải tạo,stint|cynical|absent,hard
recluse,ẩn dật,painstaking|posterity|gallon,hard
reclusive,sống ẩn dật,transcript|theoretical|fa?ade,hard
to reconcile,để hòa giải,conquest|supremacist|presumably,hard
recondite,bí ẩn,despondent|connoisseur|to ratify,hard
reconnaissance,trinh sát,brinkmanship|longevity|obstinate,hard
recourse,biện pháp khắc phục,stately|sentiment|obfuscation,hard
recrimination,sự trách móc,cognitive|default|to desecrate,hard
rectification,sửa chữa,iota|enrol|magnetic,hard
to rectify,để khắc phục,intermediate|to bite the bullet|variable,hard
rectitude,sự ngay thẳng,malaise|elation|indiscretion,hard
to redeem,để đổi lấy,topography|lacklustre|incumbent,hard
redemption,sự cứu chuộc,lugubrious|collision|mutual,hard
redress,bồi thường,whistleblower|harmony|wretched,hard
refinery,nhà máy lọc dầu,to beseech (v)|quarantine|heirloom,hard
reformation,cải cách,propagandist|incendiary|presume,hard
refractory,chịu nhiệt,contrition|impeccable|contempt,hard
refutation,bác bỏ,sacred|interference|indulge,hard
to refute,để bác bỏ,unrivalled|peevish|inmate,hard
regent,nhiếp chính,flux|mishap|leap,hard
registrar,người đăng ký,withdrawal|assurance|pariah,hard
regression,hồi quy,solicitor|dictate|ingenious,hard
reimbursement,hoàn trả,histrionic|to hasten|breach,hard
reincarnation,luân hồi,salvation|shoot|lethal,hard
reiteration,sự lặp lại,penitence|accolade|widow,hard
to relegate,xuống hạng,competence|grin|insertion,hard
relegation,xuống hạng,to inundate|to alleviate|troubled,hard
relic,di vật,nemesis|abuse|evacuate,hard
to relinquish,từ bỏ,artisan|erudition|solo,hard
to relish,để thưởng thức,taxpayer|zigzag|dissent,hard
reluctance,sự miễn cưỡng,fulcrum|weariness|precursor,hard
remembrance,sự tưởng nhớ,loyalty|novice|parental,hard
reminiscent,gợi nhớ,abyss|laconic|to revoke,hard
remiss,thiếu sót,diligence|dominion|skirmish,hard
remission,thuyên giảm,nonchalance|incongruous|sacrosanct,hard
to remit,để chuyển tiền,to satiate|tide|discourse,hard
remnant,tàn tích,to hamper|wreckage|audit,hard
remorse,hối hận,influential|verdict|spate,hard
remuneration,tiền lương,apprehensive|subscriber|derogatory,hard
renaissance,thời kỳ Phục Hưng,venal|adhere|enormity,hard
rendition,bản trình bày,withdrawal|whirlwind|verbatim,hard
renegade,kẻ phản bội,testimony|excess|overlook,hard
to renounce,từ bỏ,provenance|terminology|hegemony,hard
renown,danh tiếng,deplorable|untenable|optimism,hard
reparation,sự bồi thường,elite|line|subversive,hard
repatriation,hồi hương,singular|fit|irascible,hard
to repeal,để bãi bỏ,physician|cataclysm|rhetoric,hard
repentance,sự ăn năn hối cải,transaction|driving|weed,hard
repercussion,hậu quả,edifice|pique|daunting,hard
repertoire,tiết mục,utility|unwitting|detention,hard
to replenish,để bổ sung,intensive|erstwhile|inadequacy,hard
replete,đầy đủ,tribal|zigzag|to supplant,hard
repository,kho lưu trữ,diminution|prosperity|to oust,hard
reprehensible,đáng trách,motorist|naivety|alike,hard
repression,đàn áp,opt|reproduce|hybrid,hard
reprieve,sự ân xá,woe|level-headed|unthinkable,hard
reprimand,khiển trách,essence|staunch|kernel,hard
reprisal,sự trả thù,youngster|juncture|hackneyed,hard
to reproach,khiển trách,verisimilitude|tactic|hopeful,hard
to repudiate,bác bỏ,ballot|epilogue|villainy,hard
repudiation,sự từ chối,problematic|to peruse|siege,hard
repugnance,sự ghê tởm,slumber|layout|hardware,hard
repugnant,ghê tởm,didactic|envoy|rapture,hard
repute,danh tiếng,crawl|to upbraid|revolutionary,hard
requisite,yêu cầu,willingness|earnings|to usurp,hard
requisition,yêu cầu,glib|legislative|unenviable,hard
to rescind,hủy bỏ,prolific|gathering|retort,hard
residual,dư,bravura|exuberant|cater,hard
resilience,khả năng phục hồi,counter|fortitude|embargo,hard
resilient,đàn hồi,statistical|mannerism|retort,hard
resolute,quyết tâm,corrupt|demon|reprisal,hard
resolutely,kiên quyết,to appease|largesse|posterity,hard
resonance,cộng hưởng,stabilize|caution|compassion,hard
respite,sự nghỉ ngơi,to culminate|charm|vice,hard
resplendent,rực rỡ,deference|trickster|quintessential,hard
restitution,bồi thường,flimsy|trophy|anonymous,hard
restive,bồn chồn,to abjure|severity|verbatim,hard
resurgence,sự hồi sinh,violate|aloof|transaction,hard
resurrection,sự phục sinh,pledge|nomenclature|squalor,hard
to retaliate,để trả đũa,enticing|pompous|to chastise,hard
reticence,sự kín đáo,liaison|large|rigorous,hard
reticent,kín đáo,salutation|pretext|treason,hard
retort,phản bác,incumbency|bequest|deleterious,hard
to retract,thu hồi,inexhaustible|conviction|cabal,hard
retraction,rút lại,to levy|tether|validity,hard
retribution,sự trả thù,serfdom|trifle|dip,hard
retrospection,nhìn lại quá khứ,specimen|paradigm|reciprocity,hard
revelry,cuộc vui chơi,podium|shroud|tortuous,hard
reverberation,sự vang vọng,explicit|sphere|affliction,hard
to revere,tôn kính,unsullied|etymology|trademark,hard
reverent,kính trọng,dissolution|to bear up|predominance,hard
reverential,kính trọng,orthodoxy|thereafter|diagnose,hard
reverie,mơ mộng,ire|to loathe|zenith,hard
revisionism,chủ nghĩa xét lại,subordinate|parsimony|apparition,hard
revocation,thu hồi,elusive|neighbouring|continuum,hard
to revoke,thu hồi,consolidate|tempo|guile,hard
rift,vết nứt,chunk|rapacity|rabble,hard
righteousness,sự công chính,prosecution|dynamic|jaded,hard
rigmarole,sự rườm rà,reticent|distress|to imbue,hard
rigorous,nghiêm ngặt,dimension|diaspora|munition,hard
rigour,sự nghiêm ngặt,vein|embody|echo,hard
ringleader,kẻ cầm đầu,escarpment|elevate|pastor,hard
rite,nghi lễ,alike|occurrence|favourable,hard
rogue,kẻ phản bội,rectitude|anguish|malcontent,hard
rostrum,bục phát biểu,ringleader|indelible|retraction,hard
rout,tuyến đường,sphere|mortifying|deluge,hard
rubric,tiêu chí,bail|impervious|nationwide,hard
ruckus,ồn ào,implacable|formidable|revelation,hard
rudiment,nguyên tắc cơ bản,travesty|scruple|postpone,hard
ruination,sự tàn phá,reside|trigger|multitude,hard
to ruminate,suy ngẫm,impetuous|adherent|escarpment,hard
rumination,sự suy ngẫm,initiate|truism|prophecy,hard
to rupture,vỡ,faculty|whatsoever|to grovel,hard
ruse,mưu mẹo,plight|detention|congratulate,hard
sabotage,sự phá hoại,accountable|hiatus|contagion,hard
saboteur,kẻ phá hoại,vacancy|exile|wanton,hard
sacrilege,phạm thượng,proceedings|shard|slam,hard
sacrosanct,thiêng liêng,incumbency|drown|quip,hard
to safeguard,để bảo vệ,rubric|denial|hybrid,hard
saga,câu chuyện,spectacle|implementation|collision,hard
sagacious,khôn ngoan,jamboree|jingoism|magnate,hard
sage,cây xô thơm,resonance|tribulation|documentation,hard
sainthood,sự thánh thiện,just|latter|tract,hard
salacious,dâm ô,allocation|amend|juggernaut,hard
salient,nổi bật,reconnaissance|ferocious|turmoil,hard
salubrious,có lợi cho sức khỏe,succession|reconnaissance|supervision,hard
salutation,lời chào,minutiae|repugnant|strident,hard
salvation,sự cứu rỗi,deposit|to pervade|rational,hard
sanctimonious,giả tạo,clandestine|stickler|embark,hard
sanctity,sự thiêng liêng,paraphernalia|invidious|sue,hard
sanctuary,nơi tôn nghiêm,regent|sedulous|to repudiate,hard
sanguine,lạc quan,adhere|peculiar|foray,hard
sarcasm,sự châm biếm,differentiate|patent|syndicate,hard
sardonic,mỉa mai,coordinator|transcendence|dispose,hard
to satiate,để làm no,precedent|subtle|socialist,hard
satire,châm biếm,taxpayer|cornucopia|to extricate,hard
satirist,nhà châm biếm,functional|repercussion|privation,hard
savagery,sự man rợ,ratification|overlook|indicator,hard
savant,thiên tài,spasm|contrition|rapture,hard
scaffold,giàn giáo,susceptibility|presumptuous|squadron,hard
scapegoat,vật tế thần,fetish|larceny|migration,hard
scarcity,sự khan hiếm,detrimental|witchcraft|vexatious,hard
scathing,gay gắt,withdrawal|rashness|processor,hard
schism,ly khai,pathway|repatriation|credible,hard
scion,cành ghép,conundrum|dormant|to languish,hard
to scorn,khinh miệt,emaciated|assembly|dormant,hard
scoundrel,tên lưu manh,surveillance|to accrue|semblance,hard
scourge,tai họa,fleeting|dialectic|tipster,hard
scruple,lương tâm,derisive|spark|manifestation,hard
scrupulous,tỉ mỉ,to countenance|rage|mystique,hard
to scrutinise,để xem xét kỹ lưỡng,separation|homeland|to renounce,hard
scurrilous,thô tục,untenable|exposition|vacuum,hard
secession,ly khai,insatiable|tacit|prospective,hard
seclusion,sự cô lập,methodology|protocol|ballot,hard
secretariat,ban thư ký,delegate|patron|subsistence,hard
sedentary,ít vận động,reclusive|to cleave|munificent,hard
sediment,trầm tích,outsider|to rectify|disastrous,hard
seditious,kích động,conclave|lout|filibuster,hard
sedulous,siêng năng,portent|remiss|rashness,hard
seer,nhà tiên tri,remorse|tribalism|recluse,hard
segregation,sự phân biệt chủng tộc,dose|selective|to reproach,hard
seizure,co giật,verdict|reverberation|accumulate,hard
semantics,ngữ nghĩa,fortitude|sake|cupidity,hard
semblance,sự giống nhau,acquisition|torture|audacity,hard
seminal,quan trọng,tombstone|spectre|acre,hard
senility,sự già yếu,oasis|vulnerable|sycophancy,hard
sequel,phần tiếp theo,citizenship|enormity|fastidious,hard
sequestration,sự cô lập,plight|temperance|to rebuke,hard
serendipitous,tình cờ,vault|reassure|unease,hard
serenity,sự thanh bình,integral|to revoke|devil,hard
serfdom,chế độ nông nô,supreme|elusive|forte,hard
servile,nô lệ,shrouded|abiding|sumptuous,hard
servility,sự phục tùng,divination|ash|juggernaut,hard
servitude,sự nô dịch,myopic|obscure|presidential,hard
severance,bồi thường thôi việc,implementation|besotted|vacillation,hard
severity,mức độ nghiêm trọng,inferno|to profess|irreproachable,hard
shackle,còng,saga|misnomer|to impede,hard
shambles,hỗn độn,to elicit|sagacious|pallbearer,hard
shard,mảnh vỡ,lethal|sacrifice|collusion,hard
sheen,độ bóng,immense|to berate|probe,hard
to shirk,trốn tránh,to malign|namesake|parity,hard
shoddy,kém chất lượng,pariah|witticism|silhouette,hard
shrewdness,sự khôn ngoan,loquacious|theorem|adherent,hard
shrine,đền thờ,subversive|enforce|riot,hard
shroud,tấm vải liệm,vile|continually|sojourn,hard
shrouded,che giấu,expediency|integration|redemption,hard
to shun,tránh né,imagery|moderate|cataclysm,hard
siege,cuộc vây hãm,tenet|loquacious|volatile,hard
silhouette,hình bóng,vagary|mandate|detain,hard
simile,so sánh,rhetoric|hedonistic|adolescent,hard
simpleton,người ngốc nghếch,dirge|indulge|depravity,hard
sinecure,không việc làm,tyrant|predominance|to vacillate,hard
singular,số ít,interim|trail|yoke,hard
singularity,điểm kỳ dị,dishevelled|insouciant|to castigate,hard
siren,còi báo động,cutting|to ferret out|zoology,hard
skirmish,cuộc giao tranh,patronage|whereby|plunge,hard
skullduggery,sự gian xảo,meagre|tribunal|pejorative,hard
slander,vu khống,squalid|thankfully|to expunge,hard
sloth,con lười,strain|pariah|snooty,hard
slumber,giấc ngủ,enclave|clout|kinship,hard
smattering,rải rác,infamous|offspring|to portend,hard
snare,bẫy,offering|cutting|nominee,hard
snooty,kiêu căng,pregnancy|innocuous|persistent,hard
snub,sự khinh miệt,dingy|carriage|precocious,hard
sobriety,sự tỉnh táo,consummation|succession|imprisonment,hard
sojourn,chuyến đi,tender|taskmaster|strand,hard
solace,sự an ủi,exacting|bless|liable,hard
solemn,trang nghiêm,invasive|skirmish|misanthrope,hard
solemnity,sự trang nghiêm,gambit|to engender|ecological,hard
solicitor,luật sư,temporal|to ascertain|literacy,hard
solicitous,lo âu,haunt|supposedly|latitude,hard
soliloquy,độc thoại,weaken|cantankerous|phlegmatic,hard
solitary,cô độc,pundit|trance|persistent,hard
solitude,sự cô đơn,admittance|travesty|rascal,hard
solstice,điểm chí,level-headed|mettle|decree,hard
sombre,u ám,harsh|meagre|interactive,hard
sophistry,ngụy biện,to beguile|diatribe|veneration,hard
sophomore,năm hai,merely|respective|attorney,hard
sordid,bẩn thỉu,singular|tactician|decrepit,hard
sovereign,chủ quyền,propensity|visage|spectrum,hard
to sow,gieo,arcane|vengeance|treason,hard
spasm,co giật,inhibit|palatial|throwback,hard
spate,lũ lụt,to protract|dumb|buck,hard
specious,giả tạo,to exacerbate|radicalism|ponderous,hard
to spawn,để sinh sản,to validate|to retract|loyalty,hard
spectre,bóng ma,excess|decadence|reparation,hard
speculator,nhà đầu cơ,adverse|reticence|bravura,hard
spinster,người phụ nữ chưa chồng,fraught|utilize|interfere,hard
splendour,sự lộng lẫy,misnomer|align|imperative,hard
spontaneity,tính tự phát,circulation|to usurp|allege,hard
sprawl,sự lan rộng,interference|to bite the bullet|engaging,hard
spur,thúc đẩy,attrition|retribution|tawdry,hard
spurious,giả mạo,to entreat|protégé|to vituperate,hard
to spurn,từ chối,profane|jocularity|itinerary,hard
squadron,phi đội,discharge|populace|timbre,hard
squalid,bẩn thỉu,manifestation|inadequate|vintage,hard
squalor,bẩn thỉu,depravity|subtlety|overwhelming,hard
to squander,lãng phí,venerable|mundane|overturn,hard
stagnant,trì trệ,strife|assault|suspicious,hard
staid,nghiêm trang,plunge|to entail|laser,hard
stalemate,bế tắc,to founder|imagery|encouraging,hard
stalwart,người kiên cường,adverse|prosecute|stamina,hard
stamina,sự bền bỉ,sarcasm|supplement|mendacious,hard
stampede,giẫm đạp,ingrained|furtive|uproar,hard
standoff,bế tắc,custody|aptitude|skirmish,hard
standstill,đứng yên,inducement|corresponding|admittance,hard
stanza,khổ thơ,realization|propensity|trademark,hard
stasis,trạng thái tĩnh,influx|stabilize|antidote,hard
stately,trang trọng,reside|to bestow|invasive,hard
statesmanship,nghệ thuật lãnh đạo,to accentuate|indicator|detrimental,hard
statute,luật,lawsuit|to forestall|monk,hard
staunch,kiên định,volatile|enticing|corresponding,hard
steadfastness,sự kiên định,acrimony|ineptitude|virulent,hard
stealth,tàng hình,indulge|saga|acclaimed,hard
stench,mùi hôi thối,simpleton|wordiness|to obfuscate,hard
steward,quản gia,to quash|to safeguard|willfulness,hard
stewardship,quản lý,disastrous|apparition|sacred,hard
stickler,người cầu kỳ,custody|to disparage|ignominious,hard
to stifle,để kìm hãm,worthwhile|gaze|weaponry,hard
stigma,kỳ thị,incisive|conceal|emaciated,hard
stint,khoảng thời gian,compel|crawl|prey,hard
to stipulate,để quy định,to bequeath|balm|harbinger,hard
stoic,người khắc kỷ,requisite|commentary|obscenity,hard
stoicism,chủ nghĩa khắc kỷ,token|eloquent|fickle,hard
stolid,cứng nhắc,perpetual|demon|to harness,hard
stopgap,giải pháp tạm thời,destitute|gauntlet|rumination,hard
stowaway,người trốn vé,requisite|to bequeath|infatuation,hard
stratagem,chiến lược,statistical|troupe|eccentric,hard
strategist,chiến lược gia,to disseminate|disinterested|laudable,hard
stratification,phân tầng,intake|vengeance|machination,hard
stratum,tầng,beast|memorabilia|histrionic,hard
stricture,hẹp,cattle|stoicism|exploitation,hard
strident,chói tai,diplomat|immortal|cardinal,hard
strife,xung đột,mature|long|to dispense,hard
stringency,sự nghiêm ngặt,sacrilege|avarice|infect,hard
stringent,nghiêm ngặt,sustain|caste|stark,hard
stronghold,thành trì,anomaly|capability|dissident,hard
stupor,trạng thái hôn mê,wayward|harmony|gallon,hard
subconscious,tiềm thức,breed|stabilize|to admonish,hard
to subdue,để khuất phục,domain|modicum|stimulus,hard
to subjugate,chinh phục,incisive|succinct|consummation,hard
