sentence,answer,distractors,difficulty
We managed to catch a ........... of the president of the company as she was leaving.,glimpse,look|sight|glimpse,medium
Snakes and crocodiles are ........... .,reptiles,mammals|reptiles|species,medium
This part of the country has a hot dry ........... .,climate,climate|weather|temperature,medium
Many species of animals have become ........... .,extinct,hunted|dead|extinct,medium
Spain is ........... by Portugal and France.,bordered,edged|joined|bordered,medium
He ran ........... a friend of his on his way to work.,into,into|out of|cover,medium
He usually ........... the train to work.,takes,rides|travels|takes,medium
She was very ........... when she heard the bad news.,upset,exhausted|fed up|upset,medium
We ........... our holiday a month ago.,booked,saved|reserved|booked,medium
At Christmas we ........... crackers.,pull,blow|watch|pull,medium
That bag ........... your shoes. You should buy it.,matches,suits|matches|fits,medium
They decided to break ........... their engagement.,off,up|down|off,medium
“I've just passed my driving test.” “...........”,Well done!,Well done!|Get well soon!|Good luck!,medium
I didn't think much ........... the parade.,of,in|on|of,medium
That dress is on special ........... .,offer,offer|discount|sale,medium
Ted will look ........... the dog while we're away.,after,forward|after|for,medium
The new chef has brought ........... lots of changes at the restaurant.,about,up|back|about,medium
Kelly has been ........... aerobics for years.,doing,playing|doing|going,medium
How many ........... of garlic should I use?,cloves,cubes|pinches|cloves,medium
At the end of the meal we asked for the ........... .,bill,bill|menu|tip,medium
The milk is giving ........... a terrible smell.,off,out|away|off,medium
I'm afraid I won't be able to come to football practice because I've ........... my ankle.,twisted,headed|pulled|twisted,medium
Kevin isn't fond of ........... dishes; he doesn't even like salt and pepper on his food.,spicy,creamy|spicy|juicy,medium
This salad tastes even better when you ........... some fresh herbs on top.,sprinkle,chop|pour|sprinkle,medium
There's an interesting programme on Channel 4 tonight – it's a ........... about marine life.,documentary,thriller|documentary|performance,medium
Could you please turn ........... the volume? I'd like to listen to the news.,up,up|on|out,medium
Make sure you save all your files before you ........... .,log off,unplug|log off|pull out,medium
EastEnders is my favourite soap ........... .,opera,series|drama|opera,medium
More and more people use personal ........... to store information.,organisers,agendas|organisers|calculators,medium
Let's go to the 8 o'clock ........... of the film.,showing,showing|booking|show,medium
A lot of teenagers like wearing ........... labels.,designer,designer|school|survey,medium
"It's a good book, but the ........... is hard to follow.",plot,plot|setting|cast,medium
"Things are going very well at work at the moment, I think a promotion might even be on the ........... .",cards,books|cards|letters|papers,medium
Chris does lots of work for charity. He's always doing something for a good ........... .,cause,aim|example|cause|reason,medium
You have to make it ........... to her exactly how you feel.,clear,easy|straight|clean|clear,medium
"Helen is a lovely girl, but she always has her head in the ........... . She never notices what's going on around her.",clouds,sky|stars|clouds|air,medium
"It was only a silly argument, but they were both getting very ........... under the collar.",hot,hot|red|heated|warm,medium
"They couldn't find what they wanted, so they had to build it from ........... .",scratch,begin|scrape|scratch|first,medium
Her ........... leaped when she heard the news.,heart,head|heart|mind|stomach,medium
"She is very pretty, with rosy ........... and big eyes.",cheeks,nose|mouth|face|cheeks,medium
"My new flat has central ........... , so it's really warm.",heating,heating|system|wardrobe|parking,medium
Jane became ........... as she was waiting for Tom to turn up.,impatient,easy-going|exhausted|impatient|depressed,medium
Listen! A siren is ........... .,wailing,barking|wailing|crashing|splashing,medium
Ann has got frizzy hair and a ........... chin.,pointed,wide|pointed|crooked|spiky,medium
Bill has got a wide ........... and wrinkles.,forehead,forehead|build|chin|face,medium
"Jim has come ........... the flu, so he won't be able to come.",down with,down with|up with|on with|in with,medium
He gives private lessons for a small ........... .,fee,fee|money|payment|receipt,medium
The old Victorian building has been ........... to its original condition.,restored,redecorated|restored|refurbished|renovated,medium
Anita is always willing to ........... an ear when I've got a problem.,lend,give|provide|offer|lend,medium
Pete had ........... in his stomach the whole time he was on stage.,butterflies,birds|butterflies|flies|insects,medium
He put a lot of ........... into the project.,effort,exertion|sweat|effort|struggle,medium
I'll drop you a ........... when I arrive.,line,letter|line|note|memo,medium
The rainforest is ........... to many species of birds and animals.,home,place|house|home|hotel,medium
It is believed that the forest fires were lit by ........... .,arsonists,smugglers|shoplifters|arsonists|kidnappers,medium
He got a £50 ........... for speeding in the centre of town yesterday.,fine,sentence|charge|arrest|fine,medium
The battery is flat. We need to ........... it.,recharge,install|operate|recharge|liquidise,medium
"If you have a ........... muscle, you should rest it.",pulled,pulled|strained|broken|sore,medium
"If you have ........... , you have a painful muscle contraction.",cramp,cramp|indigestion|insomnia|sunburn,medium
He suffers from heart ........... .,disease,infection|attack|disease|pain,medium
He was released due to ........... of evidence.,lack,need|lack|point|necessity,medium
Your energy level is at its ........... in the early afternoon.,peak,top|high|peak|summit,medium
We'll have strawberries and ........... for dessert.,cream,butter|milk|yogurt|cream,medium
Milk products are ........... in calcium.,rich,rich|wealthy|full|plentiful,medium
His fee is just a drop in the ........... compared to the cost of the whole project.,ocean,river|lake|ocean|sea,medium
Keep a(n) ........... out for a parking space.,eye,hand|eye|nose|ear,medium
He can't afford a holiday; he's on a ........... budget.,tight,wacky|low|strong|tight,medium
Your body needs time to ........... the vitamins and minerals in your food.,absorb,absorb|attract|stock|keep,medium
Those old photographs have great ........... value to me.,sentimental,emotional|sentimental|expressive|sensitive,medium
Huge waves were ........... on the shore.,crashing,cracking|crashing|jumping|dropping,medium
A basketball player must be ........... so he can work with the other members of his team.,co-operative,graceful|competitive|courageous|co-operative,medium
The competitors all sing the ........... anthem before the game starts.,national,state|country|national|countryside,medium
I'll read about the economy in the ........... section.,business,business|politics|health|education,medium
The wind was ........... hard.,blowing,rolling|blowing|rustling|roaring,medium
Let's try and catch the waiter's ........... so we can pay the bill.,eye,ear|nose|hand|eye,medium
That new game is really second to ........... .,none,nothing|no|zero|none,medium
Sports Day is the ........... of the school year.,highlight,focus|highlight|peak|feature,medium
We ........... some money to buy a new car.,set aside,set up|set to|set in|set aside,medium
Our main ......... is to reduce debt by cutting costs.,objective,objective|decision|resolution|desire,hard
The discovery of penicillin was a significant medical ......... .,breakthrough,revolution|innovation|novelty|breakthrough,hard
Employers are not allowed to discriminate against an applicant because of their social or financial ......... .,background,past|background|history|precedent,hard
It's important to project a(n) ......... image during the interview.,positive,upbeat|positive|optimistic|cheerful,hard
Competitive ......... is an essential requirement for success in the entertainment industry.,spirit,mind|thought|spirit|soul,hard
The brochure stated the hotel was situated ......... beside the sea.,right,direct|precise|right|exact,hard
There is a wide ......... of options to choose from with something to suit all tastes.,range,degree|variance|scale|range,hard
They say he inherited his money from a ......... relative he had never met.,distant,faraway|remote|distant|slight,hard
"When the workload got too much for him, he gave in and decided to ......... .",delegate,allot|entrust|assign|delegate,hard
You must complete the Business ......... course satisfactorily before you can progress to the third year programme.,Ethics,Morals|Values|Rights|Ethics,hard
"For the ......... of rewiring your home, hiring an electrician is a wise move.",purpose,aim|purpose|object|intention,hard
He agreed to give me his car for the weekend on ......... that I helped him write his essay.,condition,condition|term|rule|decree,hard
The Beatles remain hugely popular among the ......... and the old alike.,young,youth|young|adolescents|teenagers,hard
The manager really wanted Anna to join the company; he believed she would be a valuable ......... to his team of sales people.,addition,addition|accumulation|supplement|appendage,hard
Expect seminars and tutorials to ......... approximately 15% of your time at university.,occupy,cover|receive|occupy|complete,hard
Some say that success in today's competitive workplace calls for toughness and ......... .,ruthlessness,ruthlessness|cruelty|rudeness|callousness,hard
"When he learned that the assistant manager was retiring, he felt that this was an opportunity he just had to ......... .",seize,grab|follow|pull|seize,hard
"For such an old house, it is in excellent ......... .",condition,state|condition|form|shape,hard
The boys have gone on a fishing ......... with their father.,trip,trip|journey|trek|hike,hard
The band gave a rousing ......... of the Stones' classic 'Brown Sugar'.,rendition,translation|execution|rendition|edition,hard
His voice was barely ......... above the loud music.,audible,listened|audible|loud|clear,hard
"I think you need a jacket, there's a ......... breeze blowing outside.",chilly,chilly|frosty|frigid|glacial,hard
He stood on the ......... of the ship and watched the seagulls dive for fish.,deck,floor|ground|platform|deck,hard
The resort boasts a ......... beach and crystal clear sea.,pristine,pristine|pure|faultless|untouched,hard
The brother and sister were ......... over who would get to inherit the beach house.,at odds,at large|at odds|at a standstill|at a loose end,hard
Guests are requested to state their ......... for smoking or non-smoking accommodation upon booking.,preference,likeness|preference|care|inclination,hard
The city was under ......... for six months before it finally fell.,siege,blockade|cordon|closure|siege,hard
It's impossible to travel in the ......... heat of the desert.,blistering,bubbling|smoldering|blistering|sizzling,hard
I enjoy taking a ......... bath as soon as I get home from work.,soothing,restful|gentle|soothing|mild,hard
Frank has been the ......... of the local history museum for over 10 years now.,curator,curator|escort|dean|conductor,hard
He found the fact that Susan had been saving money secretly quite ......... .,disconcerting,discordant|discontenting|disconcerting|discouraging,hard
"The ceiling-high bookcase swayed for a few seconds, then crashed to the floor with a ......... noise.",deafening,vociferous|raucous|boisterous|deafening,hard
"Use the ......... to drain the spaghetti, but make sure that you do it quickly enough so that it doesn't go cold.",colander,whisk|colander|saucepan|grater,hard
"After congratulating his team, the coach left, allowing the players to let their ......... down for a while.",hair,hair|heads|hearts|souls,hard
Turn to page 24 to find out at a ......... which courses are available to you.,glance,look|glance|stare|glimpse,hard
Mrs Robinson ......... great pride in her cooking.,takes,gets|finds|has|takes,hard
"Sleep is ......... to our health, and lack of it can lead to many illnesses.",essential,needed|required|essential|desirable,hard
"The aircraft experienced severe ......... during the final approach, but the pilot kept his cool and landed it safely.",turbulence,turbulence|instability|unsteadiness|wavering,hard
Pete’s so .........! I wish he’d think things through a little more carefully.,impulsive,impulsive|repulsive|compulsive|expulsive,hard
Susan’s been walking around with a ......... look in her eye ever since she met Jeff; it must be love!,dreamy,dreamer|dreamy|dreamed|dreamful,hard
A ......... family consists of parents and their children.,nuclear,concentrated|single|solid|nuclear,hard
I hardly ever see my best friend any more; we’re slowly ......... apart.,drifting,drifting|hovering|wandering|roving,hard
"Teachers aren’t forbidden from giving private lessons to students, but it is ......... upon.",frowned,scowled|frowned|grimaced|glowered,hard
I know your name is ‘Jim’. When I called you ‘Tim’ it was just a ......... of the tongue.,slip,slide|skid|skim|slip,hard
Grandma says there wasn’t a ......... of truth in that story Grandad told last night about being a war hero.,grain,speck|crumb|dot|grain,hard
"West Ham United ......... a good result away from home at the weekend, despite playing the second half with only ten men.",achieved,succeeded|earned|achieved|won,hard
"Among his colleagues, he was known for being irritable and ......... .",quarrelsome,quarrelsome|quarrelful|quarreling|quarreler,hard
"After a six-year relationship, Martha and Billy have decided to ......... .",tie the knot,break the bank|turn the page|tie the knot|make the grade,hard
"With a ......... of satisfaction on his face, Keith received his degree from the principal.",glow,shine|beam|ray|glow,hard
"The dog was a little subdued yesterday, but she’s full of ......... this morning.",beans,sprouts|beans|chips|berries,hard
"She may seem unapproachable when you first meet her, but the truth is she has a(n) ......... of gold.",heart,heart|soul|attitude|feeling,hard
He’s such a .........! Just when everyone is having a good time he starts moaning about being tired.,wet blanket,dry bone|wet blanket|soft touch|drop kick,hard
"He ......... on a serious relationship at a very young age; naturally, it ended in tears.",embarked,got|boarded|climbed|embarked,hard
"He earns a lot of money, but he’s such a reckless ......... that over the last three years he’s got into serious debt.",spendthrift,spendthrift|idler|waster|financier,hard
The suspect was seen ......... with intent outside of the jewellery store.,loitering,lying|loitering|waiting|standing,hard
The careless driver was charged with ......... .,manslaughter,manslaughter|killing|murder|homicide,hard
The ......... asked the judge to impose a life sentence because of the severity of the crime.,prosecutor,accuser|critic|prosecutor|juror,hard
The decision to build a nuclear reactor in the area ......... a very strong reaction from the local community.,produced,raised|originated|developed|produced,hard
Paul’s ability to ......... a challenge made him the perfect candidate to head up the new sales division.,handle,control|handle|run|order,hard
Several members of the environmental ......... group were arrested at the scene.,pressure,force|stressing|compelling|pressure,hard
David Sylvester is considered to be a ......... authority on modern art.,leading,leading|first|premier|main,hard
Amnesty International is an internationally recognised ......... organisation.,humanitarian,humanitarian|people’s|human|popular,hard
Travellers should have no problem finding assistance as the organisation is ......... in several other European countries.,represented,acted for|represented|embodied|stood for,hard
"In Britain, ......... authorities are responsible for handling the budgets of public services.",local,regional|native|local|resident,hard
"You’ll have to go into the bank if you want money, the cash machine isn’t ......... correctly.",functioning,practising|serving|exercising|functioning,hard
It’s time the government ......... a stand against tax evaders and began prosecuting them.,took,had|took|got|gave,hard
I’d like to make ......... for crashing your car. Let me pay for the repairs.,amends,improvements|corrections|amends|adjustments,hard
The painting’s value goes ......... economic measurement; it also has sentimental value.,beyond,far from|ahead of|beyond|outside,hard
Sharon ......... the old man when she did some volunteer work at the shelter.,befriended,friend|became friends|made friends|befriended,hard
Nathan is taking part in a research ......... on the effects of GM foods.,project,job|task|mission|project,hard
America holds ......... elections every four years.,presidential,presidential|president|presiding|presided,hard
Technology has led to robots replacing factory workers on car ......... lines.,assembly,building|assembly|making|compilation,hard
"......... powered vehicles are quieter, cleaner and more economical to run than those powered by fossil fuels.",Solar,Sun|Sunlight|Solar|Sunray,hard
The development of ......... technology has revolutionised industry.,information,informational|information|informative|inform,hard
Keep everything on disc. That way if the computer ......... you won't lose all your work.,crashes,sticks|crashes|smashes|stumps,hard
Increased traffic ......... has led some local councils to start charging drivers to enter city centres.,congestion,congestion|blockage|stoppage|obstruction,hard
Many parts of the world are experiencing ......... weather conditions as a result of global warming.,extreme,acute|excessive|disproportionate|extreme,hard
The area is well served by a wide range of fast food ......... ranging from burger bars to Indian takeaways.,outlets,openings|outlets|means|channels,hard
"Read through the contract, and if you wish to ......... any changes, let me know.",make,make|have|hold|do,hard
My sister lives so far away we only see each other once in a ......... .,blue moon,long time|dark night|red planet|blue moon,hard
"It’s sad to say, but very few relationships nowadays stand the ......... of time.",test,trial|judgement|test|check,hard
"I know it’s hard to stop smoking, but you’ll feel better in the long ......... .",run,time|turn|go|run,hard
The country has been ravaged by a ......... war.,civil,friendly|national|civil|local,hard
"If you do not agree to refund my deposit, I will be forced to take ......... action.",legal,law|legal|court|penal,hard
Newcastle United won a ......... victory over league rivals Arsenal to win the premiership title.,decisive,decisive|influential|strong-minded|determined,hard
I find the idea of experimenting on animals ......... .,objectionable,disagreeing|distasteful|objectionable|objective,hard
"If the virus continues to spread ........., we’ll have an epidemic on our hands.",unchecked,uncaught|unchecked|uncontrolled|unstoppable,hard
"The ......... speaker at today’s event will be Peter Morgan, a leading authority on Celtic history.",key,major|key|core|central,hard
"I prefer sugar in my coffee, thanks. I find ......... sweeteners leave a bitter aftertaste.",artificial,technical|take|man-made|artificial,hard
The technology employed in designing this new digital camera is ......... .,state-of-the-art,artistic|art-for-art’s sake|state-of-the-art|artful,hard
"In ........., we’d like you to leave.",brief,quick|fast|brief|speed,hard
Bill works as a business ........... for a large multinational corporation.,executive,executive|leader|supervisor|boss,hard
General ........... rarely make home visits any more; they prefer patients to come to their surgery.,practitioners,doctors|surgeons|practitioners|medicals,hard
Very few people have the luxury of being able to choose ........... satisfaction over salary.,job,work|job|working|professional,hard
Job seekers are required to visit the ........... centre at least once a week to be eligible for benefits.,job,employ|unemployment|job|work,hard
A lot of people were made ........... when the steel works closed down.,redundant,fired|sacked|dismissed|redundant,hard
"The successful candidate will receive a company car, subsidised gym membership and other ........... , according to his status within the company.",benefits,bonuses|perks|benefits|allowances,hard
Rita's boss gave her an excellent ........... when she left her last job.,reference,reference|recommendation|credential|gathering,hard
"We are currently ........... couriers, guides and hotel staff for the summer season.",recruiting,collecting|employing|recruiting|suggestion,hard
The General Manager is expected to ........... full responsibility for the running of the hotel.,assume,receive|presume|assume|obtain,hard
"As Chief Executive Officer, you will be in charge of the company's day-to-day ........... .",operations,missions|operations|functions|workings,hard
Deerborn College is currently seeking an experienced lecturer to join its Social and Political Sciences ........... .,faculty,faction|cluster|squad|faculty,hard
The company is on the ........... of collapse following the loss of two of its major customers.,verge,verge|edge|line|border,hard
"In most countries, driving tests are available on ........... .",demand,asking|requesting|question|demand,hard
Sara brought in a lot of business last month; she should ask for a pay rise while she's still on a ........... .,roll,run|roll|rush|roam,hard
"They assured us our jobs were safe; for the time being, at any ........... .",rate,rate|pace|way|rhythm,hard
Paula's boss gave her a ........... reference when she applied for a promotion.,glowing,shining|gleaming|glistening|glowing,hard
"I know it was wrong of Jim to lie to you, but he wants to ........... it right by telling you truth.",put,place|fix|have|put,hard
A lot of school leavers have to go straight on the ........... because there just aren't any jobs for them.,dole,queue|wait|dole|unemployment,hard
"In order to be successful in business, you've got to be able to ........... the competition.",outwit,outreach|outstand|outwit|output,hard
Your lawyer can request ........... to documents regarding the sale of the property.,access,access|entry|availability|permission,hard
The front layer of the eye is called the ........... .,cornea,eyelid|cornea|pupil|eyelash,hard
Jeff's constant coughing and ........... is a sign he should give up smoking.,wheezing,wheezing|whooshing|whistling|whining,hard
The operation left him with a small ........... on his left cheek.,scar,line|graze|injury|scar,hard
Arthritis causes the joints to become swollen and ........... .,inflamed,inflamed|flaming|flammable|inflammable,hard
You shouldn't drive while taking this medication as it can cause ........... vision.,blurred,hazy|misty|vague|blurred,hard
He had to withdraw from the race because of a ........... muscle.,pulled,dragged|sprained|hung|pulled,hard
"Following her collapse from exhaustion, the doctor recommended lots of bed ........... .",rest,sleep|rest|stay|leisure,hard
The races were cancelled because the race ........... was waterlogged.,track,ring|rink|tarmac|track,hard
"A: ""I've had a ........... pain in my side all day."" B: ""It's probably indigestion.""",nagging,whimpering|nagging|pestering|muttering,hard
A protective ........... will not only protect you if you fall but will also prevent injury from falling rocks from above.,helmet,cap|helmet|beret|bonnet,hard
The doctors think that there might be ........... bleeding.,internal,inside|internal|innate|ingrown,hard
"Once released from the hospital, you'll have to return for another six weeks of outpatient ........... .",treatment,action|dealing|handling|treatment,hard
We were invited to watch the game from the ........... box.,executive,executive|luxury|managerial|special,hard
"........... swimming requires very high levels of fitness, as well as ability to move gracefully.",Synchronised,Simultaneous|Synchronised|Timely|Coordinated,hard
"Carol won't be back at work for some time, she's suffered a ........... breakdown.",mental,mind|mental|psychic|nerve,hard
You have to have nerves of ........... to be an air traffic controller.,steel,iron|metal|steel|granite,hard
"James never shows his emotions; no matter what happens, he always keeps a stiff upper ........... .",lip,mouth|eye|head|lip,hard
Dave's been involved in a ........... accident at work. He's been taken to hospital.,bad,wrong|bad|faulty|critical,hard
Alternative medicine is ........... popularity in the West.,gaining,gaining|adding|taking|collecting,hard
The injury destroyed his hopes of being ........... world champion.,crowned,peaked|crowned|awarded|topped,hard
A: I liked the music to that film. B: Yes. The ........... was written by Elton John.,score,script|lines|score|writing,hard
"She didn't go to university, she got her MA through distance ........... .",learning,schooling|learning|education|teaching,hard
The government will pay the ........... fees for those who go on to train as teachers.,tuition,tuition|schooling|teaching|learning,hard
Linda passed all of her exams with flying ........... .,colours,ease|colours|speed|looks,hard
We engaged in a ........... debate on the causes of truancy.,lively,vivid|alive|living|lively,hard
Pete says he doesn't need to study because he's awfully good at ........... .,cramming,jamming|cramming|cramping|ramming,hard
Go through this document and ........... any discrepancies with a coloured marker.,highlight,show up|stress|emphasise|highlight,hard
"If you want to draw a perfect circle, you'll have to use a ........... .",compass,drawer|roller|ruler|compass,hard
"In order to carry out this experiment, you need a test ........... and bunsen burner.",tube,tube|cylinder|hose|pipe,hard
The information contained in this guide book is too ........... to be of any use.,outdated,archaic|antiquated|early|outdated,hard
I didn't realise Jean had such a ........... singing voice.,pleasant,pleasurable|pleased|pleasant|pleasure,hard
My grandfather didn't have a(n) ........... education but he was an avid reader.,formal,standard|formal|official|prescribed,hard
Shirley gets away with handing in her homework late because she's the teacher's ........... .,pet,bird|dog|pet|cat,hard
"Although she was dedicated, Tania failed to make the ........... as a professional dancer.",grade,success|top|grade|mark,hard
Among the ........... at the fair there is an aromatherapy and massage tent.,attractions,attractions|appeals|temptations|enticements,hard
"If you think you have a(n) ........... complaint, please put it in writing and address it to the complaints department.",legitimate,lawful|authorised|legitimate|permissible,hard
All the major heads of state were present at the ........... of the agreement.,signing,sign|signature|signing|signal,hard
Ed knows London like the back of his ........... . He used to be a cab driver.,hand,head|hand|mind|life,hard
Applicants are required to pay a small registration ........... of £15.00 towards administration costs.,fee,cash|prize|fee|bill,hard
"They don't need to advertise, they get most of their business by word of ........... .",mouth,mouth|legend|myth|ear,hard
"You can't miss her, she's wearing a ........... top and checked trousers.",stripy,striped|stripy|lined|linear,hard
Magda is very ........... about herbal remedies.,knowledgeable,known|knowledged|knowledgeable|knowable,hard
Whoever is appointed to this position must be ........... enough to deal with our most demanding clients.,assertive,asserted|assertive|asserting|assertable,hard
"Josh can be quite ........... at times, it's almost as if he were a stranger.",distant,far-away|longing|isolated|distant,hard
You can trust Janet to look after the children. She's very ........... .,dependable,dependent|dependable|depending|depended,hard
"He's quite scary looking, with bushy eyebrows and long bushy ........... that go all the way down his cheeks.",sideburns,moustaches|sideburns|fringes|beards,hard
How can she wear a woolly ........... in this heat?,jumper,jumper|shirt|tank-top|jersey,hard
"If you apply ........... mousse to your hair before blow-drying it, it will hold the style for longer.",styling,stylish|styled|styling|styler,hard
When I asked him if I could photograph him he simply ........... his head in agreement.,nodded,shook|bowed|nodded|shrugged,hard
The company’s share prices fell dramatically following the untimely ........... of its founder.,demise,miss|demise|ruin|collapse,hard
Jim Carrey’s latest film is a ........... comedy in which he once again plays the the loveable clown.,slapstick,farce|charade|slapstick|prank,hard
The sound ........... can't have been doing his job properly because the guitars were so loud that we couldn't hear the lead singer.,engineer,engineer|mechanic|constructor|builder,hard
It’s amazing how a talented make-up ........... can make the most plain person look attractive on screen.,artist,technician|artist|carer|beautician,hard
Patrick Swayze stars in this ........... movie that has us accompany him on an uninspiring journey of self-discovery.,road,street|highway|motorway|road,hard
The magnificently restored Winter Gardens give you a ........... of the city’s previous splendour.,sense,feeling|significance|comprehension|sense,hard
"Despite having no money, the Joneses were determined to keep up ........... .",appearances,looks|impressions|countenances|appearances,hard
It’s only ........... sense to take out a private pension these days.,common,common|frequent|general|practical,hard
The director and the producer don't see ........... on certain aspects of production.,eye to eye,face to face|heart to heart|eye to eye|mind to mind,hard
Marie ........... a face when I told her we were having cabbage for dinner.,pulled,pulled|dragged|gave|fixed,hard
The kind of exercises you can do depends on your ........... of fitness.,level,stage|level|step|phase,hard
When will advertisers realise that most people find radio ........... just plain irritating?,jingles,tinkles|rattles|clinks|jingles,hard
The ........... performance of the current computer system is affecting productivity.,substandard,substandard|unseemly|improper|uncouth,hard
Some advertisements work by transmitting ........... messages to the consumer.,subliminal,subconscious|subliminal|underhanded|devious,hard
"Having been in the entertainment industry for over twenty years, Madonna has become a pop ........... .",icon,image|symbol|icon|emblem,hard
Multinational corporations owe their continued success to ........... marketing.,aggressive,offensive|attacking|aggressive|coercing,hard
Any budget review will require a government ........... .,endorsement,authorisation|appreciation|agreement|endorsement,hard
"Many ........... products, such as washing powder, are harmful to the environment.",household,household|housing|home-based|homing,hard
After paying our rent and bills we barely have enough left to make ends ........... .,meet,join|attach|merge|meet,hard
It's hard to keep my head ........... on what I earn.,above water,in the sand|above water|in the clouds|above the rest,hard
The business was set up purely as a front for ........... money.,laundering,laundering|washing|cleaning|rinsing,hard
When Ruth feels depressed she goes on a shopping ........... .,spree,rage|spree|binge|bender,hard
"I can't afford to go on holiday this year, I've got a bit of a cash ........... problem.",flow,run|rush|flux|flow,hard
Hugo Boss has just launched a big advertising ........... to promote their new fragrance.,campaign,strategy|campaign|run|operation,hard
"Now there's only one wage coming in, we'll all have to tighten our ........... .",belts,belts|pockets|waists|hats,hard
We paid for the television and video in monthly ........... .,instalments,stages|instalments|dosages|chunks,hard
Advertisers deny that advertisements contain ........... messages.,coded,concealed|jumbled|coded|mixed,hard
"Now that most people can afford brand new goods, ........... markets are few and far between.",flea,small|trinket|public|flea,hard
"A huge neon ........... in the window read ""All you can eat for £5.99.""",sign,signal|message|hoarding|sign,hard
A two-page ........... in the local paper advertised the opening of the new hypermarket.,spread,spread|splodge|splash|coverage,hard
We had a ........... sale to sell off all the stuff we found in the attic.,garage,parking|garage|station|garden,hard
Sandra's unpleasant ........... suggested that she knew about Amanda's terrible secret.,smirk,grimace|smirk|wince|snort,hard
The news that his job was in jeopardy caused James to ........... with concern.,frown,frown|beam|grimace|howl,hard
The student's rude interruption brought a sharp ........... from his teacher.,retort,retort|recoup|repeat|report,hard
Their discussion quickly developed into a ........... argument over who should receive the money.,heated,hot|burning|heated|scorching,hard
It was ........... of Harry to arrive late and then try to dominate the meeting.,typical,common|usual|ordinary|typical,hard
The salesman demonstrated how a push of the button would cause the aerial to ........... .,retract,rebound|retreat|recoil|retract,hard
Tom was able to ........... a pretty picture of the situation and impress his manager.,paint,paint|draw|present|make,hard
"During their first date, Jane had nervously peppered the conversation with ........... talk.",small,unimportant|tiny|small|trivial,hard
"In the director's opinion, it was high time the actress began to ........... her age.",act,be|reach|act|perform,hard
"Because of the panic around him, the radio ........... had difficulty transmitting the information.",operator,conductor|operator|user|director,hard
"Gossip was ........... among the workers, who were ever anxious to know each other's business.",commonplace,commonplace|regular|ordinary|average,hard
"As a matter of ........... , Robbie never left home without an umbrella during the rainy season.",prudence,prudence|protection|prevention|preclusion,hard
The winds changed and it seemed our sailing team might ........... out on top.,come,float|come|reach|get,hard
I knew Sam was looking for the right tool from the ........... of sounds which came from the shed.,clatter,sputter|clatter|mutter|flutter,hard
"Furiously, she banged down the ........... and immediately dialled the complaints department.",receiver,headset|handle|recipient|receiver,hard
"A pair of ........... trousers, over-used and over-large, did little to improve the boy's appearance.",baggy,wide|flowing|baggy|windy,hard
Pat's ........... of dress frequently harks back to the days when Parisian couture was all the rage.,mode,tone|method|mode|design,hard
Botanists remain baffled by the plant's extraordinary ........... of growth.,pace,pace|rhythm|haste|step,hard
"When he saw the damage to his car, he ........... into a rage.",flew,flew|drove|jumped|rushed,hard
It was some time before she came to ........... with the fact that she had lost.,grips,catches|holds|grips|grabs,hard
The ........... told the candidates to turn over the question paper and begin.,invigilator,inspector|invigilator|tester|assessor,hard
"With your application, you should provide the name of an academic ........... .",referee,evaluator|sponsor|referee|arbitrator,hard
"""Great news! I've been made ........... of Department!""",Head,Leader|Chief|Supervisor|Head,hard
The successful ........... will hold a good degree in Economics and have at least two years' experience.,applicant,applicant|entrant|contestant|contender,hard
Books taken from the short ........... section are due to be returned the next day.,loan,borrowing|credit|loan|return,hard
"For books on accounting and ........... , go to the third floor of the library.",finance,fiscal|finance|monetary|economic,hard
Next year our three-year-old will be starting ........... school.,nursery,nursery|nursing|infancy|toddler,hard
In my first year at university I lived in the halls of ........... .,residence,residence|abode|dwelling|accommodation,hard
Jerry has been burning the midnight ........... over the last few days; his final exam is soon.,oil,lamp|light|candle|oil,hard
You are bound to find information on the stockmarket crash of 1987 in the newspaper ........... .,archives,files|archives|records|collections,hard
"As soon as he read the letter, tears ........... in his eyes.",welled up,filled in|soaked up|welled up|weighed down,hard
It is a ........... conclusion that figures are going to be worse than last year's.,foregone,foregone|foretold|prearranged|pre-planned,hard
For seven years my father was a(n) ........... plumber.,apprentice,pupil|student|assistant|apprentice,hard
I recently started to study History by ........... course.,correspondence,distance|mail|postal|correspondence,hard
The accused confidently ........... that he was innocent.,maintained,preserved|maintained|conserved|defended,hard
State pensions are currently at the centre of a(n) ........... debate.,fiery,scorching|exploded|fiery|flamed,hard
"At the start of the course, everyone is assigned a ........... of studies.",advisor,advisor|consultant|counsellor|guide,hard
"Fortunately, the number of students ........... out of school is lower.",dropping,falling|plummeting|dripping|dropping,hard
The newspaper's ........... has been falling for a number of years.,readership,audience|readership|reputation|status,hard
I prefer ........... newspapers to tabloids.,broadsheet,broadsheet|widespread|expansive|extensive,hard
He was one of the BBC's best-known war ........... .,correspondents,reporters|journalists|followers|correspondents,hard
The advertising space that is divided into sections is generally known as the ........... ads.,classified,small|confidential|classified|small print,hard
The Prime Minister is considering a cabinet ........... .,reshuffle,reorganisation|rearrangement|reshuffle|reconstruction,hard
I subscribe to a ........... literary journal.,quarterly,three-monthly|quarterly|quartered|seasonal,hard
