sentence,answer,distractors,difficulty
"There ............................ between 4,000 and 6,000 languages in the world, depending on how you count them.",are said to be,say to be|are said that|are said to be|said being,hard
I spoke to Victor last night and he says he ............................ while he was on holiday.,had his phone stolen,had stolen his phone|got stolen his phone|was got his phone stolen|had his phone stolen,hard
Why didn't you ............................ you when you moved house?,get Aaron help,have Aaron help|have got Aaron help|have Aaron helped|get Aaron help,hard
"Profits ............................ slightly next year, although we don't predict any job losses.",are expected to fall,expect to fall|are expecting to fall|are expected falling|are expected to fall,hard
It's hard to believe that this film ............................ completely by computer.,has been generated,was been generating|has generated|has been generated|was to generate,hard
"As soon as Dad ............................, we can leave.",has got the car started,has the car starting|has got the car started|got started the car|was got starting the car,hard
Why don't you have a doctor ............................ at your arm if it's hurting you?,look,to look|looking|look|for looking,hard
I wonder if you could let me know what the ............................ fare to Berlin is?,return,round|double|two-way|return,hard
"Mr Parris said he'd like ............................ by Monday, if that's possible.",the report finished,finished the report|the report will be finished|the report finished|have the report finished,hard
Ben crept ............................ on Lisa and put his hands over her eyes.,up,out|round|off|up,hard
The company is expected ............................ a healthy profit this year.,to make,make|to make|making|for making,hard
Maria was just walking along the road when someone on a motorbike ............................ her handbag.,grabbed,clutched|clenched|grabbed|fumbled,hard
Fred Astaire is one of my favourite dancers and I love the way he seems to ............................ across the floor.,glide,glide|march|skid|dash,hard
The new Arts Centre seems to have been ............................ construction for quite some time.,under,in|under|on|below,hard
"Even in a million years, we ............................ go back in time.",won't be able to,couldn't|can't|won't be able to|aren't able to,hard
"I ............................ at the exam paper lying on Mr Gregson's desk, but I didn't want to risk it.",could have looked,could look|can look|can have looked|could have looked,hard
............................ Eliot better tell his mum what happened?,Hadn't,Mustn't|Oughtn't|Shouldn't|Hadn't,hard
You ............................ have let us know you'd changed your phone number.,could,may|could|would|will,hard
............................ lectures at your university?,Don't students have to attend,Haven't students got to have attended|Needn't students have attended|Mustn't students to attend|Don't students have to attend,hard
We ............................ as well try to sell this old sofa before throwing it out.,might,could|should|might|can,hard
Jeremy may well not ............................ about the accident yet.,have been told,tell|to tell|have told|have been told,hard
It's essential that the documents ............................ be destroyed immediately.,should,should|would|ought to|had better,hard
Luckily I ............................ a new pair of sunglasses as I found mine at the bottom of a bag.,didn't need to buy,needn't have bought|didn't need to buy|needed not to buy|hadn't to buy,hard
I'm thinking of going on Million Euro Spender; I'd love to ............................ spend a million euros in one day!,have to,have to|must|can|be able,hard
You ............................ that film last week – it was only released yesterday.,can't have seen,can't have seen|couldn't see|mustn't have seen|didn't need to see,hard
............................ we better get an expert's opinion on this before we make a decision?,Hadn't,Hadn't|Oughtn't|Didn't|Shouldn't,hard
I'd love ............................ afford to take a month or two off.,to be able to,I could|to can|that I will|to be able to,hard
"They're definitely not going to call now, so we might ............................ go to bed.",as well,and|too|as well|also,hard
............................ stand up when the teacher entered the room at your school?,Did you have to,Had you|Did you have to|Must you|Needed you to,hard
"Tamsin ............................ to her graduation ceremony, but she decided not to in the end.",could have gone,could go|can go|can have gone|could have gone,hard
You ............................ have told us you were going to be a bit late!,could,could|may|would|will,hard
Thankfully we ............................ another ticket as Jean didn't turn up.,didn't need to get,needn't have got|didn't need to get|needed not to get|hadn't to get,hard
"If you saw another student cheating in an exam, ............................ somebody?",would you tell,did you tell|do you tell|would you tell|have you told,hard
"Make sure you mix the ingredients well, ............................ you might get lumps in your cake.",otherwise,unless|otherwise|provided|supposing,hard
"Were ............................ my dad, I would never have started playing tennis in the first place.",it not for,it for|it hadn't been for|it to be for|it not for,hard
"If I ............................ hear from Nigel, I'll tell him you were asking after him.",should happen to,happened|should happen to|should to|will happen to,hard
The book would have been perfect ............................ the ending.,had it not been for,had it not been for|it had not been for|it hadn't been for|hadn't it been for,hard
"If you hadn't taken the money, you ............................ in prison now.",wouldn't be,wouldn't have been|hadn't been|haven't been|wouldn't be,hard
Do you think that if we ............................ earlier we might not have missed the coach?,had left,have been leaving|left|had left|have left,hard
"Unless Ray ............................ here soon, I'm going to leave because I'm getting bored.",gets,doesn't get|gets|won't get|will get,hard
What if I ............................ you that there's a good chance I can get tickets for the concert?,were to tell,were to tell|were telling|have told|would to tell,hard
"If there ............................ happen to be any reason for late delivery, please inform our Accounts Department.",should,might|could|would|should,hard
What's the ............................ number of accidents which happen in the home each year?,approximate,approximate|random|close|inexact,hard
I always take my lucky ............................ with me into an exam.,charm,sign|item|charm|spell,hard
"Did you plan to meet up with Emma in London, or was it just a ............................?",coincidence,freak|fate|coincidence|luck,hard
"Johnnie broke the vase, but I'm sure it wasn't ............................ .",deliberate,purposeful|instrumental|desirable|deliberate,hard
We can only ............................ as to the causes of the disaster.,speculate,think|speculate|consider|ponder,hard
The ............................ of one winning the lottery is hardly worth even considering.,likelihood,hazard|luck|fortune|likelihood,hard
I didn't know my guess was going to be right – it was just ............................ .,pot luck,pot luck|odds|draw|gamble,hard
Do you believe in that old ............................ about not walking under a ladder?,superstition,curse|misfortune|uncertainty|superstition,hard
The new regulations have ............................ up a number of problems for the company.,thrown,come|thrown|got|moved,hard
We ............................ on the beach now if we hadn't missed the plane.,could be lying,might have lain|would lie|could be lying|would have lain,hard
"I admit breaking the window, but it wasn't ............................ .",deliberate,instrumental|purposeful|deliberate|desirable,hard
Ian Mills won the election ............................ all the odds.,against,despite|without|against|below,hard
"We're saving for our holiday, so we're ............................ back on luxuries this month.",cutting,dropping|moving|giving|cutting,hard
"It would have been a great journey, ............................ we not got lost along the way.",had,had|would|should|might,hard
"Nobody wanted to tell Richard he wasn't invited, but I drew the short ............................ so I had to do it.",straw,straw|stick|pole|rod,hard
Scientists are predicting that the volcano might erupt so people have been ............................ from the area.,evacuated,escaped|emigrated|exported|evacuated,hard
I expect you'll feel a lot better when you ............................ your exams out of the way.,have got,will get|have got|had got|are getting,hard
I suppose I found it hard at my new school because I just ............................ to the situation.,wasn't used,didn't use|used not|wasn't used|wasn't getting used,hard
By the end of next month Annabel and I ............................ out with each other for three years.,will have been going,will have been going|will go|have been going|will be going,hard
We have to leave now because we are due ............................ in Edinburgh by six.,to be,being|to being|to be|be,hard
"Our plane tickets never arrived, ............................ in the post.",having been lost,were lost|having lost|had been lost|having been lost,hard
It ............................ that there is easily enough food in the world to feed everyone.,has been calculated,has been calculated|calculates|being calculated|would calculate,hard
It was the first time I ............................ in such an important match.,had ever played,was ever playing|have ever played|have ever been playing|had ever played,hard
It turned out that I ............................ have bought Frank a present after all.,needn't,mustn't|oughtn't|needn't|mightn't,hard
"Nobody has any firm information, so we can only ............................ on what caused the accident.",speculate,guess|contemplate|speculate|assume,hard
"Cars have been banned from the city centre, which makes the area much safer for ............................ .",pedestrians,passersby|onlookers|pedestrians|footmen,hard
There has been a real boom in ............................ electronics over the last three decades.,consumer,consumer|customer|buyer|client,hard
"When I realised that I'd left my homework at home, I quickly ............................ back to get it.",dashed,crept|dashed|crawled|drifted,hard
"I know it's got his name on the cover, but he used a ............................ .",ghostwriter,correspondent|model|ghostwriter|fellow,hard
The text doesn't give you the answer explicitly – you have to ............................ it from the evidence.,deduce,convert|grasp|reckon|deduce,hard
Are you having a ............................ exam before you sit the actual exam in June?,mock,fake|mock|false|dress,hard
"I couldn't decide what to write about, when I suddenly ............................ upon the idea of doing something on writer's block.",hit,thought|chanced|hit|arrived,hard
Imagine ............................ when the ancient Egyptians built the pyramids. How would your life have been different?,you'd been living,you'd been living|you're living|you live|you've been living,hard
What if your cat suddenly ............................ to you right now? How would you react?,started talking,had started talking|is starting to talk|starts talking|started talking,hard
Would Rubik have become rich if he ............................ the Rubik's Cube?,hadn't invented,hadn't invented|hadn't been inventing|didn't invent|wasn't inventing,hard
It's high time ............................ rid of this old sofa.,we got,we got|we get|for us to get|to get,hard
It's amazing how Jenny acts as though she and Darren ............................ serious problems at the moment.,weren't having,aren't having|weren't having|hadn't had|hadn't been having,hard
............................ either of you want some more dessert?,Did,Had|Would|Did|Were,hard
"If you ............................ to attend the wedding, would you still have to reply to the invitation?",weren't planning,aren't planning|don't plan|weren't planning|hadn't been planning,hard
"Apparently, Lewis would rather we ............................ anything special for his 18th birthday next month.",didn't organise,don't organise|didn't organise|haven't organised|aren't going to organise,hard
"Thankfully, she only suffered ............................ injuries in the accident.",minor,minor|meagre|minute|tiny,hard
"A half, written as a/an ............................, looks like this: 1/2.",fraction,fraction|rate|ratio|equation,hard
"In a few hundred years' time, oil will not be nearly so ............................ here on Earth.",abundant,abundant|ample|considerable|immense,hard
............................ is measured in cm³ or m³.,Volume,Mass|Extent|Volume|Magnitude,hard
Don't wash that sweater in really hot water or it'll ............................ .,shrink,diminish|shrink|reduce|decrease,hard
Maps on paper can only show the world in two ............................ .,dimensions,areas|masses|dimensions|proportions,hard
Why are all your clothes in a ............................ on the floor?,heap,bulk|batch|heap|sum,hard
Sending out e-mails that people haven't asked for to ............................ addresses is often known as 'spamming'.,multiple,sufficient|widespread|countless|multiple,hard
It's high time ............................ up to your responsibilities as a parent.,you faced,to face|you face|you faced|you have faced,hard
"I'd rather you ............................ anything for tonight, but I suppose it's too late to change things now.",hadn't arranged,not arrange|don't arrange|didn't arrange|hadn't arranged,hard
Do you wish ............................ a formal complaint?,to make,to make|making|you made|you to make,hard
If only people in our grandparents' generation ............................ the opportunities that we take for granted nowadays.,could have had,could have|could have had|would have had|have had,hard
Joan definitely wishes she ............................ to do all the housework.,didn't have,doesn't have|didn't have|wouldn't have|hadn't,hard
"............................ any heavier, we'd never have made it on time.",Had the traffic been,Were the traffic|Had the traffic been|Should the traffic be|Be the traffic,hard
I'd never kill an animal unless it ............................ me first.,attacked,has attacked|will attack|attacks|attacked,hard
"Imagine the Internet ............................ created. Our lives would be so different, don't you think?",hadn't been,wasn't|hadn't been|to not be|to not have been,hard
I ............................ when Colin asked me to make him a cup of tea.,had hardly sat down,had sat hard down|had sat down hardly|had hardly sat down|had hard sat down,hard
Where's that ............................ dress that your grandma gave you?,"lovely, long, pink, silk","lovely, long, pink, silk|pink, long, lovely, silk|lovely, pink, long, silk|long, pink, silk, lovely",hard
"Although he ............................ to Ernest Hemingway, I think his books are unique.",has often been compared,often has been compared|has often been compared|has often compared|has been comparing often,hard
Don't you think ............................ in society have a responsibility to help those less fortunate?,the wealthy,wealthy|wealthier|wealthiest|the wealthy,hard
The rents in this area are ............................ the highest in the city.,far and away,far from away|away by far|far and away|far to away,hard
The coastguard boarded the ship and found ............................ .,four injured men alive,four injured alive men|alive four men injured|four injured men alive|injured four alive men,hard
"To be honest, Harry has ............................ than you have.",been considerably more helpful,been more helpful considerably|been considerably more helpful|been more considerably helpful|considerably been more helpful,hard
I'm ............................ my brother is.,nowhere near as ambitious as,nowhere like so ambitious|nothing near as ambitious as|nothing as ambitious than|nowhere near as ambitious as,hard
It was ............................ from the most comfortable flight I've ever been on.,far,far|further|away|way,hard
This fabric has the ............................ of silk but it's very cheap.,texture,stroke|substance|friction|texture,hard
This winter wasn't ............................ as difficult as last winter.,nearly,almost|closely|nearly|just,hard
The gym instructor told us to spread ............................ so that we'd have enough room to do the exercises.,out,over|round|out|off,hard
Reports are coming in that a flood has hit a heavily ............................ area in the south of India.,populated,crowded|personalised|peopled|populated,hard
The couple were finally ............................ by the landlord after not paying rent for six months.,evicted,demolished|evicted|rejected|evacuated,hard
It was getting ............................ dark so we decided to head for home.,fairly,utterly|absolutely|totally|fairly,hard
You'll have to ............................ your jacket quite hard to get the grass stain off it.,scrub,polish|scrub|pat|crush,hard
"More than 80 people came to the exhibition, many of ............................ children had pictures on the walls.",whose,who|whom|whose|which,hard
The man ............................ to safety was in his forties.,lifted,who was lifting|lifting|lifted|having been lifted,hard
Who was the receptionist ............................ the phone at the time?,answering,answering|was answering|having answered|to answer,hard
"............................ a scholarship, I entered the frightening and unknown territory of private education.",Having been awarded,To award|To be awarded|Having awarded|Having been awarded,hard
"............................ half a chance, I'd be there in a flash!",Given,Giving|Given|Being given|To be given,hard
"............................ quickly we ran, we just couldn't catch up with the van.",However,Although|Even|Much|However,hard
"I got totally fed up with telesales, ............................ being quite good at it.",despite,although|despite|however|even if,hard
"............................ they get the letter tomorrow, you still won't get a reply before the weekend.",Even if,Even though|Even if|While|However,hard
The woman ............................ is being held at Granchester Police Station.,arrested,who arrested|arresting|arrested|was arrested,hard
"Britain has been in the European Community for more than 30 years. ............................ , there are still occasional calls for its withdrawal.",However,However|Despite|Even though|In spite of,hard
"............................ I'd like to help you out, I'm afraid I just haven't got any spare money at the moment.",Much as,Even|Despite|Much as|Try as,hard
Is that the bookshop ............................ they've also got a café?,where,where|which|whose|with whom,hard
You're the first person I've met ............................ political views are more left-wing than mine!,whose,who has|who's|whose|for whom,hard
"This government would destroy all our civil liberties, ............................ half a chance.",given,giving|being given|given|having been given,hard
Not until we have no choice ............................ the business down.,will we close,close we|we will close|will we close|we close,hard
It was ............................ a victory that even Smith's fans couldn't believe it.,so surprising,such surprising|so surprising|too surprising|surprising enough,hard
At no time ............................ I was going to fail the exam.,did I think,did I think|thought I|I thought|was I thought,hard
So ............................ that they actually finished three weeks early.,fast were the builders,were the builders fast|fast the builders were|the builders were fast|fast were the builders,hard
Never ............................ complete and utter rubbish!,have I heard such,have I heard so|I heard such|did I hear so|have I heard such,hard
In no way ............................ that people will be prevented from organising peaceful protests.,does this law mean,this law means|means this law|does this law mean|this law does mean,hard
"If you don't put the tent up ............................ , it might blow away!",carefully enough,too carefully|so carefully|such carefully|carefully enough,hard
No sooner ............................ everyone started to gossip about him.,had Mike left than,had Mike left than|did Mike leave when|left Mike when|Mike had left than,hard
"'I can't stand this hot weather!' 'No, ............................ . Dreadful, isn't it?'",neither can I,so can't I|neither can I|so I can't|nor I can,hard
'We were at the Rolling Stones concert last weekend.' 'Were you? So ............................ !',was I,I was|was I being|I was there|was I,hard
"We all have to follow the rules, and none of us is ............................ the law.",above,beyond|over|above|onto,hard
"Apparently, before the fight some of the youths had ............................ themselves with knives.",armed,fitted|installed|armed|readied,hard
The woman was convicted and sentenced ............................ six months in prison.,to,for|on|with|to,hard
"Since it was a minor offence, Derek was sent to ............................ prison.",an open,an open|an easy|a soft|a weak,hard
A middle-aged man was seen running away from the ............................ of the crime.,scene,place|scene|location|point,hard
I work such long hours that I don't really have time for much of a ............................ life.,social,friendly|outgoing|social|free,hard
Don't worry – the documents are safely ............................ lock and key at my place.,under,under|in|on|within,hard
The most powerful force in a teenager's life is probably ............................ pressure.,peer,friend|peer|company|crowd,hard
We are pleased to inform you that we have decided to ............................ your request for British citizenship.,grant,give|grant|permit|donate,hard
We finally managed to ............................ our way through the crowd and reach the exit.,force,create|insist|move|force,hard
There has been a lot of ............................ surrounding the government's proposed scheme.,controversy,controversy|consent|conformity|consequence,hard
"Our town has a real problem with youth crime, ............................ do many other British towns.",as,so|nor|as|like,hard
Warning: anyone caught stealing from these premises will be ............................ .,prosecuted,advocated|undermined|prosecuted|enforced,hard
"The local authorities need to ............................ down on illegal parking, in my opinion.",crack,hit|force|move|crack,hard
"If the service isn't up to standard, I think you have ............................ right to complain.",every,all|each|much|every,hard
Jim's a tough character and certainly won't let anyone push him ............................ .,around,up|off|around|through,hard
The ............................ I don't understand is why Emily lets her boyfriend get away with it.,thing,reason|object|item|thing,hard
My uncle pulled a few ............................ and got me a job in the company where he works.,strings,ropes|strings|threads|chords,hard
Are these windows really not made of ............................ ?,glass,the glass|a glass|glass|glasses,hard
I fancy playing poker. Have we got a ............................ of cards anywhere?,pack,pack|pair|bunch|set,hard
"Luckily, only ............................ of the medicine got spilt.",a little,little|a little|few|a few,hard
The ............................ on the kitchen table.,groceries are,grocery is|grocery are|groceries is|groceries are,hard
Hardly ............................ of the paintings at the gallery were for sale.,any,none|few|some|any,hard
It's ............................ opportunity to see African wildlife in its natural environment.,a unique,an unique|a unique|the unique|unique,hard
"You can't just demand ............................ , you have to earn it.",respect,a respect|the respect|any respect|respect,hard
Almost ............................ person I've asked says they're going on the anti-war demonstration next Saturday.,every,every|each|all the|the entire,hard
"I always clean the flat before my mum comes round, but she always finds at least one ............................ of dust and says it's filthy!",speck,scrap|gust|speck|blade,hard
There seem to be a/an ............................ of people in the street. What's happening?,number,amount|deal|number|plenty,hard
............................ of birds over a city usually predict cold weather.,Flocks,Herds|Flocks|Packs|Groups,hard
"Only ............................ people have joined the website so far, but we're hoping membership will increase over the next couple of months.",a few,few|a few|little|a little,hard
It's one of the worst books I've ever read. Its only redeeming ............................ is that it's quite short!,feature,aspect|feature|element|factor,hard
"With over 500 hits from the 60s, 70s and 80s, this is the ............................ hits collection.",ultimate,exquisite|satisfactory|optimum|ultimate,hard
The concrete is ............................ by putting metal bars in it; this makes it stronger and more durable.,reinforced,reinforced|refurbished|renovated|streamlined,hard
This plate's a collector's ............................ and is actually worth quite a lot of money.,item,bit|article|object|item,hard
"When she suggested ............................ over the weekend, I was so angry that I threatened to quit.",me working,me to working|me to work|me work|me working,hard
The manager requested that all staff ............................ present at the meeting.,be,have been|be|are being|being,hard
Didn't you ............................ that Martha wasn't with Ashley?,think it strange,think it strange|think strange|think strangely|think it strangely,hard
It's very important that we ............................ as soon as there's any change in the patient's condition.,be notified,be it notified|being notified|were notified|be notified,hard
I feel ............................ to inform the committee that a number of members are very unhappy with the decision.,it my duty,my duty|this my duty|it my duty|that my duty,hard
"After what the manager said this morning, I didn't ............................ him about the problems I've been having.",dare tell,dare telling|dare it telling|dare tell|dare to telling,hard
Don't you ............................ that Veronica and George are still together?,find it incredible,incredibly find|find incredible|find incredibly|find it incredible,hard
You shouldn't have let Kerry ............................ without apologising for what you said to her.,leave,leave|to leave|leaving|to leaving,hard
It was a bit embarrassing when the teacher caught us ............................ during the test.,cheating,to cheat|cheating|cheat|to cheating,hard
It's not fair to make the dog ............................ in the car on such a hot day.,wait,to wait|waiting|wait|for waiting,hard
I couldn't believe it when Marcy accused me of ............................ in her relationship with Joe.,interfering,intervening|interacting|interfering|intercepting,hard
Do you think there might be a ............................ between Angie's behaviour and the accident she had?,link,link|tie|bond|junction,hard
"Suddenly, I overheard Melissa and Alex talking about me in the ............................ room.",adjacent,attached|beside|near|adjacent,hard
It's difficult to translate because there's no ............................ for that word in English.,equivalent,twin|clone|copy|equivalent,hard
Andrea and Theresa are so different! You couldn't have two more ............................ sisters.,contrasting,dislike|contrasting|conflicting|distinguished,hard
"Keeping a relationship going is hard enough, without any ............................ pressure from parents.",external,external|incoming|outward|outdoor,hard
Having your heart broken is an ............................ part of growing up.,integral,inward|inset|integral|internal,hard
"Getting divorced was a ............................ decision, so I don't blame my ex-wife.",joint,relative|related|cooperative|joint,hard
But what you're saying now isn't ............................ with what you said last week.,consistent,coherent|consistent|confirmed|continuous,hard
You have to go through a number of ............................ stages before you become an expert.,intermediate,medium|average|moderate|intermediate,hard
"There's no ............................ between Gary and Mark, even though they are brothers.",resemblance,resemblance|appearance|correspondence|reflection,hard
There's no reason why people of different races can't ............................ quite peacefully together.,coexist,endure|be|inhabit|coexist,hard
What you're saying now ............................ what you said earlier.,contradicts,disputes|contradicts|comprises|interferes,hard
The speaker stopped ............................ his notes before continuing.,to check,checking|check|to check|to checking,hard
I read somewhere that the youngest ............................ in a family is often the funniest.,sibling,sibling|spouse|guardian|citizen,hard
Many people consider Davies ............................ the finest artist of his generation.,to be,be|being|to be|to being,hard
"After the investigation, the accident was put down to human ............................ .",error,mistake|wrong|error|slip,hard
Do you think the generation ............................ between parents and teenagers is getting wider?,gap,split|divide|crack|gap,hard
"Everyone started to ............................ around the old woman on the floor, but no one offered her any help.",crowd,crowd|spread|put|hang,hard
"Rebecca didn't deserve ............................ punished quite so severely, if you ask me.",to be,be|being|to be|to being,hard
Do you deny ............................ this with the defendant on the day in question?,discussing,to discuss|discussing|of having discussed|to have discussed,hard
Why did you refuse ............................ the police officer's questions? It only makes you look guilty!,to answer,to answer|answering|that you answer|for answering,hard
It's about time Mrs Richards apologised to me ............................ me a gossip in front of everybody.,for having called,to have called|from calling|that she called|for having called,hard
She may claim ............................ a PhD but nobody's ever actually seen the certificate.,to have,having|for having|to have|if she has,hard
The kids suggested ............................ a pizza tonight. What do you think?,getting,to get|we'll get|getting|for getting,hard
I do agree there ............................ simple solution to this problem.,is no,is no|be not|not to be|not being,hard
Tammy responded ............................ that at least she'd never lied to her parents.,by saying,to say|that she said|by saying|with having said,hard
I'm begging ............................ .,you to stay,you to stay|that you stay|your staying|you for staying,hard
"Although she would have preferred to carry on working, my mum ............................ her career in order to have children.",sacrificed,devoted|repealed|sacrificed|abolished,hard
"I find the offer quite ............................ , but I think I'd rather study at Oxford.",tempting,tempting|desirous|inclined|envious,hard
"I don't normally like noisy clubs, but I had a sudden ............................ to see what the Blue Parrot was like.",impulse,force|motive|pressure|impulse,hard
Jerry loves snowboarding so much that it's almost like a drug ............................ .,addiction,passion|obsession|addiction|requirement,hard
"I don't want to do the course in applied statistics, but it's ............................ .",compulsory,compulsory|inevitable|bound|indecisive,hard
Don't worry about me – I'm quite ............................ to sit here and wait for you to come back.,content,ecstatic|delighted|joyful|content,hard
"When I was pregnant, I often got a sudden ............................ for tinned sardines.",craving,preference|craving|envy|greed,hard
"Thank you for thinking of us, but I'm afraid we're going to have to ............................ your kind invitation.",decline,decline|deny|condemn|reject,hard
I've never seen anyone so ............................ to their job as Philip is.,dedicated,eager|keen|dedicated|interested,hard
Why do you have such a ............................ with model railways?,fascination,desire|fascination|love|preference,hard
I wish you would stop wasting so much time on computer games and do something a little more ............................ .,worthwhile,welcome|enviable|feasible|worthwhile,hard
Olivia has always ............................ to return to the country she was born in.,yearned,favoured|yearned|urged|inclined,hard
I get so stressed at work it's hard sometimes to ............................ in the evenings.,unwind,unwind|undo|undergo|untie,hard
How dare you accuse me ............................ !,of cheating,to cheat|cheating|that I cheat|of cheating,hard
You know what they ............................ : variety is the spice of life!,say,say|tell|speak|state,hard
The interviewer asked ............................ the question.,him 12 times to answer,for him answering 12 times|that he answer 12 times|him 12 times to answer|12 times his answering,hard
Was it always an ............................ of yours to play for France?,aspiration,urge|adoration|anticipation|aspiration,hard
Jon asked Todd if ............................ arrested!,he had ever been,he was ever|was he ever|he had ever been|had he ever been,hard
"The play wasn't very good but it wasn't very bad either. ............................ , I'd say.",Mediocre,Medium|Mediocre|Metric|Mellow,hard
Going down white-water rapids in a canoe must be extremely ............................ ! Does your heart start beating really fast?,exhilarating,trivial|mundane|sedentary|exhilarating,hard
My jeans ............................ in the wash and they're too small for me now.,shrank,reduced|deteriorated|shrank|diminished,hard
Would you like to arrange to pay by direct ............................ ?,debit,debt|debit|deposit|dividend,hard
I threw some biscuit ............................ on the ground and a whole load of pigeons swooped down and started eating them.,crumbs,grains|specks|flakes|crumbs,hard
"The insects looked and tasted so horrible, I ............................ with disgust as I tried to force them down.",grimaced,gloated|grinned|grimaced|chuckled,hard
Have you been ............................ against tetanus in the last ten years?,inoculated,prescribed|diagnosed|injected|inoculated,hard
There's no way the police will be able to ............................ this law.,enforce,enforce|administer|dominate|reign,hard
The union is seriously considering taking industrial ............................ .,action,activity|action|contract|reactor,hard
Has Britain's influence in the world ............................ since the Second World War?,declined,decayed|worsened|declined|devastated,hard
Da Vinci's Mona Lisa is ............................ ; if it was destroyed no amount of money could ever replace it.,priceless,priceless|worthless|valueless|invaluable,hard
I wouldn't call her a close friend. She's more of a/an ............................ really.,acquaintance,ancestor|successor|acquaintance|peer,hard
Aid agencies are still ............................ the situation.,assessing,estimating|deducing|assessing|assuming,hard
We still ............................ to the idea.,haven't got used,don't use|didn't use|don't get used|haven't got used,hard
Not voting in elections preserves the ............................ quo.,status,status|state|statue|statute,hard
"Jake's completely round the ............................ , isn't he?",bend,edge|side|corner|bend,hard
That's the last time ............................ here.,I'm ever coming,I've ever come|I'm ever coming|I ever came|I'd ever come,hard
How many flats ............................ at so far?,have you looked,do you look|are you looking|have you looked|have you been looking,hard
Relations between the two islands have ............................ further recently.,deteriorated,decayed|deteriorated|spoiled|distorted,hard
"When we landed, ............................ on the plane for 18 hours!",we'd been,we are|we were|we've been|we'd been,hard
They are unlikely to find any new evidence because so much time has ............................ since the crime.,elapsed,spanned|postponed|lapsed|elapsed,hard
Three Mexican fishermen were rescued today after ............................ at sea for nine months.,drifting,wandering|roaming|drifting|sinking,hard
"By the time we ............................ out on a Sunday, the bathroom was full of water.",got a plumber to come,have a plumber come|got a plumber coming|got a plumber to come|had a plumber to come,hard
"These days, I only see Morgan once in a ............................ moon.",blue,green|grey|blue|white,hard
Nobody at the time knew that Patrick ............................ one day end up running the company.,would,would|can|will|may,hard
The accused ............................ out to prove his innocence.,set,put|had|set|took,hard
"My only ambition, really, is to settle down and ............................ a family.",raise,grow|raise|bring|make,hard
Experts say that there were a number of reasons for the fall of the Roman Empire. There ............................ a number of reasons for the fall of the Roman Empire.,are said to have been,are said to have been|said to be|are said being|was said being,hard
"Do please ............................ me posted on this, won't you?",keep,get|have|make|keep,hard
"As it's not out on DVD yet, we might ............................ get it on video, I suppose.",as well,also|as well|too|and,hard
"............................ for you, I'd never have had the courage to enter the talent show.",But,Except|Had it not|But|Apart,hard
"Had the electrician not come in time, we would ............................ last night's party by candlelight.",have had to have been having,have to have|have to be having|have had to have had|have had to have been having,hard
There's so much technical ............................ in this manual that I can't really understand it.,jargon,jargon|slang|tongue|speech,hard
"That ............................ the day we went to Margate because it was raining that day, not sunny.",couldn't have been,mustn't have been|couldn't have been|shouldn't have been|needn't have been,hard
Water is a very ............................ resource in the desert.,scarce,odd|stray|random|scarce,hard
Why do I always ............................ the short straw?,draw,draw|pull|drag|pluck,hard
Let's go to the beach – it's ............................ a day to sit indoors.,too nice,nice enough|too nice|so nice|such nice,hard
"Old Mrs Duckworth was coming down the road, weighed ............................ with bags of shopping.",down,down|out|on|off,hard
Everyone in our street seems to think that it's very important to ............................ up with the Joneses.,keep,get|set|keep|stay,hard
"When we were in Athens, I bought a ............................ statuette.","beautiful, little, white, marble","white, beautiful, marble, little|marble, beautiful, little, white|beautiful, little, marble, white|beautiful, little, white, marble",hard
"Can you get those aspirin that ............................ in water, because I can't take the others?",dissolve,dilute|dissolve|diminish|dispense,hard
The house I was born in was ............................ some time ago.,demolished,evicted|smashed|ground|demolished,hard
I wish I ............................ there to see Gabriel's face when you told him!,could have been,can be|would have been|would be|could have been,hard
I'll just ............................ some ice to go in our drinks.,crush,crush|squeeze|squash|compact,hard
............................ rare artefacts were they that the museum decided to insure them.,Such,So|Such|Too|Very,hard
Even ............................ I work all night I won't finish.,if,although|if|so|when,hard
Little ............................ that it was actually all a joke.,did I realise,my realising|for me to realise|I realised|did I realise,hard
Do you think you could pull a few ............................ for me and get someone at the office to look at my drawings?,strings,strings|chords|ropes|wires,hard
"I didn't get the job, but I'll just have to ............................ and bear it, won't I?",grin,smile|grin|smirk|beam,hard
This drug has no known ............................ effects.,side,fringe|corner|edge|side,hard
"............................ as I'd love to, I won't be able to come.",Much,Though|Despite|Even|Much,hard
I hope the government reduces the amount of ............................ tape required to start a new company.,red,green|blue|red|yellow,hard
The sky suddenly went dark as a huge ............................ of birds passed overhead.,flock,herd|flock|pack|tribe,hard
The salesman neglected ............................ that the price didn't include delivery.,to mention,in mentioning|mentioning|mention|to mention,hard
............................ of the students did well in the test.,Only a few,Only a few|Much|Little|Only a little,hard
What kind of world do you want to leave behind for your ............................ ?,descendants,ancestors|predecessors|descendants|siblings,hard
My relationship with Isaac is one of ............................ respect.,mutual,mutual|compatible|relative|integral,hard
A sudden ............................ of wind blew the letter out of my hand.,gust,speck|grain|flake|gust,hard
My younger sister's in ............................ .,year 7 at school,the year 7 at school|a year 7 at the school|year 7 at school|the year 7 at the school,hard
My old home was a sight for ............................ eyes after I'd been away for so long.,sore,injured|hurting|painful|sore,hard
