sentence,options,answer,difficulty,question_type
The new law is ............ the old one.,"more stricter than|the strictest than|much strictest from|much stricter than",much stricter than,medium,VOCAB
We had ............ a good time at the party that I didn't want it to end.,"so|too|enough|such",such,medium,VOCAB
Scientists haven't found a ............ for that disease yet.,"healing|therapy|remedy|cure",cure,medium,VOCAB
I really like Lebanese ............ .,"cuisine|kitchen|plate|dish",cuisine,medium,VOCAB
I'm not sure Brian ............ up to going on a long walk yet.,"touches|feels|senses|experiences",feels,medium,VOCAB
You may experience some side ............ when you take this medicine.,"results|consequences|effects|products",effects,medium,VOCAB
I'll ask the waiter to bring us the ............ .,"menu|catalogue|brochure|leaflet",menu,medium,VOCAB
Three people were ............ in the accident.,"damaged|injured|spoilt|broken",injured,medium,VOCAB
"First, ............ the onions in a little vegetable oil until crispy brown.","fry|bake|grill|boil",fry,medium,VOCAB
Inviting both Doug and Shirley to the party is a ............ for disaster!,"prescription|receipt|recipe|bill",recipe,medium,VOCAB
'Why did you get the bus to work?' 'I'm having my car ............ at the moment.',"servicing|serviced|to service|to be serviced",serviced,medium,VOCAB
I got my little brother ............ my bedroom for me!,"tidied|having tidied|to tidy|tidy",to tidy,medium,VOCAB
Most fast food ............ to be unhealthy but I'm not sure that's true.,"said|it is said|has said|is said",is said,medium,VOCAB
"'Maybe that's Stan at the door.' 'No, it ............ be. He's gone to Trevor's for the weekend.'","can't|mustn't|shouldn't|wouldn't",can't,medium,VOCAB
Shona could ............ before she learnt to talk properly!,"have sung|sing|be singing|have to sing",sing,medium,VOCAB
Those books I ordered should ............ by now.,"be delivering|have delivered|have been delivered|have been delivering",have been delivered,medium,VOCAB
It's very kind of you to bring some cakes with you but you really ............ to.,"didn't need|needn't have|needn't|not need",needn't have,medium,VOCAB
Eating so much chocolate really isn't good ............ you.,"to|at|for|with",for,medium,VOCAB
The speaker ............ the audience's attention to the numbers on the screen.,"pulled|got|drew|made",drew,medium,VOCAB
"As the storm started, we saw a huge flash of ............ .","thunder|rain|flood|lightning",lightning,medium,VOCAB
I'm in two ............ about whether to go to the wedding or not.,"brains|thoughts|minds|heads",minds,medium,VOCAB
Slow down! I can't ............ with you!,"get on|drop out|put down|keep up",keep up,medium,VOCAB
All the town's drinking water comes from a ............ a few miles away.,"puddle|pond|bowl|reservoir",reservoir,medium,VOCAB
It's very important in today's world to be able to ............ a foreign language.,"say|speak|talk|tell",speak,medium,VOCAB
Hugh was quite worried because he hadn't ............ for the test.,"studied|examined|read|learned",studied,medium,VOCAB
I ............ sight of the robber just before he disappeared around the corner.,"caught|got|took|had",caught,medium,VOCAB
Could you tell me ............ ?,"where is the manager|the manager is where|where the manager is|about where is the manager",where the manager is,medium,VOCAB
I can't help ............ that Charlotte would look better if she lost some weight.,"to think|thinking|to thinking|think",thinking,medium,VOCAB
Did you remember ............ Cheryl to bring her CD player tomorrow night?,"to ask|asking|to asking|ask",to ask,medium,VOCAB
"After finishing her course, Rachel went on ............ a well-known lawyer.","to become|becoming|to becoming|become",to become,medium,VOCAB
"'The exhibition was great, wasn't it?' 'Yes. Did you ............ the Picassos?'","see|saw|have seen|had seen",see,medium,VOCAB
"It's been a really hot summer, ............ ?","wasn't there|hasn't it|didn't there|wasn't it",hasn't it,medium,VOCAB
The company spends more on advertising ............ to increase sales.,"order|so|so as|for",so as,medium,VOCAB
I've been revising all day and I only stopped for half an hour ............ lunch!,"to have|having|to having|have",to have,medium,VOCAB
"When we ............ at global poverty, it can often feel like we will never solve the problem.","see|look|watch|observe",look,medium,VOCAB
"One of my favourite actors is Jim Carrey, who has ............ in some very funny films.","played|acted|gone|pretended",acted,medium,VOCAB
I don't know what we're going to ............ if I lose this job.,"get by|give away|live on|grow on",get by,medium,VOCAB
The man was arrested when his ............ passport was spotted at the airport.,"artificial|plastic|unreal|fake",fake,medium,VOCAB
That necklace is wonderful! It must have ............ you a fortune!,"done|charged|spent|cost",cost,medium,VOCAB
I hope I can ............ you to be there if I need any help.,"let down|get through|make out|count on",count on,medium,VOCAB
Only $300 for that laptop? That's a real ............ !,"sale|bargain|contract|donation",bargain,medium,VOCAB
Why don't you ............ the queue while I go and get some cash out of the machine?,"enter|stand|join|belong",join,medium,VOCAB
This is the book in ............ Foster describes his experience of the war.,"that|what|where|which",which,medium,VOCAB
"Isn't that Tim, the boy ............ father owns a huge yacht?","whose|his|which|that",whose,medium,VOCAB
'What did Maria ask you?' 'She asked me ............ I had ever been abroad.',"that|whether|for|about",whether,medium,VOCAB
"Tina gave her ticket to the concert to John, ............ then sold it to Nick.","which|he|who|whom",who,medium,VOCAB
Mr Anderson refused ............ the policeman into his house.,"allowing|to allowing|that he allowed|to allow",to allow,medium,VOCAB
The explanation ............ for the problems didn't satisfy anybody.,"giving|which gave|given|having given",given,medium,VOCAB
"I'm afraid I'm a little short ............ money this month, so I can't lend you any.","of|from|with|for",of,medium,VOCAB
"Eventually, William agreed ............ his teacher what he had behind his back.","that he shows|with showing|to show|on showing",to show,medium,VOCAB
"The top is your colour, but are you sure it ............ you? It looks a bit big.","suits|fits|matches|goes",fits,medium,VOCAB
"When Ed finally ............ at the age of 65, after 40 years in the same company, they gave him a watch.","resigned|promoted|retired|fired",retired,medium,VOCAB
"When you ............ the interview, remember to bring some samples of your work.","apply|attend|join|make",attend,medium,VOCAB
Most people who work in the centre of London ............ from the suburbs every morning.,"commute|deliver|connect|spread",commute,medium,VOCAB
"When we start work in the morning, I usually ............ at the schedule for the whole day.","glimpse|watch|monitor|glance",glance,medium,VOCAB
All the members of ............ were asked to attend the meeting.,"employees|workers|company|staff",staff,medium,VOCAB
The ............ decided to call a strike over pay and the factory was closed for 48 hours.,"charity|club|union|institution",union,medium,VOCAB
The customer was so annoyed that he ............ the receipt in front of the manager!,"ripped up|took over|tried on|wore out",ripped up,medium,VOCAB
I think you should be very proud ............ everything you've achieved.,"from|in|of|for",of,medium,VOCAB
It's about time you ............ yourself a job.,"got|get|will get|had got",got,medium,VOCAB
"I know you don't like saving money, but suppose you ............ your job. What then?","will lose|lost|are losing|would lose",lost,medium,VOCAB
'They've got some great clothes on sale in there!' 'If only I ............ the time to go shopping!',"will have|can have|had|have",had,medium,VOCAB
'Shall I come over at nine?' 'I'd rather ............ at ten instead.',"you come|you will come|you had come|you came",you came,medium,VOCAB
Rarely ............ designer labels at affordable prices.,"you find|are you find|find you|do you find",do you find,medium,VOCAB
I wish ............ about work all the time. It's so boring!,"you don't talk|you not talk|you wouldn't talk|you hadn't talked",you wouldn't talk,medium,VOCAB
"In Britain, most shops close at 6 pm, ............ in other countries they often open in the evening, too.","despite|moreover|nevertheless|whereas",whereas,medium,VOCAB
"Mr Foster has decided ............................ , so we're going to have a party.","retire|to retire|retiring",to retire,hard,VOCAB
I'm in a real ............................ and I just don't know what to do.,"dilemma|paradox|query|hunch",dilemma,hard,VOCAB
They're staying in rented accommodation for the time ............................ .,"going|making|doing|being",being,hard,VOCAB
Is it really the first time ............................ first class?,"you ever fly|you're ever flying|you've ever flown|you've ever been flying",you've ever flown,hard,VOCAB
............................ getting a pet tarantula?,"Does Claire really think of|Is Claire really thinking of|Has Claire really thought that|Has Claire really been thinking that",Is Claire really thinking of,hard,VOCAB
............................ Alan for hours but he just doesn't answer his mobile. I hope nothing's wrong.,"I call|I'm calling|I've called|I've been calling",I've been calling,hard,VOCAB
"Looking at your CV, I ............................ you used to live in Australia.","gather|do gather|am gathering|have gathered",gather,hard,VOCAB
"I ............................ it's going to snow tonight, don't you?","speculate|reflect|reckon|ponder",reckon,hard,VOCAB
'Have you finished with the paper yet?' 'I've ............................ started reading it!',"even|just|still|already",just,hard,VOCAB
How long ............................ before Val finally turned up?,"have you been waiting|are you waiting|you waited|had you been waiting",had you been waiting,hard,VOCAB
"You ............................ be so good at backgammon, did you?","never used to|got used to|are used to|wouldn't",never used to,hard,VOCAB
"Could you tell me, sir, what you ............................ in the park at three in the morning?","have done|have been doing|were doing|had done",were doing,hard,VOCAB
I was angry when you saw me because I ............................ with my sister.,"have been arguing|argued|had been arguing|would argue",had been arguing,hard,VOCAB
The Black Pirate ............................ over a million copies already this year.,"had sold|has sold|had been selling|was selling",has sold,hard,VOCAB
Don't throw the paper away because I ............................ it yet.,"haven't read|hadn't read|haven't been reading|hadn't been reading",haven't read,hard,VOCAB
"By the time we arrived, the film ............................ .","has already started|would already start|already started|had already started",had already started,hard,VOCAB
We had to walk home in the end because Jimmy ............................ his car keys.,"has been losing|had lost|was losing|had been losing",had lost,hard,VOCAB
It took Edward a long time to ............................ living in Canada.,"be used to|used to|get used to|be used",get used to,hard,VOCAB
"I'd love to have lived in the old days, when people ............................ to market by horse and carriage.","have been travelling|would travel|got used to travelling|had been travelling",would travel,hard,VOCAB
I much preferred it when we ............................ to Wales every summer on holiday.,"used to go|were used to going|had gone|have been going",used to go,hard,VOCAB
Your teacher called me today and said that you ............................ in the playground again.,"had been fighting|used to fight|have fought|would fight",had been fighting,hard,VOCAB
"When Josh phoned, he sounded like he ............................ quite a shock.","had|had had|had been having|would have",had had,hard,VOCAB
"Just as you arrived, I ............................ ready to go out.","have got|would get|have been getting|was getting",was getting,hard,VOCAB
The computer has had an enormous ............................ on the way we work.,"impression|influence|change|alteration",influence,hard,VOCAB
"It might sound strange, but dinner yesterday was the first time I ............................ octopus.","was eating|have eaten|have been eating|had eaten",had eaten,hard,VOCAB
"Make sure you ............................ up the data on your computer, because you might get a virus.","back|copy|store|save",back,hard,VOCAB
The Minister was accused of ............................ the truth.,"distorting|revising|reforming|shifting",distorting,hard,VOCAB
"That new painting looks a bit out of ............................ in our living room, don't you think?","room|space|place|spot",place,hard,VOCAB
I woke up late for my interview because I ............................ about it all night and didn't get much sleep.,"worried|have been worrying|had been worrying|had worried",had been worrying,hard,VOCAB
We are pleased to announce that Keith Danish ............................ replace Susan Williams as Operations Manager from 24th September.,"does|is about to|is to|is due",is to,hard,VOCAB
"I ............................ Penny for her advice, but I'm not so sure that's such a good idea now.","am going to ask|was going to ask|was asking|will ask",was going to ask,hard,VOCAB
"Once ............................ broadband, you won't want to go back to a dial-up connection.","you'll be using|you'll have used|you've been used|you've used",you've used,hard,VOCAB
............................ find out more about the costs before we make a final decision?,"Do I|Will I|Shall I|Am I due to",Shall I,hard,VOCAB
............................ to the Finance Manager or the Accounts Manager?,"Will you be reporting|Will you have been reporting|Shall you be reporting|Are you on the verge of reporting",Will you be reporting,hard,VOCAB
"This time tomorrow, Barry will ............................ across the Pacific for exactly three months.","be rowing|have rowed|be rowing|have been rowing",have been rowing,hard,VOCAB
When ............................ treating me with some respect at work?,"will they have started|are they going to start|are they starting|will they be starting",are they going to start,hard,VOCAB
Were you really just on the point ............................ ?,"of resigning|to resign|with resignation|of having resigned",of resigning,hard,VOCAB
I'm so ............................ under with work at the moment - it's awful!,"iced|rained|snowed|fogged",snowed,hard,VOCAB
"The company's announced it's ............................ off over 1,000 workers.","leaving|laying|setting|giving",laying,hard,VOCAB
They're planning to ............................ down their operation in Greece and concentrate on Eastern Europe.,"wind|tie|roll|stretch",wind,hard,VOCAB
"I'm not sure if I'm doing it right, but I'll try to ............................ ahead with it anyway.","drive|bang|touch|press",press,hard,VOCAB
"Something's ............................ up, so I'm afraid I won't be able to make it this afternoon.","shown|pulled|cropped|cut",cropped,hard,VOCAB
Could you lend me some money to ............................ me over to the end of the month?,"hand|tide|get|make",tide,hard,VOCAB
I didn't ............................ out to be a millionaire - I just wanted to run a successful business.,"set|go|begin|watch",set,hard,VOCAB
Mona's going to leave early this afternoon but she says she'll ............................ up the hours tomorrow.,"find|make|catch|bring",make,hard,VOCAB
"At the end of the month, Sarah ............................ in government for exactly 40 years.","is working|will work|will be working|will have been working",will have been working,hard,VOCAB
The film is ............................ released at the end of next year.,"on the verge of being|on the point of being|due to be|about to be",due to be,hard,VOCAB
We'd just been informed that Nick ............................ the new Managing Director.,"was to be|was being|is going to be|will be",was to be,hard,VOCAB
"'Would you pick the kids up from school this afternoon?' 'No, I'm afraid I ............................ .'","wouldn't|can't|shan't|don't",can't,hard,VOCAB
Toby's extremely ............................ ; he turns up every day at nine o'clock on the dot.,"temporary|long-standing|punctual|subsequent",punctual,hard,VOCAB
Have you considered applying for a job with the ............................ service?,"civil|civic|national|governmental",civil,hard,VOCAB
"Too many people work in the public ............................ in this country, in my opinion.","division|zone|area|sector",sector,hard,VOCAB
Most teenagers go through a rebellious ............................ for a few years but they soon grow out of it.,"stint|span|duration|phase",phase,hard,VOCAB
"When Nadine arrived, she soon ............................ at all her jokes.","had everyone laughed|had laughing everyone|had everyone laughing|had laughed everyone",had everyone laughing,hard,VOCAB
The government must ............................ strong measures against crime.,"be seen be taking|see to be taking|seen to take|be seen to be taking",be seen to be taking,hard,VOCAB
Mrs Davies asked me to tell you that she would like ............................ by Friday at the latest.,"the orders sent|sending the orders|that you sent|sent the orders",the orders sent,hard,VOCAB
"Joining a gym ............................, but I didn't really fancy the idea.","was suggested me|to me was suggested|was suggested to me|was suggesting me",was suggested to me,hard,VOCAB
"There ............................ between 4,000 and 6,000 languages in the world, depending on how you count them.","say to be|are said that|are said to be|said being",are said to be,hard,VOCAB
I spoke to Victor last night and he says he ............................ while he was on holiday.,"had stolen his phone|got stolen his phone|was got his phone stolen|had his phone stolen",had his phone stolen,hard,VOCAB
Why didn't you ............................ you when you moved house?,"have Aaron help|have got Aaron help|have Aaron helped|get Aaron help",get Aaron help,hard,VOCAB
"Profits ............................ slightly next year, although we don't predict any job losses.","expect to fall|are expecting to fall|are expected falling|are expected to fall",are expected to fall,hard,VOCAB
It's hard to believe that this film ............................ completely by computer.,"was been generating|has generated|has been generated|was to generate",has been generated,hard,VOCAB
"As soon as Dad ............................, we can leave.","has the car starting|has got the car started|got started the car|was got starting the car",has got the car started,hard,VOCAB
Why don't you have a doctor ............................ at your arm if it's hurting you?,"to look|looking|look|for looking",look,hard,VOCAB
I wonder if you could let me know what the ............................ fare to Berlin is?,"round|double|two-way|return",return,hard,VOCAB
"Mr Parris said he'd like ............................ by Monday, if that's possible.","finished the report|the report will be finished|the report finished|have the report finished",the report finished,hard,VOCAB
Ben crept ............................ on Lisa and put his hands over her eyes.,"out|round|off|up",up,hard,VOCAB
The company is expected ............................ a healthy profit this year.,"make|to make|making|for making",to make,hard,VOCAB
Maria was just walking along the road when someone on a motorbike ............................ her handbag.,"clutched|clenched|grabbed|fumbled",grabbed,hard,VOCAB
Fred Astaire is one of my favourite dancers and I love the way he seems to ............................ across the floor.,"glide|march|skid|dash",glide,hard,VOCAB
The new Arts Centre seems to have been ............................ construction for quite some time.,"in|under|on|below",under,hard,VOCAB
"Even in a million years, we ............................ go back in time.","couldn't|can't|won't be able to|aren't able to",won't be able to,hard,VOCAB
"I ............................ at the exam paper lying on Mr Gregson's desk, but I didn't want to risk it.","could look|can look|can have looked|could have looked",could have looked,hard,VOCAB
............................ Eliot better tell his mum what happened?,"Mustn't|Oughtn't|Shouldn't|Hadn't",Hadn't,hard,VOCAB
You ............................ have let us know you'd changed your phone number.,"may|could|would|will",could,hard,VOCAB
............................ lectures at your university?,"Haven't students got to have attended|Needn't students have attended|Mustn't students to attend|Don't students have to attend",Don't students have to attend,hard,VOCAB
We ............................ as well try to sell this old sofa before throwing it out.,"could|should|might|can",might,hard,VOCAB
Jeremy may well not ............................ about the accident yet.,"tell|to tell|have told|have been told",have been told,hard,VOCAB
It's essential that the documents ............................ be destroyed immediately.,"should|would|ought to|had better",should,hard,VOCAB
Luckily I ............................ a new pair of sunglasses as I found mine at the bottom of a bag.,"needn't have bought|didn't need to buy|needed not to buy|hadn't to buy",didn't need to buy,hard,VOCAB
I'm thinking of going on Million Euro Spender; I'd love to ............................ spend a million euros in one day!,"have to|must|can|be able",have to,hard,VOCAB
You ............................ that film last week – it was only released yesterday.,"can't have seen|couldn't see|mustn't have seen|didn't need to see",can't have seen,hard,VOCAB
............................ we better get an expert's opinion on this before we make a decision?,"Hadn't|Oughtn't|Didn't|Shouldn't",Hadn't,hard,VOCAB
I'd love ............................ afford to take a month or two off.,"I could|to can|that I will|to be able to",to be able to,hard,VOCAB
"They're definitely not going to call now, so we might ............................ go to bed.","and|too|as well|also",as well,hard,VOCAB
............................ stand up when the teacher entered the room at your school?,"Had you|Did you have to|Must you|Needed you to",Did you have to,hard,VOCAB
"Tamsin ............................ to her graduation ceremony, but she decided not to in the end.","could go|can go|can have gone|could have gone",could have gone,hard,VOCAB
You ............................ have told us you were going to be a bit late!,"could|may|would|will",could,hard,VOCAB
Thankfully we ............................ another ticket as Jean didn't turn up.,"needn't have got|didn't need to get|needed not to get|hadn't to get",didn't need to get,hard,VOCAB
"If you saw another student cheating in an exam, ............................ somebody?","did you tell|do you tell|would you tell|have you told",would you tell,hard,VOCAB
"Make sure you mix the ingredients well, ............................ you might get lumps in your cake.","unless|otherwise|provided|supposing",otherwise,hard,VOCAB
"Were ............................ my dad, I would never have started playing tennis in the first place.","it for|it hadn't been for|it to be for|it not for",it not for,hard,VOCAB
"If I ............................ hear from Nigel, I'll tell him you were asking after him.","happened|should happen to|should to|will happen to",should happen to,hard,VOCAB
The book would have been perfect ............................ the ending.,"had it not been for|it had not been for|it hadn't been for|hadn't it been for",had it not been for,hard,VOCAB
"If you hadn't taken the money, you ............................ in prison now.","wouldn't have been|hadn't been|haven't been|wouldn't be",wouldn't be,hard,VOCAB
Do you think that if we ............................ earlier we might not have missed the coach?,"have been leaving|left|had left|have left",had left,hard,VOCAB
"Unless Ray ............................ here soon, I'm going to leave because I'm getting bored.","doesn't get|gets|won't get|will get",gets,hard,VOCAB
What if I ............................ you that there's a good chance I can get tickets for the concert?,"were to tell|were telling|have told|would to tell",were to tell,hard,VOCAB
"If there ............................ happen to be any reason for late delivery, please inform our Accounts Department.","might|could|would|should",should,hard,VOCAB
What's the ............................ number of accidents which happen in the home each year?,"approximate|random|close|inexact",approximate,hard,VOCAB
I always take my lucky ............................ with me into an exam.,"sign|item|charm|spell",charm,hard,VOCAB
"Did you plan to meet up with Emma in London, or was it just a ............................?","freak|fate|coincidence|luck",coincidence,hard,VOCAB
"Johnnie broke the vase, but I'm sure it wasn't ............................ .","purposeful|instrumental|desirable|deliberate",deliberate,hard,VOCAB
We can only ............................ as to the causes of the disaster.,"think|speculate|consider|ponder",speculate,hard,VOCAB
The ............................ of one winning the lottery is hardly worth even considering.,"hazard|luck|fortune|likelihood",likelihood,hard,VOCAB
I didn't know my guess was going to be right – it was just ............................ .,"pot luck|odds|draw|gamble",pot luck,hard,VOCAB
Do you believe in that old ............................ about not walking under a ladder?,"curse|misfortune|uncertainty|superstition",superstition,hard,VOCAB
The new regulations have ............................ up a number of problems for the company.,"come|thrown|got|moved",thrown,hard,VOCAB
We ............................ on the beach now if we hadn't missed the plane.,"might have lain|would lie|could be lying|would have lain",could be lying,hard,VOCAB
"I admit breaking the window, but it wasn't ............................ .","instrumental|purposeful|deliberate|desirable",deliberate,hard,VOCAB
Ian Mills won the election ............................ all the odds.,"despite|without|against|below",against,hard,VOCAB
"We're saving for our holiday, so we're ............................ back on luxuries this month.","dropping|moving|giving|cutting",cutting,hard,VOCAB
"It would have been a great journey, ............................ we not got lost along the way.","had|would|should|might",had,hard,VOCAB
"Nobody wanted to tell Richard he wasn't invited, but I drew the short ............................ so I had to do it.","straw|stick|pole|rod",straw,hard,VOCAB
Scientists are predicting that the volcano might erupt so people have been ............................ from the area.,"escaped|emigrated|exported|evacuated",evacuated,hard,VOCAB
I expect you'll feel a lot better when you ............................ your exams out of the way.,"will get|have got|had got|are getting",have got,hard,VOCAB
I suppose I found it hard at my new school because I just ............................ to the situation.,"didn't use|used not|wasn't used|wasn't getting used",wasn't used,hard,VOCAB
By the end of next month Annabel and I ............................ out with each other for three years.,"will have been going|will go|have been going|will be going",will have been going,hard,VOCAB
We have to leave now because we are due ............................ in Edinburgh by six.,"being|to being|to be|be",to be,hard,VOCAB
"Our plane tickets never arrived, ............................ in the post.","were lost|having lost|had been lost|having been lost",having been lost,hard,VOCAB
It ............................ that there is easily enough food in the world to feed everyone.,"has been calculated|calculates|being calculated|would calculate",has been calculated,hard,VOCAB
It was the first time I ............................ in such an important match.,"was ever playing|have ever played|have ever been playing|had ever played",had ever played,hard,VOCAB
It turned out that I ............................ have bought Frank a present after all.,"mustn't|oughtn't|needn't|mightn't",needn't,hard,VOCAB
"Nobody has any firm information, so we can only ............................ on what caused the accident.","guess|contemplate|speculate|assume",speculate,hard,VOCAB
"Cars have been banned from the city centre, which makes the area much safer for ............................ .","passersby|onlookers|pedestrians|footmen",pedestrians,hard,VOCAB
There has been a real boom in ............................ electronics over the last three decades.,"consumer|customer|buyer|client",consumer,hard,VOCAB
"When I realised that I'd left my homework at home, I quickly ............................ back to get it.","crept|dashed|crawled|drifted",dashed,hard,VOCAB
"I know it's got his name on the cover, but he used a ............................ .","correspondent|model|ghostwriter|fellow",ghostwriter,hard,VOCAB
The text doesn't give you the answer explicitly – you have to ............................ it from the evidence.,"convert|grasp|reckon|deduce",deduce,hard,VOCAB
Are you having a ............................ exam before you sit the actual exam in June?,"fake|mock|false|dress",mock,hard,VOCAB
"I couldn't decide what to write about, when I suddenly ............................ upon the idea of doing something on writer's block.","thought|chanced|hit|arrived",hit,hard,VOCAB
Imagine ............................ when the ancient Egyptians built the pyramids. How would your life have been different?,"you'd been living|you're living|you live|you've been living",you'd been living,hard,VOCAB
What if your cat suddenly ............................ to you right now? How would you react?,"had started talking|is starting to talk|starts talking|started talking",started talking,hard,VOCAB
Would Rubik have become rich if he ............................ the Rubik's Cube?,"hadn't invented|hadn't been inventing|didn't invent|wasn't inventing",hadn't invented,hard,VOCAB
It's high time ............................ rid of this old sofa.,"we got|we get|for us to get|to get",we got,hard,VOCAB
It's amazing how Jenny acts as though she and Darren ............................ serious problems at the moment.,"aren't having|weren't having|hadn't had|hadn't been having",weren't having,hard,VOCAB
............................ either of you want some more dessert?,"Had|Would|Did|Were",Did,hard,VOCAB
"If you ............................ to attend the wedding, would you still have to reply to the invitation?","aren't planning|don't plan|weren't planning|hadn't been planning",weren't planning,hard,VOCAB
"Apparently, Lewis would rather we ............................ anything special for his 18th birthday next month.","don't organise|didn't organise|haven't organised|aren't going to organise",didn't organise,hard,VOCAB
"Thankfully, she only suffered ............................ injuries in the accident.","minor|meagre|minute|tiny",minor,hard,VOCAB
"A half, written as a/an ............................, looks like this: 1/2.","fraction|rate|ratio|equation",fraction,hard,VOCAB
"In a few hundred years' time, oil will not be nearly so ............................ here on Earth.","abundant|ample|considerable|immense",abundant,hard,VOCAB
............................ is measured in cm³ or m³.,"Mass|Extent|Volume|Magnitude",Volume,hard,VOCAB
Don't wash that sweater in really hot water or it'll ............................ .,"diminish|shrink|reduce|decrease",shrink,hard,VOCAB
Maps on paper can only show the world in two ............................ .,"areas|masses|dimensions|proportions",dimensions,hard,VOCAB
Why are all your clothes in a ............................ on the floor?,"bulk|batch|heap|sum",heap,hard,VOCAB
Sending out e-mails that people haven't asked for to ............................ addresses is often known as 'spamming'.,"sufficient|widespread|countless|multiple",multiple,hard,VOCAB
It's high time ............................ up to your responsibilities as a parent.,"to face|you face|you faced|you have faced",you faced,hard,VOCAB
"I'd rather you ............................ anything for tonight, but I suppose it's too late to change things now.","not arrange|don't arrange|didn't arrange|hadn't arranged",hadn't arranged,hard,VOCAB
Do you wish ............................ a formal complaint?,"to make|making|you made|you to make",to make,hard,VOCAB
If only people in our grandparents' generation ............................ the opportunities that we take for granted nowadays.,"could have|could have had|would have had|have had",could have had,hard,VOCAB
Joan definitely wishes she ............................ to do all the housework.,"doesn't have|didn't have|wouldn't have|hadn't",didn't have,hard,VOCAB
"............................ any heavier, we'd never have made it on time.","Were the traffic|Had the traffic been|Should the traffic be|Be the traffic",Had the traffic been,hard,VOCAB
I'd never kill an animal unless it ............................ me first.,"has attacked|will attack|attacks|attacked",attacked,hard,VOCAB
"Imagine the Internet ............................ created. Our lives would be so different, don't you think?","wasn't|hadn't been|to not be|to not have been",hadn't been,hard,VOCAB
I ............................ when Colin asked me to make him a cup of tea.,"had sat hard down|had sat down hardly|had hardly sat down|had hard sat down",had hardly sat down,hard,VOCAB
Where's that ............................ dress that your grandma gave you?,"lovely, long, pink, silk|pink, long, lovely, silk|lovely, pink, long, silk|long, pink, silk, lovely","lovely, long, pink, silk",hard,VOCAB
"Although he ............................ to Ernest Hemingway, I think his books are unique.","often has been compared|has often been compared|has often compared|has been comparing often",has often been compared,hard,VOCAB
Don't you think ............................ in society have a responsibility to help those less fortunate?,"wealthy|wealthier|wealthiest|the wealthy",the wealthy,hard,VOCAB
The rents in this area are ............................ the highest in the city.,"far from away|away by far|far and away|far to away",far and away,hard,VOCAB
The coastguard boarded the ship and found ............................ .,"four injured alive men|alive four men injured|four injured men alive|injured four alive men",four injured men alive,hard,VOCAB
"To be honest, Harry has ............................ than you have.","been more helpful considerably|been considerably more helpful|been more considerably helpful|considerably been more helpful",been considerably more helpful,hard,VOCAB
I'm ............................ my brother is.,"nowhere like so ambitious|nothing near as ambitious as|nothing as ambitious than|nowhere near as ambitious as",nowhere near as ambitious as,hard,VOCAB
It was ............................ from the most comfortable flight I've ever been on.,"far|further|away|way",far,hard,VOCAB
This fabric has the ............................ of silk but it's very cheap.,"stroke|substance|friction|texture",texture,hard,VOCAB
This winter wasn't ............................ as difficult as last winter.,"almost|closely|nearly|just",nearly,hard,VOCAB
The gym instructor told us to spread ............................ so that we'd have enough room to do the exercises.,"over|round|out|off",out,hard,VOCAB
Reports are coming in that a flood has hit a heavily ............................ area in the south of India.,"crowded|personalised|peopled|populated",populated,hard,VOCAB
The couple were finally ............................ by the landlord after not paying rent for six months.,"demolished|evicted|rejected|evacuated",evicted,hard,VOCAB
It was getting ............................ dark so we decided to head for home.,"utterly|absolutely|totally|fairly",fairly,hard,VOCAB
You'll have to ............................ your jacket quite hard to get the grass stain off it.,"polish|scrub|pat|crush",scrub,hard,VOCAB
"More than 80 people came to the exhibition, many of ............................ children had pictures on the walls.","who|whom|whose|which",whose,hard,VOCAB
The man ............................ to safety was in his forties.,"who was lifting|lifting|lifted|having been lifted",lifted,hard,VOCAB
Who was the receptionist ............................ the phone at the time?,"answering|was answering|having answered|to answer",answering,hard,VOCAB
"............................ a scholarship, I entered the frightening and unknown territory of private education.","To award|To be awarded|Having awarded|Having been awarded",Having been awarded,hard,VOCAB
"............................ half a chance, I'd be there in a flash!","Giving|Given|Being given|To be given",Given,hard,VOCAB
"............................ quickly we ran, we just couldn't catch up with the van.","Although|Even|Much|However",However,hard,VOCAB
"I got totally fed up with telesales, ............................ being quite good at it.","although|despite|however|even if",despite,hard,VOCAB
"............................ they get the letter tomorrow, you still won't get a reply before the weekend.","Even though|Even if|While|However",Even if,hard,VOCAB
The woman ............................ is being held at Granchester Police Station.,"who arrested|arresting|arrested|was arrested",arrested,hard,VOCAB
"Britain has been in the European Community for more than 30 years. ............................ , there are still occasional calls for its withdrawal.","However|Despite|Even though|In spite of",However,hard,VOCAB
"............................ I'd like to help you out, I'm afraid I just haven't got any spare money at the moment.","Even|Despite|Much as|Try as",Much as,hard,VOCAB
Is that the bookshop ............................ they've also got a café?,"where|which|whose|with whom",where,hard,VOCAB
You're the first person I've met ............................ political views are more left-wing than mine!,"who has|who's|whose|for whom",whose,hard,VOCAB
"This government would destroy all our civil liberties, ............................ half a chance.","giving|being given|given|having been given",given,hard,VOCAB
Not until we have no choice ............................ the business down.,"close we|we will close|will we close|we close",will we close,hard,VOCAB
It was ............................ a victory that even Smith's fans couldn't believe it.,"such surprising|so surprising|too surprising|surprising enough",so surprising,hard,VOCAB
At no time ............................ I was going to fail the exam.,"did I think|thought I|I thought|was I thought",did I think,hard,VOCAB
